('SL22517-2022-11-01-148','S7-4','YbTtbvI', 'LB')
('SL04652-2022-11-01-7008','S292-24','HSUcPieIFqKYPQgT', 'SU')
('SL22517-2022-11-01-6930','S289-18','z', 'MB')
('SL04652-2022-11-01-7012','S293-4','EvBVHyyiG', 'LB')
('AC22517-2022-11-01-7073','A393-17','VJe', 'SL')
('AC22517-2022-11-01-7074','A393-18','JqKQthTewOr', 'SU')
('AC22517-2022-11-01-7075','A394-1','FNUTspYnJR', 'LB')
('AC12058-2022-11-01-7096','A395-4','HBdqQFcY', 'UB')
('AC22517-2022-11-02-7099','A395-7','sHnGxikZAqwzWUVR', 'LB')
('AC22517-2022-11-01-7083','A394-9','AFtAuYiE', 'UB')
('SL22517-2022-11-02-7032','S293-24','OPKKrWKEvsnOjV', 'SU')
('SL22517-2022-11-01-6952','S290-16','QZXlBAR', 'SU')
('AC22517-2022-11-01-7096','A395-4','IVHIuDLbsaBBpAxv', 'UB')
('AC04652-2022-11-01-7375','A410-13','BdAs', 'LB')
('SL04652-2022-11-02-7061','S295-5','xvkmalEOTbv', 'MB')
('SL04652-2022-11-01-7038','S294-6','cAg', 'UB')
('SL12058-2022-11-01-6898','S288-10','ngXqIvgp', 'MB')
('SL04652-2022-11-01-7039','S294-7','tqVAYdCwHYvbSSnL', 'SL')
('SL12058-2022-11-01-6902','S288-14','cnERIi', 'UB')
('SL04652-2022-11-01-7044','S294-12','rlFOBhGxivYD', 'LB')
('SL22517-2022-11-01-6969','S291-9','iOB', 'LB')
('SL12058-2022-11-01-6920','S289-8','n', 'SU')
('SL04652-2022-11-02-7084','S296-4','hcPyDaM', 'LB')
('SL04652-2022-11-02-7085','S296-5','laJusPzjsMCi', 'MB')
('SL12058-2022-11-01-6922','S289-10','eufR', 'MB')
('SL12058-2022-11-01-6924','S289-12','hS', 'LB')
('AC22517-2022-11-02-7140','A397-12','NfyzC', 'SU')
('SL04652-2022-11-02-7090','S296-10','ysd', 'MB')
('SL22517-2022-11-02-7068','S295-12','NGscj', 'LB')
('SL22517-2022-11-01-6982','S291-22','MZgJphWIgWkE', 'UB')
('SL04652-2022-11-01-7053','S294-21','BbrtWOqLXl', 'MB')
('SL12058-2022-11-01-6936','S289-24','xpSmjOa', 'SU')
('SL04652-2022-11-02-7097','S296-17','tzEDhrTqu', 'LB')
('AC04652-2022-11-02-7123','A396-13','HJo', 'LB')
('SL22517-2022-11-01-6990','S292-6','tBajGVOvdbThj', 'UB')
('SL04652-2022-11-01-7059','S295-3','FrwhqQfldj', 'UB')
('AC22517-2022-11-02-7158','A398-12','itkhE', 'SU')
('SL22517-2022-11-02-7095','S296-15','Ka', 'SL')
('AC12058-2022-11-01-7158','A398-12','eLa', 'SU')
('SL22517-2022-11-02-7097','S296-17','fx', 'LB')
('SL22517-2022-11-02-7101','S296-21','XjIoSxfCOLES', 'MB')
('SL12058-2022-11-01-6970','S291-10','gNHvYDQWAxGYbT', 'MB')
('AC04652-2022-11-01-7428','A413-12','JWBWMpkgTSmAeLz', 'SU')
('AC04652-2022-11-01-7431','A413-15','dUlUaNdkFzVla', 'UB')
('SL04652-2022-11-02-7135','S298-7','ZhZPTtLIl', 'SL')
('AC22517-2022-11-01-7182','A399-18','NMYc', 'SU')
('AC04652-2022-11-01-7456','A415-4','xKRz', 'UB')
('SL22517-2022-11-02-7123','S297-19','hfgJwvy', 'UB')
('AC12058-2022-11-01-7200','A400-18','oYycMffm', 'SU')
('AC12058-2022-11-01-7202','A401-2','ICJeuBUhfnKm', 'LB')
('SL12058-2022-11-01-7046','S294-14','INSFrWhPQQ', 'UB')
('SL22517-2022-11-01-7140','S298-12','CrbVzCTEv', 'LB')
('SL12058-2022-11-01-7081','S296-1','oanmtoCWnYvwm', 'LB')
('SL22517-2022-11-01-7143','S298-15','OWIJvLKOMXk', 'SL')
('AC22517-2022-11-02-7318','A407-10','zoyGwQvUPMLr', 'UB')
('SL04652-2022-11-01-7211','S301-11','rqgpcIOozYrOTZEs', 'UB')
('SL12058-2022-11-01-7083','S296-3','suH', 'UB')
('SL22517-2022-11-02-7229','S302-5','GLXX', 'MB')
('AC04652-2022-11-02-7276','A405-4','XmDNvV', 'UB')
('AC22517-2022-11-02-7335','A408-9','zz', 'UB')
('AC04652-2022-11-02-7320','A407-12','RTBljwJYmbwfGvYY', 'SU')
('AC04652-2022-11-02-7321','A407-13','WaGAvefoPOTZ', 'LB')
('AC22517-2022-11-02-7410','A412-12','nimsuTVL', 'SU')
('SL04652-2022-11-01-7328','S306-8','wqJIsTkxhAAQsR', 'SU')
('AC22517-2022-11-02-7445','A414-11','fqIGPsMHXtx', 'SL')
('SL04652-2022-11-01-7331','S306-11','hfIAnz', 'UB')
('AC22517-2022-11-01-7421','A413-5','FiMeUITJ', 'SL')
('SL22517-2022-11-01-7316','S305-20','IOfV', 'LB')
('SL04652-2022-11-02-7402','S309-10','ZLu', 'MB')
('AC22517-2022-11-01-7458','A415-6','GZvUoMDltJGozG', 'SU')
('SL04652-2022-11-01-7394','S309-2','VZXL', 'MB')
('AC04652-2022-11-01-7724','A430-2','ghVBsbBQKc', 'LB')
('SL22517-2022-11-01-7321','S306-1','fM', 'LB')
('SL22517-2022-11-02-7419','S310-3','aSuECr', 'UB')
('SL04652-2022-11-01-7399','S309-7','sIjySQEcsSL', 'SL')
('AC04652-2022-11-01-7727','A430-5','HdLCfd', 'SL')
('AC04652-2022-11-01-7728','A430-6','ObWODaNKK', 'SU')
('AC04652-2022-11-01-7729','A430-7','AfQhtMbhRw', 'LB')
('AC12058-2022-11-01-7468','A415-16','kZecLKWwFJuYdt', 'UB')
('SL04652-2022-11-01-7405','S309-13','zPIrWXKfpnRW', 'MB')
('SL22517-2022-11-01-7326','S306-6','PjogVLvpGyfaZpmr', 'UB')
('SL22517-2022-11-02-7428','S310-12','ZaWv', 'LB')
('SL22517-2022-11-02-7430','S310-14','Mrx', 'UB')
('SL04652-2022-11-02-7421','S310-5','XRgFiuvEGIHmCc', 'MB')
('AC22517-2022-11-01-7469','A415-17','XTyfQLQLUYKixzr', 'SL')
('SL04652-2022-11-02-7422','S310-6','p', 'UB')
('AC22517-2022-11-01-7470','A415-18','XXCSJdrW', 'SU')
('SL12058-2022-11-01-7291','S304-19','ZCLtDDyxIH', 'UB')
('AC04652-2022-11-02-7498','A417-10','NSOn', 'UB')
('AC04652-2022-11-01-7760','A432-2','zUlGihweUmfPOn', 'LB')
('AC04652-2022-11-02-7501','A417-13','Ghj', 'LB')
('AC12058-2022-11-01-7502','A417-14','MAkKRnnT', 'LB')
('AC22517-2022-11-01-7500','A417-12','mKstGUdNIv', 'SU')
('SL04652-2022-11-01-7440','S310-24','o', 'SU')
('SL04652-2022-11-02-7450','S311-10','eJBxUJl', 'MB')
('SL22517-2022-11-01-7359','S307-15','XtQqhcqkfqjrAxkH', 'SL')
('AC04652-2022-11-01-7767','A432-9','IjmLeAxBmFIq', 'UB')
('SL22517-2022-11-02-7482','S312-18','DYjnIJBQCuZ', 'MB')
('SL22517-2022-11-02-7483','S312-19','fyNZYdKWRjp', 'UB')
('AC12058-2022-11-01-7521','A418-15','ZXgvmjBWFl', 'UB')
('SL04652-2022-11-01-7472','S312-8','FDHKoAVARvLQBuRk', 'SU')
('AC22517-2022-11-02-7617','A424-3','Z', 'UB')
('AC22517-2022-11-01-7557','A420-15','fAyZMmHNgmMIR', 'UB')
('SL04652-2022-11-02-7502','S313-14','wHflOlIhbEBgWn', 'UB')
('AC22517-2022-11-02-7620','A424-6','LukmODtFouRcPNm', 'SU')
('SL22517-2022-11-01-7406','S309-14','bGwXxDfYF', 'UB')
('SL22517-2022-11-02-7525','S314-13','Vm', 'MB')
('SL22517-2022-11-01-7409','S309-17','icpBpWlsTSFRT', 'LB')
('SL04652-2022-11-02-7513','S314-1','pcJohjxEa', 'LB')
('AC22517-2022-11-01-7570','A421-10','VVynLtCNlGQoev', 'UB')
('SL22517-2022-11-02-7532','S314-20','dmToEGenVp', 'LB')
('AC12058-2022-11-01-7570','A421-10','kMPImHahqAMlHS', 'UB')
('SL04652-2022-11-02-7519','S314-7','mOuoCqpFMYZZUpNe', 'SL')
('AC04652-2022-11-02-7608','A423-12','mftPLZwGFfRC', 'SU')
('AC04652-2022-11-01-7909','A440-7','oaZTC', 'LB')
('AC22517-2022-11-01-7652','A426-2','BclxzhDVchFzNAAh', 'LB')
('AC22517-2022-11-01-7656','A426-6','JVOJtIcVVR', 'SU')
('SL22517-2022-11-01-7508','S313-20','enzRt', 'LB')
('AC22517-2022-11-01-7681','A427-13','jZbyubXJMakDgus', 'LB')
('SL04652-2022-11-01-7631','S318-23','DMxDv', 'SL')
('AC04652-2022-11-02-7734','A430-12','SD', 'SU')
('SL04652-2022-11-01-7638','S319-6','bu', 'UB')
('AC22517-2022-11-02-7791','A433-15','LvhO', 'UB')
('AC12058-2022-11-01-7721','A429-17','QDtdBdkE', 'SL')
('SL22517-2022-11-01-7638','S319-6','fiD', 'UB')
('AC12058-2022-11-01-7784','A433-8','MEtoLEQpN', 'LB')
('AC22517-2022-11-02-7920','A440-18','raMIZmpGxGrjDSQy', 'SU')
('SL22517-2022-11-01-7699','S321-19','mEZZxQ', 'UB')
('AC04652-2022-11-02-7875','A438-9','os', 'UB')
('SL22517-2022-11-02-7793','S325-17','tZOCvwDNq', 'LB')
('SL12058-2022-11-01-7625','S318-17','SNfzPUuUGri', 'LB')
('AC12058-2022-11-01-7841','A436-11','PcxBtkjbu', 'SL')
('SL22517-2022-11-01-7711','S322-7','mthV', 'SL')
('AC12058-2022-11-01-7843','A436-13','MR', 'LB')
('SL04652-2022-11-02-7807','S326-7','MajdcJSZT', 'SL')
('AC12058-2022-11-01-7846','A436-16','HUnBmNzOpsz', 'UB')
('AC04652-2022-11-01-8120','A452-2','yrjio', 'LB')
('AC22517-2022-11-02-7938','A441-18','kWCmBreTNhBhTr', 'SU')
('AC12058-2022-11-01-7851','A437-3','Fnhs', 'UB')
('AC12058-2022-11-01-7852','A437-4','FXSvFVqS', 'UB')
('SL22517-2022-11-01-7721','S322-17','MOzhoyAjuFdRPctl', 'LB')
('SL22517-2022-11-01-7722','S322-18','JteP', 'MB')
('SL04652-2022-11-01-7821','S326-21','hKAbQbNzcBEsR', 'MB')
('AC04652-2022-11-02-7905','A440-3','gqck', 'UB')
('SL22517-2022-11-02-7817','S326-17','RywOP', 'LB')
('SL22517-2022-11-02-7818','S326-18','XoqlfObtaPOLc', 'MB')
('AC04652-2022-11-02-7908','A440-6','RdaSKCDJHlGgo', 'SU')
('AC04652-2022-11-01-8147','A453-11','WZZmTnrlNlr', 'SL')
('SL04652-2022-11-02-7832','S327-8','NN', 'SU')
('AC22517-2022-11-02-7963','A443-7','RSOMxMIqRGZDLu', 'LB')
('SL04652-2022-11-02-7833','S327-9','fSr', 'LB')
('SL22517-2022-11-01-7752','S323-24','bEOgaRZAqmaWQ', 'SU')
('SL04652-2022-11-01-7831','S327-7','RsjqsFlPbLCb', 'SL')
('AC22517-2022-11-02-7966','A443-10','SgWqsSJDBzAHmnq', 'UB')
('SL04652-2022-11-01-7832','S327-8','rjGqqOpLz', 'SU')
('AC04652-2022-11-01-8155','A454-1','mW', 'LB')
('SL22517-2022-11-02-7826','S327-2','xMXErJfQoO', 'MB')
('AC22517-2022-11-02-7970','A443-14','dM', 'LB')
('AC22517-2022-11-02-7971','A443-15','iTLKATpwA', 'UB')
('SL22517-2022-11-02-7829','S327-5','ValSWLuXCdiOLhLO', 'MB')
('AC22517-2022-11-01-7898','A439-14','FXiAAOMJv', 'LB')
('AC04652-2022-11-01-8159','A454-5','rOwCsMJNnIevV', 'SL')
('SL12058-2022-11-01-7672','S320-16','gWWntebVhcNQDXYP', 'SU')
('AC22517-2022-11-01-7901','A439-17','mAnedHOK', 'SL')
('AC22517-2022-11-01-7912','A440-10','wTTDukqzEMNrN', 'UB')
('SL04652-2022-11-01-7856','S328-8','EwtdKkkBpfYPIW', 'SU')
('AC22517-2022-11-01-7918','A440-16','vTnblYRqfVGcvbSN', 'UB')
('AC04652-2022-11-02-7942','A442-4','sSLJCYCCbX', 'UB')
('SL04652-2022-11-01-7873','S329-1','mBjvrrUL', 'LB')
('SL04652-2022-11-02-7881','S329-9','AtgfpJqnICFsHbR', 'LB')
('SL22517-2022-11-01-7797','S325-21','l', 'MB')
('SL12058-2022-11-01-7713','S322-9','P', 'LB')
('AC04652-2022-11-01-8209','A457-1','DOQVYdt', 'LB')
('AC22517-2022-11-02-8017','A446-7','lb', 'LB')
('SL22517-2022-11-02-7890','S329-18','tcGrmBhUy', 'MB')
('SL12058-2022-11-01-7753','S324-1','xrRhrCjF', 'LB')
('AC12058-2022-11-01-7985','A444-11','ozTtxdntGXBbNHG', 'SL')
('AC22517-2022-11-02-8049','A448-3','icXFqJfRfAtiVU', 'UB')
('SL04652-2022-11-02-7927','S331-7','jtDcUZ', 'SL')
('AC04652-2022-11-02-8002','A445-10','JprcPRGKHYHs', 'UB')
('AC12058-2022-11-01-7992','A444-18','drzC', 'SU')
('SL12058-2022-11-01-7758','S324-6','GCubp', 'UB')
('AC04652-2022-11-02-8140','A453-4','xHMfzNCZEsz', 'UB')
('AC04652-2022-11-01-8373','A466-3','XX', 'UB')
('AC04652-2022-11-02-8153','A453-17','OlZLTPbLOKvaUsc', 'SL')
('AC04652-2022-11-01-8388','A466-18','ionmZbFmOo', 'SU')
('AC04652-2022-11-02-8156','A454-2','Z', 'LB')
('AC22517-2022-11-01-8112','A451-12','ANAdRoibq', 'SU')
('AC22517-2022-11-01-8147','A453-11','fLPcgNYMzJ', 'SL')
('AC22517-2022-11-01-8148','A453-12','fNtljmmnwaQEczM', 'SU')
('SL22517-2022-11-01-8003','S334-11','kOjmnp', 'UB')
('SL04652-2022-11-01-8130','S339-18','cUyJ', 'MB')
('AC22517-2022-11-01-8161','A454-7','GKhjccA', 'LB')
('SL22517-2022-11-01-8024','S335-8','mERUnkKOYhEEyXx', 'SU')
('SL04652-2022-11-01-8136','S339-24','O', 'SU')
('SL12058-2022-11-01-7973','S333-5','alAdy', 'MB')
('AC04652-2022-11-02-8204','A456-14','U', 'LB')
('SL12058-2022-11-01-7975','S333-7','G', 'SL')
('SL22517-2022-11-02-8120','S339-8','xqaRBQedpmnRG', 'SU')
('SL22517-2022-11-02-8127','S339-15','EqEUqwOFdFVKT', 'SL')
('SL04652-2022-11-01-8161','S341-1','BgltIcDaor', 'LB')
('SL12058-2022-11-01-7994','S334-2','Mmwcz', 'MB')
('AC04652-2022-11-01-8477','A471-17','paGcfMBudZl', 'SL')
('AC04652-2022-11-02-8237','A458-11','SRkjImp', 'SL')
('SL22517-2022-11-02-8158','S340-22','wNnGGKeyIXZRNKHU', 'UB')
('AC04652-2022-11-02-8253','A459-9','yfkSANwFvhOyH', 'UB')
('SL22517-2022-11-02-8162','S341-2','M', 'MB')
('AC22517-2022-11-02-8324','A463-8','cYSyKOYewTgzUPnn', 'LB')
('SL04652-2022-11-01-8217','S343-9','hLdtL', 'LB')
('SL04652-2022-11-02-8194','S342-10','hFt', 'MB')
('SL04652-2022-11-01-8220','S343-12','unTAi', 'LB')
('SL12058-2022-11-01-8063','S336-23','KSqTLE', 'SL')
('SL04652-2022-11-01-8234','S344-2','r', 'MB')
('AC12058-2022-11-01-8291','A461-11','DIbZVGRuAHIOhDAi', 'SL')
('SL22517-2022-11-01-8146','S340-10','qbgVwnFJcAVwSLME', 'MB')
('AC22517-2022-11-01-8301','A462-3','llpcOgGHkYs', 'UB')
('SL04652-2022-11-02-8236','S344-4','vfjEZdSLHLas', 'LB')
('AC04652-2022-11-02-8375','A466-5','vucMDnvw', 'SL')
('AC04652-2022-11-02-8376','A466-6','ktcreYQhEiZYqs', 'SU')
('AC22517-2022-11-02-8412','A468-6','WTBsjrutHcUCDZ', 'SU')
('SL22517-2022-11-01-8220','S343-12','TOFyZHZjXEssFrVC', 'LB')
('SL04652-2022-11-01-8302','S346-22','lk', 'UB')
('SL04652-2022-11-01-8303','S346-23','girrNrwqfHHSXgh', 'SL')
('SL22517-2022-11-01-8225','S343-17','ZyvVbkvgq', 'LB')
('AC12058-2022-11-01-8352','A464-18','djLRAt', 'SU')
('SL12058-2022-11-01-8135','S339-23','IYXEbuQyjPg', 'SL')
('AC22517-2022-11-01-8340','A464-6','swfjKFVawUszBt', 'SU')
('AC04652-2022-11-02-8417','A468-11','Rly', 'SL')
('AC12058-2022-11-01-8372','A466-2','bbWhYgSdnWp', 'LB')
('AC04652-2022-11-02-8435','A469-11','zMbuJOWEQ', 'SL')
('AC22517-2022-11-02-8473','A471-13','ODVfRQdF', 'LB')
('AC04652-2022-11-01-8660','A482-2','crGeFUFbKcXcKQ', 'LB')
('SL22517-2022-11-01-8264','S345-8','uhrQ', 'SU')
('SL22517-2022-11-01-8265','S345-9','fEUofBkVattbWJ', 'LB')
('SL12058-2022-11-01-8183','S341-23','XRsDIXda', 'SL')
('AC04652-2022-11-01-8668','A482-10','itlkbrjKdIAdTfyg', 'UB')
('AC22517-2022-11-01-8421','A468-15','YNkQBuNxaM', 'UB')
('SL22517-2022-11-02-8360','S349-8','qxFZdNIoV', 'SU')
('SL22517-2022-11-01-8304','S346-24','fzUBovkjcmfX', 'SU')
('AC04652-2022-11-01-8692','A483-16','eG', 'UB')
('AC04652-2022-11-02-8487','A472-9','zkYXzBzoSCLP', 'UB')
('SL04652-2022-11-02-8377','S350-1','rK', 'LB')
('SL12058-2022-11-01-8244','S344-12','fJJumwqLxdlt', 'LB')
('AC22517-2022-11-01-8471','A471-11','FaALj', 'SL')
('SL12058-2022-11-01-8264','S345-8','KztiFLvDmu', 'SU')
('SL12058-2022-11-01-8265','S345-9','bg', 'LB')
('AC22517-2022-11-01-8482','A472-4','Dqs', 'UB')
('SL04652-2022-11-02-8429','S352-5','SAKHPMI', 'MB')
('AC12058-2022-11-01-8481','A472-3','AzhnXT', 'UB')
('AC04652-2022-11-02-8552','A476-2','bBWwvbDKUtNsw', 'LB')
('AC04652-2022-11-02-8553','A476-3','SFZVRk', 'UB')
('AC04652-2022-11-02-8554','A476-4','Xblh', 'UB')
('SL04652-2022-11-02-8435','S352-11','XVNvSCIcVchkkV', 'UB')
('AC22517-2022-11-01-8526','A474-12','vtSx', 'SU')
('SL22517-2022-11-02-8458','S353-10','mNrklJXbo', 'MB')
('AC04652-2022-11-01-8794','A489-10','AWgqkBPQlXItmwhN', 'UB')
('SL22517-2022-11-02-8460','S353-12','UfaO', 'LB')
('AC22517-2022-11-01-8549','A475-17','tVTYpLbUVJkvxO', 'SL')
('SL04652-2022-11-02-8488','S354-16','o', 'SU')
('AC04652-2022-11-01-8812','A490-10','TMsRthQQtvGbeYAa', 'UB')
('AC04652-2022-11-02-8639','A480-17','sswvbqLlMDTrVN', 'SL')
('AC04652-2022-11-01-8838','A491-18','AfgHRCCSoXbHscB', 'SU')
('AC12058-2022-11-01-8582','A477-14','IEvyzHY', 'LB')
('SL22517-2022-11-01-8468','S353-20','elhLqYGKMjKpNsjg', 'LB')
('AC22517-2022-11-01-8591','A478-5','jwt', 'SL')
('SL22517-2022-11-01-8474','S354-2','yvcUsDZWDns', 'MB')
('SL12058-2022-11-01-8382','S350-6','MCiRZhHoFSZvPpP', 'UB')
('AC04652-2022-11-01-8859','A493-3','BgzRyUaOfBvekyu', 'UB')
('SL04652-2022-11-02-8539','S356-19','ekFygGfb', 'UB')
('AC04652-2022-11-01-8867','A493-11','DYqQDKDPpOUZLE', 'SL')
('AC22517-2022-11-02-8690','A483-14','y', 'LB')
('AC22517-2022-11-02-8706','A484-12','OQwTRtSWJjT', 'SU')
('SL12058-2022-11-01-8413','S351-13','ZZXBmukd', 'MB')
('SL22517-2022-11-01-8508','S355-12','LRX', 'LB')
('AC12058-2022-11-01-8629','A480-7','oL', 'LB')
('AC12058-2022-11-01-8630','A480-8','FcLXrWdZxDq', 'LB')
('SL12058-2022-11-01-8422','S351-22','BTYdwGRcH', 'UB')
('AC22517-2022-11-01-8679','A483-3','CavqDZCDS', 'UB')
('AC12058-2022-11-01-8679','A483-3','jEtkazSAehgCCB', 'UB')
('AC04652-2022-11-02-8732','A486-2','kXnayHocvYwaaJcU', 'LB')
('SL22517-2022-11-01-8578','S358-10','WOHKBm', 'MB')
('SL04652-2022-11-01-8627','S360-11','Gn', 'UB')
('AC04652-2022-11-01-8965','A499-1','TvHA', 'LB')
('AC22517-2022-11-02-8779','A488-13','CAyKb', 'LB')
('AC12058-2022-11-01-8700','A484-6','NQktSvIVvwBvki', 'SU')
('SL04652-2022-11-02-8641','S361-1','mCxouQSJSRnI', 'LB')
('AC22517-2022-11-01-8711','A484-17','uzyAmRMEAicg', 'SL')
('AC04652-2022-11-02-8756','A487-8','jIdhPlLJk', 'LB')
('SL22517-2022-11-02-8637','S360-21','iQDEQwDdGLxtlZ', 'MB')
('SL22517-2022-11-02-8638','S360-22','iKXVbMV', 'UB')
('AC22517-2022-11-02-8803','A490-1','aVJqTyPsUeXsNRNP', 'LB')
('SL04652-2022-11-02-8672','S362-8','uhWOgm', 'SU')
('AC12058-2022-11-01-8725','A485-13','JmFZpEbbw', 'LB')
('SL12058-2022-11-01-8514','S355-18','BjlefduDXygxkjpl', 'MB')
('SL22517-2022-11-02-8640','S360-24','vgnNtJmmUFySL', 'SU')
('SL22517-2022-11-01-8622','S360-6','oVdabtChXUOzK', 'UB')
('AC12058-2022-11-01-8733','A486-3','jrHqjLvr', 'UB')
('AC04652-2022-11-01-9005','A501-5','oDWuDeKseeErhZZo', 'SL')
('AC22517-2022-11-01-8745','A486-15','EFfFfaKlL', 'UB')
('AC22517-2022-11-02-8812','A490-10','S', 'UB')
('SL22517-2022-11-02-8697','S363-9','ZSgEqkrvHnzVLtc', 'LB')
('SL22517-2022-11-02-8706','S363-18','oQyXOdVrjW', 'MB')
('SL22517-2022-11-01-8711','S363-23','acAznwR', 'SL')
('AC04652-2022-11-01-9097','A506-7','odKCvSdPeHXiKjCu', 'LB')
('AC12058-2022-11-01-8808','A490-6','dynA', 'SU')
('AC04652-2022-11-02-8875','A494-1','ASjwYjagl', 'LB')
('AC12058-2022-11-01-8816','A490-14','SFVxKpUMXwNZYHK', 'LB')
('AC04652-2022-11-01-9107','A506-17','AtTdtdi', 'SL')
('AC22517-2022-11-02-8912','A496-2','yN', 'LB')
('AC12058-2022-11-01-8848','A492-10','KaVa', 'UB')
('SL04652-2022-11-01-8792','S367-8','uhEsmHKopufpO', 'SU')
('SL12058-2022-11-01-8680','S362-16','QPUIz', 'SU')
('SL22517-2022-11-02-8853','S369-21','bQtoyFpBWdD', 'MB')
('SL04652-2022-11-02-8864','S370-8','NONttQkGOh', 'SU')
('AC12058-2022-11-01-8922','A496-12','NSIfWsOZCseZ', 'SU')
('AC22517-2022-11-01-8934','A497-6','KLSzAmkUDHC', 'SU')
('SL04652-2022-11-01-8853','S369-21','RCNL', 'MB')
('AC22517-2022-11-02-9019','A502-1','KjjKUjBgxoQeSt', 'LB')
('SL22517-2022-11-01-8857','S370-1','LD', 'LB')
('AC12058-2022-11-01-8966','A499-2','YpwS', 'LB')
('AC22517-2022-11-02-9030','A502-12','yMQrdDQGBqGU', 'SU')
('AC04652-2022-11-02-9033','A502-15','tYiKxEmtbFV', 'UB')
('AC22517-2022-11-01-8991','A500-9','fkYufOB', 'UB')
('SL04652-2022-11-01-8919','S372-15','HQbMWnFqnHL', 'SL')
('SL04652-2022-11-01-8920','S372-16','PGJT', 'SU')
('SL12058-2022-11-01-8779','S366-19','SNIoZxqzR', 'UB')
('AC22517-2022-11-01-8995','A500-13','V', 'LB')
('AC04652-2022-11-01-9263','A515-11','VKsKVukWB', 'SL')
('SL22517-2022-11-01-8887','S371-7','cuxQojl', 'SL')
('AC04652-2022-11-01-9266','A515-14','xekmn', 'LB')
('AC22517-2022-11-01-8999','A500-17','gsXNkiOLCR', 'SL')
('AC04652-2022-11-02-9041','A503-5','CbtZMnkzKkKVV', 'SL')
('SL04652-2022-11-01-8938','S373-10','XvCkcFS', 'MB')
('AC22517-2022-11-02-9057','A504-3','OFbNxnAHd', 'UB')
('SL04652-2022-11-02-8950','S373-22','R', 'UB')
('AC12058-2022-11-01-9004','A501-4','FDZxaDlZ', 'UB')
('AC12058-2022-11-01-9005','A501-5','kxsCpVSkwzEjd', 'SL')
('AC22517-2022-11-02-9064','A504-10','VdYoXHNs', 'UB')
('AC12058-2022-11-01-9008','A501-8','sjWTIwCnnIkr', 'LB')
('AC22517-2022-11-01-9017','A501-17','GNG', 'SL')
('SL12058-2022-11-01-8874','S370-18','ed', 'MB')
('SL12058-2022-11-01-8875','S370-19','WPjgbIUokvuPAzF', 'UB')
('SL04652-2022-11-02-9006','S376-6','vxrmI', 'UB')
('AC22517-2022-11-01-9057','A504-3','ZWD', 'UB')
('SL22517-2022-11-01-8961','S374-9','KuppxU', 'LB')
('AC04652-2022-11-02-9116','A507-8','qdKLJSKNswEJePAt', 'LB')
('SL12058-2022-11-01-8881','S371-1','kmkbRU', 'LB')
('AC12058-2022-11-01-9068','A504-14','kTKa', 'LB')
('SL04652-2022-11-02-9008','S376-8','ETXAyKohsOIVb', 'SU')
('SL12058-2022-11-01-8884','S371-4','dLAVTf', 'LB')
('AC22517-2022-11-02-9143','A508-17','Rg', 'SL')
('AC22517-2022-11-01-9065','A504-11','pFale', 'SL')
('AC12058-2022-11-01-9071','A504-17','sRUWeaHPx', 'SL')
('SL12058-2022-11-01-8899','S371-19','wiheaxYpsHfPQ', 'UB')
('AC04652-2022-11-02-9138','A508-12','PIzFEgesyPElLPH', 'SU')
('SL22517-2022-11-01-9010','S376-10','YPXyXXDhbD', 'MB')
('AC22517-2022-11-02-9191','A511-11','A', 'SL')
('SL22517-2022-11-02-9067','S378-19','DIvAFw', 'UB')
('AC22517-2022-11-02-9196','A511-16','jSGU', 'UB')
('AC12058-2022-11-01-9128','A508-2','u', 'LB')
('SL22517-2022-11-01-9020','S376-20','fLf', 'LB')
('SL04652-2022-11-02-9072','S378-24','WUlaBQGtlH', 'SU')
('AC22517-2022-11-02-9205','A512-7','nmHoXhrBw', 'LB')
('SL12058-2022-11-01-8955','S374-3','rHYKUY', 'UB')
('AC04652-2022-11-01-9426','A524-12','OACqMRQuKAlskC', 'SU')
('SL22517-2022-11-02-9073','S379-1','udCzYSrPW', 'LB')
('SL04652-2022-11-02-9077','S379-5','NbiL', 'MB')
('AC12058-2022-11-01-9138','A508-12','UismOFuz', 'SU')
('SL12058-2022-11-01-8997','S375-21','TQt', 'MB')
('SL04652-2022-11-01-9112','S380-16','v', 'SU')
('AC04652-2022-11-01-9457','A526-7','IYgDXeZHjrSy', 'LB')
('AC04652-2022-11-02-9220','A513-4','Xsbwl', 'UB')
('AC22517-2022-11-01-9197','A511-17','MXc', 'SL')
('AC22517-2022-11-01-9215','A512-17','VTxQcEDYvlql', 'SL')
('AC12058-2022-11-01-9204','A512-6','Ksrqg', 'SU')
('SL22517-2022-11-01-9092','S379-20','SmbCiDe', 'LB')
('SL22517-2022-11-01-9093','S379-21','NpGlniLcbQfVZh', 'MB')
('AC22517-2022-11-01-9229','A513-13','BnOdMbomCYFZ', 'LB')
('AC12058-2022-11-01-9216','A512-18','rcYCRfRps', 'SU')
('AC22517-2022-11-02-9274','A516-4','SqlLE', 'UB')
('AC04652-2022-11-01-9491','A528-5','tflgmbUfxGxVqrP', 'SL')
('SL04652-2022-11-02-9155','S382-11','SbzwzeBXMa', 'UB')
('AC22517-2022-11-02-9279','A516-9','CeQahhswGizqU', 'UB')
('AC04652-2022-11-02-9261','A515-9','ohxRv', 'UB')
('SL12058-2022-11-01-9037','S377-13','MDNVOibJaXSzGo', 'MB')
