('AC22517-2022-11-01-390','A22-12','mKnVzhaEMqsDar', 'SU')
('AC04652-2022-11-02-10987','A611-7','F', 'LB')
('AC22517-2022-11-01-10969','A610-7','oO', 'LB')
('SL04652-2022-11-01-10858','S453-10','L', 'MB')
('SL04652-2022-11-01-10859','S453-11','gNamnEBjvGx', 'UB')
('AC04652-2022-11-01-11128','A619-4','J', 'UB')
('SL04652-2022-11-01-10861','S453-13','oyisxXxeFaNOxYQw', 'MB')
('SL22517-2022-11-01-10827','S452-3','CpOFF', 'UB')
('SL12058-2022-11-01-10775','S449-23','HQQOtyLqcfKtL', 'SL')
('AC12058-2022-11-01-11016','A612-18','EDhnSWZYKClDeahR', 'SU')
('SL22517-2022-11-02-10909','S455-13','gsQ', 'MB')
('AC22517-2022-11-02-11000','A612-2','WufHzCwXfLPxGQEG', 'LB')
('AC22517-2022-11-02-11001','A612-3','HWXMGOB', 'UB')
('SL04652-2022-11-02-10933','S456-13','ezzfXmZVspvvzFkf', 'MB')
('SL12058-2022-11-01-10779','S450-3','oDDfGSkHvShg', 'UB')
('AC04652-2022-11-02-11030','A613-14','tgKXMTdxpWU', 'LB')
('AC12058-2022-11-01-11020','A613-4','ZMjljaC', 'UB')
('AC04652-2022-11-02-11033','A613-17','LCxGgoQrsU', 'SL')
('SL22517-2022-11-02-10915','S455-19','f', 'UB')
('SL04652-2022-11-02-10936','S456-16','DeTkN', 'SU')
('AC04652-2022-11-01-11201','A623-5','XMLOatqSnW', 'SL')
('SL12058-2022-11-01-10817','S451-17','eEajzhTa', 'LB')
('AC12058-2022-11-01-11060','A615-8','iWyfjmZPPjMbIRrt', 'LB')
('AC04652-2022-11-02-11070','A615-18','Dmxkmh', 'SU')
('AC12058-2022-11-01-11065','A615-13','FhnZSDuf', 'LB')
('SL22517-2022-11-01-10889','S454-17','ATdwvspeR', 'LB')
('AC04652-2022-11-02-11090','A617-2','UXxnlmm', 'LB')
('SL04652-2022-11-02-10998','S459-6','nwGGYZbBzTJHh', 'UB')
('SL04652-2022-11-01-10970','S458-2','K', 'MB')
('SL12058-2022-11-01-10842','S452-18','KSHUEjDRUtdeKax', 'MB')
('AC04652-2022-11-01-11224','A624-10','fNkBli', 'UB')
('SL22517-2022-11-01-10898','S455-2','rLzJHfcNjjUFGOCl', 'MB')
('SL22517-2022-11-02-10979','S458-11','bPSjBkRPoTV', 'UB')
('AC04652-2022-11-02-11130','A619-6','XmsSxCzjKWgn', 'SU')
('AC12058-2022-11-01-11183','A622-5','NTbuDYKIRyhN', 'SL')
('SL04652-2022-11-01-11060','S461-20','vZQXotacLAnq', 'LB')
('AC22517-2022-11-01-11166','A621-6','tlbfFYUhEuuAh', 'SU')
('AC22517-2022-11-01-11169','A621-9','dwWsGOKbJPbFfy', 'UB')
('SL22517-2022-11-02-11075','S462-11','o', 'UB')
('SL12058-2022-11-01-10962','S457-18','JL', 'MB')
('SL04652-2022-11-01-11071','S462-7','xdUeUQDfbtqXLzW', 'SL')
('SL12058-2022-11-01-10964','S457-20','YExtJ', 'LB')
('AC04652-2022-11-02-11208','A623-12','vsHLHvtIvHpThLl', 'SU')
('SL22517-2022-11-02-11089','S463-1','UvTlzVrDicbeYEf', 'LB')
('SL22517-2022-11-02-11090','S463-2','jo', 'MB')
('AC04652-2022-11-01-11359','A632-1','UfBgn', 'LB')
('AC04652-2022-11-02-11215','A624-1','lRmgMWhwhcF', 'LB')
('AC04652-2022-11-01-11366','A632-8','R', 'LB')
('AC22517-2022-11-01-11187','A622-9','Sa', 'UB')
('AC12058-2022-11-01-11212','A623-16','VssnkwviNpFTVNA', 'UB')
('SL04652-2022-11-02-11105','S463-17','KilhQKoQrLuKr', 'LB')
('AC04652-2022-11-02-11228','A624-14','LqQvRrF', 'LB')
('AC12058-2022-11-01-11232','A624-18','XE', 'SU')
('AC04652-2022-11-01-11387','A633-11','GftbIg', 'SL')
('SL12058-2022-11-01-10996','S459-4','CnQCntmsV', 'LB')
('SL04652-2022-11-02-11126','S464-14','aYrYEqMtkEvO', 'UB')
('SL22517-2022-11-02-11132','S464-20','CzMJny', 'LB')
('SL22517-2022-11-02-11133','S464-21','KlseBqBf', 'MB')
('SL04652-2022-11-01-11130','S464-18','TCrXbNnhSzsDzKU', 'MB')
('AC04652-2022-11-02-11272','A627-4','TlhxSqZPdOwMHDlV', 'UB')
('SL04652-2022-11-02-11158','S465-22','qApTHuttavDFZvL', 'UB')
('AC22517-2022-11-02-11230','A624-16','OtcvgqgffUJ', 'UB')
('SL04652-2022-11-02-11164','S466-4','gFTwrdeiXu', 'LB')
('SL04652-2022-11-02-11165','S466-5','TQRKxT', 'MB')
('SL12058-2022-11-01-11031','S460-15','pYX', 'SL')
('AC22517-2022-11-02-11242','A625-10','CRnKezXPkXEMI', 'UB')
('AC22517-2022-11-01-11258','A626-8','gH', 'LB')
('SL12058-2022-11-01-11042','S461-2','aXyFFHVBpyDTthP', 'MB')
('SL22517-2022-11-02-11168','S466-8','tt', 'SU')
('SL12058-2022-11-01-11045','S461-5','BJaiMimx', 'MB')
('SL12058-2022-11-01-11052','S461-12','GyXIoBBxPD', 'LB')
('SL12058-2022-11-01-11054','S461-14','KwewEn', 'UB')
('AC12058-2022-11-01-11306','A629-2','fufNxKPcKhwByitY', 'LB')
('AC04652-2022-11-01-11456','A637-8','zLI', 'LB')
('SL04652-2022-11-02-11188','S467-4','Tw', 'LB')
('SL12058-2022-11-01-11057','S461-17','l', 'LB')
('AC22517-2022-11-02-11260','A626-10','anOI', 'UB')
('SL22517-2022-11-02-11183','S466-23','mTfGzdDUGfwl', 'SL')
('AC22517-2022-11-01-11280','A627-12','R', 'SU')
('AC04652-2022-11-01-11465','A637-17','JMjmqVuw', 'SL')
('AC22517-2022-11-01-11281','A627-13','aWBDykzOpWa', 'LB')
('AC12058-2022-11-01-11318','A629-14','uVwbKaHA', 'LB')
('AC04652-2022-11-01-11467','A638-1','Np', 'LB')
('SL22517-2022-11-02-11192','S467-8','SfoJCWtpgUuV', 'SU')
('SL22517-2022-11-02-11193','S467-9','EGnH', 'LB')
('SL22517-2022-11-02-11196','S467-12','TQABaYikVbAH', 'LB')
('SL04652-2022-11-01-11177','S466-17','PvhUEbvyt', 'LB')
('SL12058-2022-11-01-11065','S462-1','hzDMizW', 'LB')
('AC22517-2022-11-02-11278','A627-10','HWDFTakwc', 'UB')
('SL22517-2022-11-02-11203','S467-19','nQarksulkwec', 'UB')
('SL12058-2022-11-01-11075','S462-11','wBToDTOzForH', 'UB')
('AC04652-2022-11-02-11325','A630-3','UlPH', 'UB')
('AC22517-2022-11-02-11289','A628-3','Um', 'UB')
('SL12058-2022-11-01-11158','S465-22','hvEM', 'UB')
('SL22517-2022-11-01-11214','S468-6','EMojkfhcLrhI', 'UB')
('SL04652-2022-11-01-11283','S471-3','uijGw', 'UB')
('SL04652-2022-11-01-11284','S471-4','zBRSblN', 'LB')
('SL12058-2022-11-01-11163','S466-3','zXbHWhsBGMJ', 'UB')
('SL04652-2022-11-01-11286','S471-6','zvdFk', 'UB')
('AC04652-2022-11-02-11409','A634-15','Xb', 'UB')
('SL04652-2022-11-02-11290','S471-10','JW', 'MB')
('AC04652-2022-11-02-11411','A634-17','rvtByO', 'SL')
('SL12058-2022-11-01-11168','S466-8','QPFrQNBt', 'SU')
('SL04652-2022-11-02-11293','S471-13','wasabUwhNbB', 'MB')
('SL22517-2022-11-01-11222','S468-14','qhKc', 'UB')
('AC12058-2022-11-01-11414','A635-2','WDPOxBVFrLpYwedF', 'LB')
('SL12058-2022-11-01-11174','S466-14','KQKSEW', 'UB')
('SL04652-2022-11-02-11300','S471-20','ObEzhshd', 'LB')
('SL22517-2022-11-02-11305','S472-1','hQETJE', 'LB')
('SL22517-2022-11-02-11307','S472-3','AxIqOMtey', 'UB')
('SL22517-2022-11-02-11308','S472-4','HJqpzaJsw', 'LB')
('AC04652-2022-11-01-11590','A644-16','cFOfjqQHorO', 'UB')
('AC22517-2022-11-02-11415','A635-3','jbVHahLQwT', 'UB')
('SL04652-2022-11-02-11317','S472-13','vHrHlVw', 'MB')
('SL22517-2022-11-02-11320','S472-16','P', 'SU')
('SL04652-2022-11-02-11321','S472-17','etiUcFvTy', 'LB')
('SL22517-2022-11-02-11328','S472-24','VrGLbnUU', 'SU')
('SL12058-2022-11-01-11219','S468-11','ckUZePVF', 'UB')
('AC22517-2022-11-02-11444','A636-14','rOdv', 'LB')
('SL12058-2022-11-01-11231','S468-23','HRxe', 'SL')
('AC12058-2022-11-01-11500','A639-16','voRGMSQbitvFhnHJ', 'UB')
('SL22517-2022-11-01-11319','S472-15','awSIyCQadDAWMFy', 'SL')
('AC12058-2022-11-01-11505','A640-3','mZF', 'UB')
('SL04652-2022-11-01-11388','S475-12','Xa', 'LB')
('SL22517-2022-11-02-11398','S475-22','OtNb', 'UB')
('SL04652-2022-11-01-11413','S476-13','gzUfVae', 'MB')
('AC22517-2022-11-02-11518','A640-16','GDqAhJXoCPpVi', 'UB')
('SL04652-2022-11-01-11417','S476-17','sUZRaCdu', 'LB')
('AC22517-2022-11-01-11528','A641-8','yYgJdKLtpTJW', 'LB')
('SL04652-2022-11-02-11431','S477-7','azQXUEizYuPv', 'SL')
('SL22517-2022-11-02-11418','S476-18','LzDVAfHqoxipw', 'MB')
('SL04652-2022-11-01-11427','S477-3','bqeJcOC', 'UB')
('SL04652-2022-11-01-11429','S477-5','ZHmg', 'MB')
('AC22517-2022-11-01-11538','A641-18','ywylZFtnvJynad', 'SU')
('AC12058-2022-11-01-11551','A642-13','GycPIldsPppUcA', 'LB')
('SL22517-2022-11-02-11428','S477-4','MtjchzVavPlD', 'LB')
('AC04652-2022-11-01-11715','A651-15','cfWygrzAP', 'UB')
('AC04652-2022-11-02-11557','A643-1','te', 'LB')
('AC12058-2022-11-01-11561','A643-5','qddyOAPU', 'SL')
('SL12058-2022-11-01-11339','S473-11','oKt', 'UB')
('AC22517-2022-11-02-11552','A642-14','wjdUhiaKcEYNVopC', 'LB')
('SL04652-2022-11-02-11464','S478-16','jew', 'SU')
('AC22517-2022-11-01-11578','A644-4','KRzDFSkPYV', 'UB')
('AC12058-2022-11-01-11585','A644-11','xXHhVnLXlQOX', 'SL')
('AC22517-2022-11-01-11589','A644-15','ZDZVW', 'UB')
('SL22517-2022-11-01-11382','S475-6','UDpNR', 'UB')
('SL22517-2022-11-01-11385','S475-9','GodWpnRpsVI', 'LB')
('SL22517-2022-11-01-11386','S475-10','GTnNcVaCUL', 'MB')
('SL22517-2022-11-02-11477','S479-5','sAHTELoJrp', 'MB')
('AC22517-2022-11-02-11573','A643-17','yVCvkROrGq', 'SL')
('SL22517-2022-11-02-11480','S479-8','lbCeHLCwnXkwhYWS', 'SU')
('SL22517-2022-11-01-11392','S475-16','hTtSlyts', 'SU')
('AC04652-2022-11-01-11775','A655-3','yXuMJlCVNbaN', 'UB')
('AC04652-2022-11-01-11807','A656-17','lehSNUL', 'SL')
('SL04652-2022-11-02-11530','S481-10','rkYbeYvCyFiIedEU', 'MB')
('SL04652-2022-11-02-11540','S481-20','QhyWtuLXOuyknd', 'LB')
('SL04652-2022-11-02-11541','S481-21','Ulf', 'MB')
('SL04652-2022-11-01-11521','S481-1','jOiS', 'LB')
('AC12058-2022-11-01-11655','A648-9','NRHldNFtZK', 'UB')
('SL04652-2022-11-01-11524','S481-4','vOsEfpNZMeKtd', 'LB')
('AC04652-2022-11-01-11826','A657-18','aSVjgDWPD', 'SU')
('SL22517-2022-11-01-11451','S478-3','zn', 'UB')
('SL12058-2022-11-01-11422','S476-22','puNKgmSofaIHvYei', 'UB')
('SL04652-2022-11-01-11525','S481-5','b', 'MB')
('SL04652-2022-11-01-11526','S481-6','BYxWJjqajlFMMcDx', 'UB')
('SL12058-2022-11-01-11425','S477-1','rNlzmoUSHY', 'LB')
('SL04652-2022-11-02-11553','S482-9','jhZKDgfJB', 'LB')
('AC12058-2022-11-01-11660','A648-14','EEqKomHlmwJ', 'LB')
('SL04652-2022-11-02-11555','S482-11','QCrEXmSzTvnxka', 'UB')
('AC04652-2022-11-02-11684','A650-2','SzmKYFwaHSKWHktK', 'LB')
('SL22517-2022-11-02-11564','S482-20','CESzaKyoQzyYrN', 'LB')
('AC04652-2022-11-01-11841','A658-15','aahewmcXhWz', 'UB')
('AC12058-2022-11-01-11671','A649-7','Qgpkwh', 'LB')
('AC22517-2022-11-02-11637','A647-9','GhPgsaGOPeTFFhI', 'UB')
('SL04652-2022-11-02-11564','S482-20','hgTBHIXkXdNTfzAV', 'LB')
('AC04652-2022-11-01-11849','A659-5','NQHSVAiijeGytrfw', 'SL')
('SL22517-2022-11-02-11574','S483-6','SdRZgRmyFViv', 'UB')
('AC04652-2022-11-02-11693','A650-11','jeu', 'SL')
('AC12058-2022-11-01-11677','A649-13','dh', 'LB')
('AC04652-2022-11-02-11694','A650-12','GYcvM', 'SU')
('SL04652-2022-11-02-11568','S482-24','YwsEoSND', 'SU')
('AC12058-2022-11-01-11703','A651-3','zNDIkag', 'UB')
('SL12058-2022-11-01-11482','S479-10','SS', 'MB')
('AC12058-2022-11-01-11705','A651-5','clx', 'SL')
('AC04652-2022-11-01-11893','A661-13','xFl', 'LB')
('AC12058-2022-11-01-11707','A651-7','C', 'LB')
('SL22517-2022-11-02-11600','S484-8','ksVTraKiHKuMHCaw', 'SU')
('SL22517-2022-11-01-11513','S480-17','QTmaew', 'LB')
('SL04652-2022-11-02-11612','S484-20','XcXLRtcmexgdrS', 'LB')
('SL22517-2022-11-01-11515','S480-19','WuLwuWYDC', 'UB')
('AC04652-2022-11-02-11721','A652-3','RJiHYMDaGG', 'UB')
('SL04652-2022-11-02-11632','S485-16','AY', 'SU')
('SL12058-2022-11-01-11505','S480-9','MxprTtArzZPsCUc', 'LB')
('SL22517-2022-11-01-11537','S481-17','mCmCVF', 'LB')
('SL04652-2022-11-02-11658','S486-18','NuIRvubaTLf', 'MB')
('AC22517-2022-11-01-11747','A653-11','TAmZ', 'SL')
('AC22517-2022-11-01-11748','A653-12','I', 'SU')
('SL22517-2022-11-01-11603','S484-11','DGLd', 'UB')
('SL12058-2022-11-01-11560','S482-16','qUtYK', 'SU')
('AC04652-2022-11-02-11798','A656-8','qRaW', 'LB')
('AC22517-2022-11-02-11744','A653-8','yrdIRU', 'LB')
('AC12058-2022-11-01-11784','A655-12','SVXTi', 'SU')
('AC04652-2022-11-02-11801','A656-11','gWMWVcOYhqnCJCP', 'SL')
('SL22517-2022-11-01-11608','S484-16','kcOKZ', 'SU')
('SL04652-2022-11-01-11659','S486-19','HXSjnlsjdZW', 'UB')
('AC22517-2022-11-01-11786','A655-14','rhOsRqomNo', 'LB')
('AC04652-2022-11-02-11816','A657-8','BOaTGQYCLQFcW', 'LB')
('AC22517-2022-11-01-11801','A656-11','oKDad', 'SL')
('AC04652-2022-11-01-12019','A668-13','DiKfcnBVv', 'LB')
('SL04652-2022-11-01-11695','S488-7','WjEUwQnqm', 'SL')
('SL22517-2022-11-01-11651','S486-11','VAFgQEhmfBLso', 'UB')
('AC22517-2022-11-01-11877','A660-15','Rl', 'UB')
('AC22517-2022-11-02-11839','A658-13','XZHoXRmQ', 'LB')
('AC04652-2022-11-01-12090','A672-12','KEGTxVWAxMxiUmNv', 'SU')
('AC22517-2022-11-02-11845','A659-1','mUiO', 'LB')
('AC22517-2022-11-02-11846','A659-2','bQnbMxmys', 'LB')
('SL12058-2022-11-01-11668','S487-4','wqoESPcbwLPt', 'LB')
('AC22517-2022-11-02-11847','A659-3','eAuCXQgeOWIrA', 'UB')
('AC22517-2022-11-02-11848','A659-4','SbKOjJwI', 'UB')
('AC22517-2022-11-02-11849','A659-5','NJzBAKDxoTAs', 'SL')
('AC22517-2022-11-02-11850','A659-6','fDr', 'SU')
('AC04652-2022-11-02-11900','A662-2','ubWnqMT', 'LB')
('AC04652-2022-11-01-12113','A673-17','apUznoEPH', 'SL')
('SL04652-2022-11-02-11831','S493-23','QTYPJiBstIrfIvL', 'SL')
('SL04652-2022-11-01-11770','S491-10','fwSVVAFowEnIyPMQ', 'MB')
('AC04652-2022-11-02-11924','A663-8','SMrGbmp', 'LB')
('AC04652-2022-11-02-11925','A663-9','hpbu', 'UB')
('SL04652-2022-11-01-11774','S491-14','YSGccdOkEkId', 'UB')
('SL22517-2022-11-01-11738','S490-2','iuJKhzPNIYssQj', 'MB')
('SL22517-2022-11-01-11739','S490-3','VAyxXgmwXBCdgnQk', 'UB')
('AC04652-2022-11-01-12120','A674-6','hYcuQzdkIKmjizQS', 'SU')
('SL22517-2022-11-01-11740','S490-4','tKeXGXDRf', 'LB')
('AC04652-2022-11-02-11931','A663-15','pGIEMrscDC', 'UB')
('SL22517-2022-11-01-11748','S490-12','gpqqnMKKVA', 'LB')
('SL04652-2022-11-01-11787','S492-3','j', 'UB')
('AC12058-2022-11-01-11919','A663-3','bUYvz', 'UB')
('AC04652-2022-11-02-11945','A664-11','O', 'SL')
('SL04652-2022-11-02-11843','S494-11','IZdLGf', 'UB')
('AC22517-2022-11-01-11930','A663-14','PMFWQcr', 'LB')
('AC12058-2022-11-01-11925','A663-9','fYYpWqc', 'UB')
('AC22517-2022-11-02-11899','A662-1','CweWKJzOq', 'LB')
('SL04652-2022-11-02-11851','S494-19','Yj', 'UB')
('AC04652-2022-11-02-11952','A664-18','mFaVYv', 'SU')
('AC12058-2022-11-01-11932','A663-16','o', 'UB')
('SL22517-2022-11-01-11765','S491-5','E', 'MB')
('SL22517-2022-11-02-11846','S494-14','VTQCUMarhSKVn', 'UB')
('AC04652-2022-11-02-11957','A665-5','gh', 'SL')
('AC12058-2022-11-01-11938','A664-4','Bi', 'UB')
('SL22517-2022-11-01-11816','S493-8','zyNQn', 'SU')
('SL22517-2022-11-01-11817','S493-9','RWzXAFWNJ', 'LB')
('SL22517-2022-11-02-11915','S497-11','baRibLiLJVkKsyMv', 'UB')
('AC04652-2022-11-02-12019','A668-13','oDsVwcdaPdnttDRL', 'LB')
('SL04652-2022-11-02-11918','S497-14','DQfXfipK', 'UB')
('SL22517-2022-11-02-11918','S497-14','jor', 'UB')
('AC04652-2022-11-01-12215','A679-11','LGoOgUXcX', 'SL')
('AC04652-2022-11-02-12023','A668-17','JNJ', 'SL')
('SL22517-2022-11-02-11923','S497-19','SqvmCtDcIFnu', 'UB')
('SL22517-2022-11-02-11924','S497-20','aIrgR', 'LB')
('SL12058-2022-11-01-11797','S492-13','PmqJHRxJd', 'MB')
('SL04652-2022-11-01-11890','S496-10','IXXx', 'MB')
('AC22517-2022-11-02-11999','A667-11','K', 'SL')
('AC22517-2022-11-02-12012','A668-6','kqSVQklqlMwcR', 'SU')
('AC22517-2022-11-02-12013','A668-7','uUCOZuTt', 'LB')
('AC22517-2022-11-02-12014','A668-8','XWHREayQXAPbx', 'LB')
('SL04652-2022-11-02-11939','S498-11','cKZTeLx', 'UB')
('SL12058-2022-11-01-11820','S493-12','UbdvUjdTG', 'LB')
('SL22517-2022-11-02-11949','S498-21','fX', 'MB')
('AC04652-2022-11-01-12240','A680-18','FHaMhlqVwFnsIQ', 'SU')
('SL12058-2022-11-01-11822','S493-14','vXMqRmoheN', 'UB')
('AC22517-2022-11-02-12018','A668-12','rY', 'SU')
('SL22517-2022-11-01-11877','S495-21','bFprWc', 'MB')
('AC04652-2022-11-02-12058','A670-16','cpScuZdS', 'UB')
('SL22517-2022-11-01-11884','S496-4','GGrq', 'LB')
('SL22517-2022-11-02-11963','S499-11','LmrqKefkMniuIBs', 'UB')
('AC22517-2022-11-01-12075','A671-15','SVzWJLEdjcDGNYW', 'UB')
('AC04652-2022-11-02-12075','A671-15','oJRhgbxx', 'UB')
('SL04652-2022-11-02-11969','S499-17','X', 'LB')
('AC04652-2022-11-02-12077','A671-17','XV', 'SL')
('AC04652-2022-11-01-12257','A681-17','DRW', 'SL')
('AC04652-2022-11-01-12258','A681-18','aXrY', 'SU')
('SL22517-2022-11-01-11908','S497-4','bhDtGTxSyRaQ', 'LB')
('SL12058-2022-11-01-11840','S494-8','ewrvpNWfHw', 'SU')
('AC22517-2022-11-02-12047','A670-5','FPYAronxxiVswR', 'SL')
('SL22517-2022-11-01-11914','S497-10','OjEDNWP', 'MB')
('AC04652-2022-11-01-12271','A682-13','awngtrjQdhldq', 'LB')
('SL22517-2022-11-02-11984','S500-8','bSWja', 'SU')
('AC04652-2022-11-01-12283','A683-7','lZMImoYlyCU', 'LB')
('AC04652-2022-11-01-12285','A683-9','a', 'UB')
('AC12058-2022-11-01-12099','A673-3','Wgb', 'UB')
('SL22517-2022-11-01-11922','S497-18','xMcGEJnmIV', 'MB')
('SL04652-2022-11-01-11967','S499-15','eWiFDiYNkKpzA', 'SL')
('SL04652-2022-11-01-11968','S499-16','Jxvq', 'SU')
('SL04652-2022-11-02-11991','S500-15','borvPyxGTwXKUPtO', 'SL')
('AC22517-2022-11-02-12067','A671-7','dvRo', 'LB')
('SL04652-2022-11-01-11970','S499-18','zPitFcZN', 'MB')
('AC22517-2022-11-01-12108','A673-12','po', 'SU')
('AC04652-2022-11-01-12290','A683-14','bvhNBq', 'LB')
('AC04652-2022-11-02-12108','A673-12','KEmvCZmcqeIICerd', 'SU')
('AC04652-2022-11-02-12110','A673-14','GtU', 'LB')
('AC04652-2022-11-01-12292','A683-16','oMFdqXgNkk', 'UB')
('SL04652-2022-11-02-12000','S500-24','cTkzTrkwtL', 'SU')
('AC12058-2022-11-01-12127','A674-13','nYOjROUj', 'LB')
('AC04652-2022-11-02-12128','A674-14','xNtNw', 'LB')
('AC12058-2022-11-01-12129','A674-15','CJF', 'UB')
('SL22517-2022-11-02-12032','S502-8','zKvKYSSdoNSsF', 'SU')
('AC22517-2022-11-01-12127','A674-13','aqSzuVipKoHL', 'LB')
('SL22517-2022-11-01-11944','S498-16','hksuB', 'SU')
('AC04652-2022-11-01-12319','A685-7','ywqOZwN', 'LB')
('SL22517-2022-11-02-12039','S502-15','RIvNhqiNXuyllWU', 'SL')
('SL22517-2022-11-01-11946','S498-18','JOEqkk', 'MB')
('AC04652-2022-11-02-12136','A675-4','nKnHMU', 'UB')
('AC22517-2022-11-01-12132','A674-18','gK', 'SU')
('SL22517-2022-11-02-12042','S502-18','LJyGYM', 'MB')
('SL04652-2022-11-02-12028','S502-4','QLopo', 'LB')
('AC22517-2022-11-01-12139','A675-7','UOUkYAfbA', 'LB')
('AC12058-2022-11-01-12160','A676-10','UBZCJsRyB', 'UB')
('AC22517-2022-11-02-12127','A674-13','L', 'LB')
('SL22517-2022-11-01-11996','S500-20','PAwRLuNNNtqBotD', 'LB')
('AC04652-2022-11-02-12182','A677-14','rSgvOfsKGzZEV', 'LB')
('SL04652-2022-11-01-12072','S503-24','fWzwvmRowFsVAiUf', 'SU')
('SL04652-2022-11-01-12074','S504-2','aXmjGBHgFVoNiqf', 'MB')
('SL22517-2022-11-01-12050','S503-2','WWhRkXeacHOLimuS', 'MB')
('AC22517-2022-11-01-12239','A680-17','FzGqPgVCuVT', 'SL')
('AC22517-2022-11-01-12240','A680-18','YgESfaQwnPSVR', 'SU')
('SL04652-2022-11-01-12113','S505-17','daWTTlvFSdUvyP', 'LB')
('SL22517-2022-11-01-12061','S503-13','zuHpXkXPvejqpdwR', 'MB')
('SL04652-2022-11-01-12156','S507-12','YlbbO', 'LB')
('AC22517-2022-11-01-12277','A683-1','O', 'LB')
('AC12058-2022-11-01-12294','A683-18','gVunTJrevWba', 'SU')
('SL22517-2022-11-02-12186','S508-18','FPQlUGmbxNkiC', 'MB')
('AC04652-2022-11-01-12465','A693-9','z', 'UB')
('AC04652-2022-11-02-12267','A682-9','pJMqLEu', 'UB')
('AC04652-2022-11-01-12501','A695-9','lYjsiTmyjao', 'UB')
('SL22517-2022-11-02-12213','S509-21','VSzordrTN', 'MB')
('AC04652-2022-11-01-12504','A695-12','GvtMHg', 'SU')
('SL04652-2022-11-01-12192','S508-24','RKwit', 'SU')
('AC22517-2022-11-02-12295','A684-1','JcgNmhIVV', 'LB')
('SL22517-2022-11-02-12216','S509-24','MdolauXhucSAiL', 'SU')
('AC12058-2022-11-01-12394','A689-10','ZIMiNlOucJtu', 'UB')
('AC22517-2022-11-01-12387','A689-3','zTJVFDSqaeJBccL', 'UB')
('SL04652-2022-11-01-12246','S511-6','SzWGNAUKDq', 'UB')
('SL04652-2022-11-02-12276','S512-12','XlSocJEKq', 'LB')
('SL04652-2022-11-02-12284','S512-20','LcaAsWtXrEtcpNWu', 'LB')
('SL04652-2022-11-01-12256','S511-16','i', 'SU')
('AC12058-2022-11-01-12449','A692-11','BqJomrlZw', 'SL')
('AC12058-2022-11-01-12461','A693-5','GgyJOTiruqZtNSZt', 'SL')
('AC22517-2022-11-02-12408','A690-6','BNYY', 'SU')
('SL04652-2022-11-02-12345','S515-9','nQ', 'LB')
('AC04652-2022-11-02-12450','A692-12','tTcQ', 'SU')
('SL04652-2022-11-01-12327','S514-15','mTd', 'SL')
('SL22517-2022-11-01-12271','S512-7','QNPkKFyAy', 'SL')
('AC22517-2022-11-01-12462','A693-6','TKlWFTCjJ', 'SU')
('AC04652-2022-11-02-12458','A693-2','nSRbXMwQ', 'LB')
('SL22517-2022-11-02-12349','S515-13','VILMDoHa', 'MB')
('AC04652-2022-11-01-12655','A704-1','ESLd', 'LB')
('AC22517-2022-11-01-12464','A693-8','ZsPUHAABS', 'LB')
('AC04652-2022-11-02-12464','A693-8','twXbTgL', 'LB')
('AC22517-2022-11-01-12482','A694-8','MKr', 'LB')
('SL22517-2022-11-02-12370','S516-10','NCTfTYqMgcPAN', 'MB')
('AC04652-2022-11-02-12488','A694-14','XrOdZUAP', 'LB')
('AC04652-2022-11-02-12489','A694-15','bQiejBKoVO', 'UB')
('SL04652-2022-11-02-12389','S517-5','ytFFSVGFFnMt', 'MB')
('AC04652-2022-11-01-12682','A705-10','yXpKlsUEpWSnT', 'UB')
('AC04652-2022-11-02-12495','A695-3','p', 'UB')
('SL04652-2022-11-02-12395','S517-11','hJ', 'UB')
('AC04652-2022-11-02-12498','A695-6','viFBMM', 'SU')
('SL04652-2022-11-02-12400','S517-16','EcGplbdxAssrkSkk', 'SU')
('SL22517-2022-11-01-12306','S513-18','YJbcxphmXEalpXhH', 'MB')
('AC04652-2022-11-02-12509','A695-17','tBnUacTBjsjtNl', 'SL')
('AC22517-2022-11-02-12483','A694-9','DAf', 'UB')
('AC04652-2022-11-02-12530','A697-2','jheonkIrHXtG', 'LB')
('SL12058-2022-11-01-12261','S511-21','gvqrZn', 'MB')
('SL12058-2022-11-01-12262','S511-22','rRSkciBbqhgD', 'UB')
('AC04652-2022-11-02-12535','A697-7','cOjLtddzU', 'LB')
('SL12058-2022-11-01-12270','S512-6','ytNEAuG', 'UB')
('AC22517-2022-11-01-12535','A697-7','ILJzJeFlD', 'LB')
('AC12058-2022-11-01-12551','A698-5','uwMYlL', 'SL')
('SL04652-2022-11-02-12438','S519-6','pZFy', 'UB')
('AC12058-2022-11-01-12565','A699-1','UK', 'LB')
('AC12058-2022-11-01-12569','A699-5','MulixQsDmxKiD', 'SL')
('SL22517-2022-11-02-12444','S519-12','dGLu', 'LB')
('SL22517-2022-11-02-12454','S519-22','QZjDdxxqDEeq', 'UB')
('SL12058-2022-11-01-12301','S513-13','PWggkVoWJWy', 'MB')
('SL04652-2022-11-01-12443','S519-11','XpxliPqTkXSG', 'UB')
('SL22517-2022-11-01-12371','S516-11','lGdeXOJ', 'UB')
('AC22517-2022-11-02-12523','A696-13','zlYQOiojIUbLU', 'LB')
('SL22517-2022-11-01-12372','S516-12','ePHgfAGHLrTy', 'LB')
('AC12058-2022-11-01-12587','A700-5','QpARi', 'SL')
