('SL12058-2022-11-01-1','S1-1','thYjYi', 'LB')
('AC22517-2022-11-01-5921','A329-17','uTboMooEid', 'SL')
('AC22517-2022-11-01-5950','A331-10','PTrdmGex', 'UB')
('SL12058-2022-11-01-6010','S251-10','INk', 'MB')
('SL12058-2022-11-01-6013','S251-13','lVBLDZFnuWrAyNeg', 'MB')
('SL22517-2022-11-02-6121','S256-1','YxZFuzkcc', 'LB')
('SL04652-2022-11-02-6032','S252-8','NuLoJfYcunEhzERx', 'SU')
('AC22517-2022-11-01-5952','A331-12','gxGR', 'SU')
('AC04652-2022-11-02-6035','A336-5','xZxRBu', 'SL')
('AC12058-2022-11-01-6103','A340-1','CPtHcOcs', 'LB')
('SL22517-2022-11-02-6154','S257-10','EWzByKuJZgbpMdgp', 'MB')
('AC12058-2022-11-01-6104','A340-2','KmmHHyWBZAiEqIDY', 'LB')
('SL22517-2022-11-02-6158','S257-14','rwnPQkZsz', 'UB')
('SL04652-2022-11-01-6067','S253-19','w', 'UB')
('AC04652-2022-11-02-6044','A336-14','Cp', 'LB')
('SL04652-2022-11-01-6076','S254-4','sXqpFtKbanRniUrK', 'LB')
('AC12058-2022-11-01-6109','A340-7','lfXNTUmijjiL', 'LB')
('SL22517-2022-11-02-6168','S257-24','RGkdW', 'SU')
('AC22517-2022-11-02-6229','A347-1','a', 'LB')
('SL04652-2022-11-01-6109','S255-13','cmPhtL', 'MB')
('SL22517-2022-11-02-6205','S259-13','rTcpjWLK', 'MB')
('AC12058-2022-11-01-6147','A342-9','ChTBiGxMnOwbJoaC', 'UB')
('AC04652-2022-11-02-6088','A339-4','qKayhBZFWI', 'UB')
('SL22517-2022-11-01-6097','S255-1','MYvwBjCLw', 'LB')
('AC04652-2022-11-01-6174','A343-18','xuHUZlOonAo', 'SU')
('AC22517-2022-11-02-6235','A347-7','ETlz', 'LB')
('SL12058-2022-11-01-6100','S255-4','FchCzjDuAX', 'LB')
('SL12058-2022-11-01-6102','S255-6','XVVm', 'UB')
('SL04652-2022-11-01-6122','S256-2','TzFqVpPEsIDw', 'MB')
('AC22517-2022-11-02-6237','A347-9','zcpFGGyL', 'UB')
('AC04652-2022-11-01-6176','A344-2','dijI', 'LB')
('SL04652-2022-11-02-6137','S256-17','nqOjXdBRr', 'LB')
('SL22517-2022-11-01-6100','S255-4','CBk', 'LB')
('SL12058-2022-11-01-6109','S255-13','wBsxmTGEFEzg', 'MB')
('SL12058-2022-11-01-6110','S255-14','TKI', 'UB')
('SL04652-2022-11-02-6140','S256-20','wAYa', 'LB')
('AC22517-2022-11-01-6049','A337-1','VGaIoxqxM', 'LB')
('SL22517-2022-11-02-6219','S260-3','VeZCituFLo', 'UB')
('AC22517-2022-11-02-6240','A347-12','BtFjB', 'SU')
('SL22517-2022-11-02-6220','S260-4','HLXOkReQZYo', 'LB')
('AC22517-2022-11-01-6053','A337-5','cVwxy', 'SL')
('SL22517-2022-11-02-6227','S260-11','Ili', 'UB')
('AC22517-2022-11-02-6249','A348-3','qdGUjAyzCOks', 'UB')
('AC12058-2022-11-01-6165','A343-9','pNsNE', 'UB')
('AC04652-2022-11-01-6204','A345-12','HgfHgOxCznvYbc', 'SU')
('AC04652-2022-11-02-6126','A341-6','oSBYBqAbd', 'SU')
('SL04652-2022-11-02-6165','S257-21','SqZ', 'MB')
('AC04652-2022-11-01-6207','A345-15','VoPMRqXuHZuKV', 'UB')
('AC04652-2022-11-02-6128','A341-8','xBFgPdyt', 'LB')
('AC04652-2022-11-01-6209','A345-17','DfAolxKoGEW', 'SL')
('AC04652-2022-11-01-6211','A346-1','BwzzMuxroxrAdbmq', 'LB')
('SL12058-2022-11-01-6143','S256-23','NHUiDjALUGhG', 'SL')
('AC22517-2022-11-01-6082','A338-16','XKQcwMzrWIlTga', 'UB')
('SL04652-2022-11-01-6160','S257-16','ExZhagkva', 'SU')
('AC12058-2022-11-01-6199','A345-7','jSfOT', 'LB')
('SL04652-2022-11-01-6161','S257-17','ykjcZkUXTOKHDfZk', 'LB')
('SL04652-2022-11-01-6162','S257-18','MsWnxmNYFpVOPbCx', 'MB')
('AC22517-2022-11-02-6274','A349-10','kPJTGahGUreY', 'UB')
('AC22517-2022-11-02-6275','A349-11','PQdaTenQlOk', 'SL')
('SL04652-2022-11-02-6178','S258-10','GYM', 'MB')
('AC22517-2022-11-02-6279','A349-15','vfwStRcFuYFWi', 'UB')
('AC22517-2022-11-01-6088','A339-4','LqHXZl', 'UB')
('SL04652-2022-11-02-6179','S258-11','xgykMaSVpfKx', 'UB')
('AC22517-2022-11-02-6284','A350-2','EzzURRufs', 'LB')
('AC22517-2022-11-02-6285','A350-3','r', 'UB')
('AC04652-2022-11-01-6223','A346-13','taWRijdydOWbvRw', 'LB')
('AC04652-2022-11-02-6142','A342-4','daprvDdMBdjyssT', 'UB')
('AC04652-2022-11-01-6227','A346-17','qvnWSpqtb', 'SL')
('AC22517-2022-11-01-6094','A339-10','ZxtCbh', 'UB')
('AC12058-2022-11-01-6212','A346-2','LzRpBOey', 'LB')
('AC22517-2022-11-01-6097','A339-13','buHHTYwzkeOd', 'LB')
('SL04652-2022-11-02-6190','S258-22','IRDCCrMMdQpsEnS', 'UB')
('AC22517-2022-11-01-6099','A339-15','DmzbkeZY', 'UB')
('AC22517-2022-11-01-6100','A339-16','aPMUvQpNSZC', 'UB')
('SL12058-2022-11-01-6156','S257-12','x', 'LB')
('AC04652-2022-11-01-6237','A347-9','aQmjukvHxAUGgsj', 'UB')
('AC04652-2022-11-01-6238','A347-10','WvrJqaZKqD', 'UB')
('AC04652-2022-11-01-6239','A347-11','PgkjQynV', 'SL')
('SL04652-2022-11-02-6200','S259-8','YrMuRLQtqqfysGro', 'SU')
('AC22517-2022-11-01-6107','A340-5','LRhaMrFcilqiM', 'SL')
('SL04652-2022-11-01-6197','S259-5','HmFrwGYkS', 'MB')
('AC12058-2022-11-01-6235','A347-7','QBNaDZLNBIKTOCjh', 'LB')
('SL22517-2022-11-01-6166','S257-22','YBMs', 'UB')
('AC22517-2022-11-01-6109','A340-7','JyFzk', 'LB')
('SL22517-2022-11-02-6292','S263-4','sJJIQEuEXNhVJG', 'LB')
('AC04652-2022-11-01-6256','A348-10','xn', 'UB')
('SL04652-2022-11-02-6215','S259-23','UAkwP', 'SL')
('AC12058-2022-11-01-6245','A347-17','yJsqpC', 'SL')
('AC22517-2022-11-01-6113','A340-11','sYotxUMQkuj', 'SL')
('SL22517-2022-11-02-6298','S263-10','WQZMkBUbDLZ', 'MB')
('SL22517-2022-11-02-6299','S263-11','oXptLUuTRKyxWJ', 'UB')
('SL22517-2022-11-02-6300','S263-12','rLAj', 'LB')
('AC22517-2022-11-01-6115','A340-13','NATwifJ', 'LB')
('SL22517-2022-11-02-6301','S263-13','rHYYHpIv', 'MB')
('SL12058-2022-11-01-6190','S258-22','Py', 'UB')
('AC12058-2022-11-01-6249','A348-3','ee', 'UB')
('SL04652-2022-11-02-6225','S260-9','mmljLmujHPLpJqty', 'LB')
('SL12058-2022-11-01-6192','S258-24','buOgWCMeMaMkXK', 'SU')
('SL12058-2022-11-01-6193','S259-1','nistwgRLhequGeD', 'LB')
('SL12058-2022-11-01-6194','S259-2','rKuljjNPlykHOx', 'MB')
('SL04652-2022-11-01-6209','S259-17','UmMxMm', 'LB')
('AC22517-2022-11-01-6121','A341-1','fsaB', 'LB')
('AC04652-2022-11-01-6267','A349-3','PIW', 'UB')
('AC22517-2022-11-02-6324','A352-6','cf', 'SU')
('AC22517-2022-11-01-6123','A341-3','ipVRjJnron', 'UB')
('SL22517-2022-11-02-6306','S263-18','vxzEHwEDLyq', 'MB')
('AC12058-2022-11-01-6252','A348-6','lCwiupBaxapaWaJp', 'SU')
('SL04652-2022-11-01-6214','S259-22','SZCgeAB', 'UB')
('SL22517-2022-11-02-6309','S263-21','lGIiK', 'MB')
('AC22517-2022-11-02-6330','A352-12','ukM', 'SU')
('AC04652-2022-11-02-6178','A344-4','QPVFMzXAKFB', 'UB')
('AC12058-2022-11-01-6265','A349-1','BOe', 'LB')
('SL04652-2022-11-02-6246','S261-6','oe', 'UB')
('SL04652-2022-11-02-6247','S261-7','luzlLq', 'SL')
('AC04652-2022-11-01-6291','A350-9','ylBfdu', 'UB')
('SL12058-2022-11-01-6213','S259-21','bL', 'MB')
('SL22517-2022-11-02-6319','S264-7','UqDlCJsZR', 'SL')
('AC04652-2022-11-02-6189','A344-15','SeOXeSzDXrTk', 'UB')
('AC12058-2022-11-01-6273','A349-9','ImfPywHMwV', 'UB')
('SL04652-2022-11-02-6253','S261-13','pwfMSy', 'MB')
('AC12058-2022-11-01-6275','A349-11','ThalL', 'SL')
('AC04652-2022-11-01-6299','A350-17','Njd', 'SL')
('AC04652-2022-11-01-6300','A350-18','FGodEWdWDbWeIc', 'SU')
('SL22517-2022-11-02-6326','S264-14','QDaqQJIkbPo', 'UB')
('AC04652-2022-11-02-6193','A345-1','OSVKRU', 'LB')
('AC22517-2022-11-01-6138','A341-18','TOnWZ', 'SU')
('AC22517-2022-11-02-6349','A353-13','NVY', 'LB')
('SL22517-2022-11-01-6199','S259-7','AZWEqGNVE', 'SL')
('AC04652-2022-11-01-6303','A351-3','USH', 'UB')
('AC22517-2022-11-02-6351','A353-15','wzpNePGvC', 'UB')
('SL04652-2022-11-02-6258','S261-18','DWZ', 'MB')
('SL22517-2022-11-01-6202','S259-10','KCFNPwGdt', 'MB')
('AC12058-2022-11-01-6283','A350-1','yqj', 'LB')
('SL12058-2022-11-01-6223','S260-7','RdeBrMb', 'SL')
('SL04652-2022-11-02-6261','S261-21','DvRR', 'MB')
('SL12058-2022-11-01-6225','S260-9','TQmaWfVrLZYq', 'LB')
('AC04652-2022-11-02-6196','A345-4','RlaG', 'UB')
('SL22517-2022-11-02-6336','S264-24','kQWWIQADQ', 'SU')
('SL22517-2022-11-01-6205','S259-13','AYYJ', 'MB')
('SL12058-2022-11-01-6228','S260-12','RQACeerNuXeftILf', 'LB')
('SL04652-2022-11-01-6249','S261-9','lJL', 'LB')
('SL12058-2022-11-01-6229','S260-13','AjRjSNeKkABCm', 'MB')
('SL12058-2022-11-01-6230','S260-14','aCfC', 'UB')
('SL22517-2022-11-02-6340','S265-4','WtCeIQJLNTeltew', 'LB')
('AC04652-2022-11-02-6201','A345-9','oUVafNSVwO', 'UB')
('SL12058-2022-11-01-6232','S260-16','xLLigiToZtQYaLn', 'SU')
('SL04652-2022-11-01-6253','S261-13','pnsOYnzhah', 'MB')
('SL12058-2022-11-01-6233','S260-17','NSYrmXpywS', 'LB')
('AC22517-2022-11-02-6357','A354-3','jxZXTW', 'UB')
('SL22517-2022-11-01-6212','S259-20','dGuFZYt', 'LB')
('SL12058-2022-11-01-6235','S260-19','c', 'UB')
('AC04652-2022-11-01-6316','A351-16','SKD', 'UB')
('AC12058-2022-11-01-6295','A350-13','nbtiVViASRRARC', 'LB')
('AC22517-2022-11-02-6359','A354-5','SxoJI', 'SL')
('AC22517-2022-11-01-6151','A342-13','k', 'LB')
('SL22517-2022-11-01-6215','S259-23','MG', 'SL')
('AC04652-2022-11-02-6213','A346-3','gSXCHfsvOUurMg', 'UB')
('SL22517-2022-11-01-6216','S259-24','WyMXxbmLKn', 'SU')
('SL22517-2022-11-01-6217','S260-1','XnQnKpPebGWx', 'LB')
('SL04652-2022-11-01-6265','S262-1','uPpdfNRTIcB', 'LB')
('AC22517-2022-11-01-6161','A343-5','KGizpzWOPcSLf', 'SL')
('SL04652-2022-11-01-6267','S262-3','NQBzkcVI', 'UB')
('SL04652-2022-11-02-6276','S262-12','AaWdWVQLbDgTzS', 'LB')
('AC22517-2022-11-01-6164','A343-8','uskq', 'LB')
('SL04652-2022-11-01-6268','S262-4','w', 'LB')
('AC22517-2022-11-02-6371','A354-17','LtWVEFgxfVyRKyPQ', 'SL')
('AC04652-2022-11-01-6331','A352-13','qVx', 'LB')
('AC22517-2022-11-02-6373','A355-1','tMVAznNCgMkkB', 'LB')
('AC22517-2022-11-01-6168','A343-12','HEvvnfl', 'SU')
('AC04652-2022-11-01-6335','A352-17','EzmQQHqL', 'SL')
('AC04652-2022-11-01-6336','A352-18','qXoloa', 'SU')
('SL12058-2022-11-01-6246','S261-6','PKoegxV', 'UB')
('SL12058-2022-11-01-6251','S261-11','DiUcHAqTsnbTbF', 'UB')
('AC22517-2022-11-01-6173','A343-17','HJFgMtlLkm', 'SL')
('SL22517-2022-11-02-6363','S266-3','YLqmYd', 'UB')
('SL22517-2022-11-01-6224','S260-8','ZgyxcMhbwQDDB', 'SU')
('AC22517-2022-11-02-6383','A355-11','luNuBKXrbHadIgJ', 'SL')
('SL04652-2022-11-02-6289','S263-1','BiXD', 'LB')
('AC04652-2022-11-02-6236','A347-8','TQSnmJgHA', 'LB')
('AC12058-2022-11-01-6315','A351-15','kmrIGuxaKjp', 'UB')
('AC12058-2022-11-01-6316','A351-16','NtyYlF', 'UB')
('SL04652-2022-11-01-6286','S262-22','QgxeVBIPamK', 'UB')
('AC04652-2022-11-01-6346','A353-10','nwETsu', 'UB')
('AC12058-2022-11-01-6320','A352-2','wavRmMjd', 'LB')
('AC04652-2022-11-01-6348','A353-12','e', 'SU')
('AC04652-2022-11-01-6349','A353-13','uKe', 'LB')
('SL22517-2022-11-01-6241','S261-1','SenjYBgZZXCxhCp', 'LB')
('SL22517-2022-11-02-6378','S266-18','ffOitDpPV', 'MB')
('AC04652-2022-11-02-6245','A347-17','EQGxpixl', 'SL')
('AC04652-2022-11-01-6357','A354-3','MmkYBQJdiHl', 'UB')
('AC04652-2022-11-01-6358','A354-4','jCeHehUqHcZOl', 'UB')
('SL04652-2022-11-02-6302','S263-14','mUo', 'UB')
('SL22517-2022-11-02-6380','S266-20','pxwczLz', 'LB')
('AC04652-2022-11-01-6360','A354-6','dCIHPdrDJBX', 'SU')
('AC12058-2022-11-01-6332','A352-14','GXFaAEb', 'LB')
('AC12058-2022-11-01-6333','A352-15','zLqcB', 'UB')
('SL12058-2022-11-01-6270','S262-6','QuKBCNV', 'UB')
('AC04652-2022-11-02-6252','A348-6','rRahr', 'SU')
('AC04652-2022-11-02-6253','A348-7','QNPIw', 'LB')
('AC12058-2022-11-01-6343','A353-7','teqJw', 'LB')
('AC04652-2022-11-02-6259','A348-13','dBK', 'LB')
('SL04652-2022-11-01-6304','S263-16','wlIs', 'SU')
('AC22517-2022-11-01-6204','A345-12','z', 'SU')
('AC22517-2022-11-01-6205','A345-13','XX', 'LB')
('SL04652-2022-11-01-6305','S263-17','tL', 'LB')
('AC22517-2022-11-01-6207','A345-15','IEj', 'UB')
('AC04652-2022-11-01-6374','A355-2','yGBKYnamPxq', 'LB')
('SL04652-2022-11-02-6326','S264-14','arqJ', 'UB')
('AC22517-2022-11-02-6408','A356-18','EV', 'SU')
('SL04652-2022-11-02-6329','S264-17','Rhvekdi', 'LB')
('SL04652-2022-11-02-6334','S264-22','DUbQiembvzh', 'UB')
('AC12058-2022-11-01-6363','A354-9','c', 'UB')
('AC04652-2022-11-02-6280','A349-16','wAXbZVY', 'UB')
('AC22517-2022-11-02-6418','A357-10','HPm', 'UB')
('AC04652-2022-11-02-6282','A349-18','PnZvSttccE', 'SU')
('SL22517-2022-11-01-6276','S262-12','sLxlJPaB', 'LB')
('SL22517-2022-11-02-6404','S267-20','aGZJZbLOoK', 'LB')
('AC12058-2022-11-01-6370','A354-16','WBgcOxBlpv', 'UB')
('AC04652-2022-11-01-6390','A355-18','pr', 'SU')
('SL04652-2022-11-02-6346','S265-10','VKxdoLASa', 'MB')
('SL04652-2022-11-02-6347','S265-11','awYqHXlA', 'UB')
('AC04652-2022-11-01-6392','A356-2','eVVIqgiTwJBluO', 'LB')
('SL04652-2022-11-02-6359','S265-23','YzYEvptl', 'SL')
('SL12058-2022-11-01-6318','S264-6','ETp', 'UB')
('AC04652-2022-11-02-6297','A350-15','nvgTzhlQfDo', 'UB')
('AC04652-2022-11-02-6303','A351-3','hj', 'UB')
('AC22517-2022-11-02-6435','A358-9','jAks', 'UB')
('SL12058-2022-11-01-6325','S264-13','HaazMW', 'MB')
('AC12058-2022-11-01-6390','A355-18','yOgjgWl', 'SU')
('AC04652-2022-11-01-6409','A357-1','rElBmVQGN', 'LB')
('AC04652-2022-11-02-6313','A351-13','jSzHtsjMb', 'LB')
('SL22517-2022-11-02-6425','S268-17','kiUpassBjytClYyI', 'LB')
('SL12058-2022-11-01-6333','S264-21','sfzDAjVVJFubFGk', 'MB')
('AC12058-2022-11-01-6393','A356-3','KpRZYsjFmysJe', 'UB')
('AC22517-2022-11-02-6441','A358-15','fZiPV', 'UB')
('AC04652-2022-11-02-6316','A351-16','lgtENZpLzHRxCZm', 'UB')
('AC22517-2022-11-02-6443','A358-17','wURUiIp', 'SL')
('AC04652-2022-11-01-6414','A357-6','ZZWyxcda', 'SU')
('AC22517-2022-11-02-6444','A358-18','LzTOIXEdxQKLaOh', 'SU')
('SL04652-2022-11-01-6364','S266-4','H', 'LB')
('SL04652-2022-11-02-6384','S266-24','ynPSbNb', 'SU')
('SL22517-2022-11-01-6308','S263-20','KXQKJTof', 'LB')
('SL04652-2022-11-02-6386','S267-2','WyH', 'MB')
('SL04652-2022-11-02-6387','S267-3','JVBzAZVaJO', 'UB')
('AC04652-2022-11-02-6324','A352-6','ChIm', 'SU')
('SL22517-2022-11-01-6314','S264-2','NXtGdvThkVSDKOH', 'MB')
('SL22517-2022-11-02-6434','S269-2','YezUZdnQgOG', 'MB')
('SL12058-2022-11-01-6358','S265-22','oMxnQmYlbV', 'UB')
('AC04652-2022-11-01-6432','A358-6','mU', 'SU')
('AC04652-2022-11-02-6336','A352-18','uBmGkEWo', 'SU')
('SL22517-2022-11-02-6436','S269-4','WHrhORlnNi', 'LB')
('SL22517-2022-11-02-6437','S269-5','Wh', 'MB')
('AC04652-2022-11-01-6436','A358-10','ZZpJPEAHJOFbsaA', 'UB')
('SL22517-2022-11-01-6322','S264-10','vZtnoZsN', 'MB')
('AC12058-2022-11-01-6423','A357-15','ZXNJFSmxLQo', 'UB')
('AC22517-2022-11-02-6460','A359-16','TfhVhS', 'UB')
('SL22517-2022-11-02-6446','S269-14','HFLXaUsuFBSoPgwt', 'UB')
('AC04652-2022-11-01-6442','A358-16','W', 'UB')
('AC12058-2022-11-01-6426','A357-18','OxfbzpNC', 'SU')
('SL04652-2022-11-01-6390','S267-6','HzBZev', 'UB')
('AC04652-2022-11-02-6345','A353-9','iuiRMhOJiZ', 'UB')
('AC04652-2022-11-01-6445','A359-1','nbBdtabtcv', 'LB')
('AC22517-2022-11-01-6277','A349-13','pndyoT', 'LB')
('AC04652-2022-11-02-6347','A353-11','JO', 'SL')
('AC22517-2022-11-02-6467','A360-5','pqZCv', 'SL')
('SL04652-2022-11-01-6395','S267-11','uvfwfH', 'UB')
('AC12058-2022-11-01-6429','A358-3','Mho', 'UB')
('SL12058-2022-11-01-6378','S266-18','EzgIegd', 'MB')
('AC12058-2022-11-01-6431','A358-5','A', 'SL')
('AC04652-2022-11-02-6350','A353-14','GxlvFBQrLR', 'LB')
('SL12058-2022-11-01-6381','S266-21','qUzO', 'MB')
('SL12058-2022-11-01-6382','S266-22','f', 'UB')
('AC04652-2022-11-02-6354','A353-18','Z', 'SU')
('AC22517-2022-11-01-6282','A349-18','qMki', 'SU')
('AC12058-2022-11-01-6433','A358-7','MFyDuRLWjabIb', 'LB')
('AC22517-2022-11-01-6284','A350-2','bEIcXOij', 'LB')
('AC04652-2022-11-01-6460','A359-16','CUHmWK', 'UB')
('AC22517-2022-11-02-6481','A361-1','weIQCRJkQMAsQb', 'LB')
('AC04652-2022-11-01-6462','A359-18','CzpGvgkLiZB', 'SU')
('SL22517-2022-11-01-6354','S265-18','TTqb', 'MB')
('SL22517-2022-11-01-6355','S265-19','uRHPxIQIrCt', 'UB')
('SL04652-2022-11-01-6409','S268-1','hsmbTFQyAj', 'LB')
('AC04652-2022-11-01-6466','A360-4','VCXfOhAhBAJBZg', 'UB')
('SL22517-2022-11-01-6358','S265-22','rwGwUZIcvtgbkl', 'UB')
('SL12058-2022-11-01-6391','S267-7','Q', 'SL')
('AC22517-2022-11-01-6293','A350-11','IQrBtPEa', 'SL')
('AC04652-2022-11-02-6367','A354-13','No', 'LB')
('SL04652-2022-11-01-6415','S268-7','VMkBlsxsJk', 'SL')
('SL22517-2022-11-02-6465','S270-9','JKW', 'LB')
('AC04652-2022-11-02-6372','A354-18','awhufvTbPtb', 'SU')
('SL04652-2022-11-01-6418','S268-10','Eewfk', 'MB')
('SL22517-2022-11-02-6469','S270-13','fSroXWYpDVutD', 'MB')
('SL04652-2022-11-01-6420','S268-12','eWY', 'LB')
('SL22517-2022-11-01-6371','S266-11','KxMwrEXZLSBo', 'UB')
('SL12058-2022-11-01-6401','S267-17','SBggWOvpNw', 'LB')
('AC04652-2022-11-02-6382','A355-10','HWQtTJbowBp', 'UB')
('SL22517-2022-11-02-6478','S270-22','uPqJbu', 'UB')
('SL04652-2022-11-01-6424','S268-16','usUVrDwtECw', 'SU')
('SL22517-2022-11-01-6377','S266-17','kTenHYnwNHXuKKXI', 'LB')
('AC04652-2022-11-01-6480','A360-18','wNH', 'SU')
('SL22517-2022-11-01-6380','S266-20','VRfFDsV', 'LB')
('SL04652-2022-11-01-6427','S268-19','Bjtr', 'UB')
('SL04652-2022-11-02-6441','S269-9','JGvSdckbJJH', 'LB')
('AC22517-2022-11-01-6317','A351-17','nR', 'SL')
('SL22517-2022-11-02-6485','S271-5','MvaJTJihnXp', 'MB')
('AC22517-2022-11-01-6320','A352-2','ThyFwpEtYZUWn', 'LB')
('AC22517-2022-11-02-6524','A363-8','MCSEmuyoqvJbZq', 'LB')
('AC12058-2022-11-01-6480','A360-18','U', 'SU')
('AC04652-2022-11-01-6501','A362-3','bd', 'UB')
('SL12058-2022-11-01-6415','S268-7','MaLOqKyycILAuRkU', 'SL')
('SL22517-2022-11-01-6400','S267-16','EzJAXhcrTQq', 'SU')
('AC22517-2022-11-01-6333','A352-15','SKYddoeviKaSFEC', 'UB')
('SL22517-2022-11-01-6401','S267-17','duVkpltlpHq', 'LB')
('AC22517-2022-11-01-6338','A353-2','jxdreEX', 'LB')
('AC04652-2022-11-02-6410','A357-2','raol', 'LB')
('SL12058-2022-11-01-6426','S268-18','ZaVYuKLnoymYTR', 'MB')
('AC22517-2022-11-02-6541','A364-7','hVVXX', 'LB')
('SL22517-2022-11-01-6406','S267-22','jgdC', 'UB')
('AC04652-2022-11-01-6512','A362-14','nrozkDv', 'LB')
('SL22517-2022-11-01-6411','S268-3','vxRIhTECrqZu', 'UB')
('SL04652-2022-11-02-6483','S271-3','aXLSMfUBEAXdkuwc', 'UB')
('SL12058-2022-11-01-6439','S269-7','Hw', 'SL')
('SL04652-2022-11-02-6485','S271-5','lkuxLQ', 'MB')
('SL22517-2022-11-01-6419','S268-11','glkCmXz', 'UB')
('SL22517-2022-11-02-6536','S273-8','iaZFTLGlAosaIrj', 'SU')
('SL04652-2022-11-01-6466','S270-10','DrxmiOKut', 'MB')
('SL22517-2022-11-01-6426','S268-18','a', 'MB')
('AC22517-2022-11-02-6560','A365-8','zD', 'LB')
('AC04652-2022-11-01-6522','A363-6','VUJWyREQXxiLTk', 'SU')
('AC04652-2022-11-01-6523','A363-7','rykwrV', 'LB')
('SL12058-2022-11-01-6450','S269-18','DxNYJKLO', 'MB')
('AC22517-2022-11-01-6362','A354-8','fPynlZrNeS', 'LB')
('AC12058-2022-11-01-6520','A363-4','t', 'UB')
('AC04652-2022-11-02-6435','A358-9','c', 'UB')
('AC12058-2022-11-01-6526','A363-10','CMmnR', 'UB')
('AC04652-2022-11-02-6438','A358-12','NnhtVNwnByYFZYLM', 'SU')
('AC04652-2022-11-02-6439','A358-13','MuietQpMYvJmLh', 'LB')
('AC04652-2022-11-02-6440','A358-14','XmNOdtwW', 'LB')
('AC04652-2022-11-02-6441','A358-15','XzgJ', 'UB')
('SL22517-2022-11-02-6555','S274-3','mImfJoWtfg', 'UB')
('AC12058-2022-11-01-6533','A363-17','jFgANodSGNzS', 'SL')
('SL12058-2022-11-01-6459','S270-3','lktaZWxsGrC', 'UB')
('AC22517-2022-11-01-6375','A355-3','ZNGoJSRe', 'UB')
('AC04652-2022-11-01-6539','A364-5','uALLdwGPaKwjDo', 'SL')
('AC04652-2022-11-01-6541','A364-7','rHREe', 'LB')
('SL22517-2022-11-02-6557','S274-5','sOFWrhaJkugzGzh', 'MB')
('AC04652-2022-11-02-6449','A359-5','DQ', 'SL')
('SL22517-2022-11-01-6444','S269-12','on', 'LB')
('SL04652-2022-11-02-6517','S272-13','EUApBdck', 'MB')
('AC22517-2022-11-02-6585','A366-15','ftixbXtXCz', 'UB')
('SL04652-2022-11-01-6490','S271-10','whiIQUU', 'MB')
('SL04652-2022-11-01-6491','S271-11','lFedGZtI', 'UB')
('AC04652-2022-11-01-6548','A364-14','aCsKdQht', 'LB')
('AC22517-2022-11-01-6385','A355-13','hrPDk', 'LB')
('SL12058-2022-11-01-6472','S270-16','PoRlfgoxfYRDq', 'SU')
('SL04652-2022-11-02-6525','S272-21','ygkMKVsSE', 'MB')
('AC22517-2022-11-01-6388','A355-16','VEjncfVginhQM', 'UB')
('SL22517-2022-11-01-6452','S269-20','ctbGpnSQRwQAA', 'LB')
('SL12058-2022-11-01-6478','S270-22','claF', 'UB')
('AC22517-2022-11-02-6596','A367-8','vdNzx', 'LB')
('SL22517-2022-11-01-6454','S269-22','boPrnOdut', 'UB')
('AC22517-2022-11-02-6599','A367-11','YywTNHi', 'SL')
('AC04652-2022-11-02-6464','A360-2','Jgx', 'LB')
('AC04652-2022-11-02-6465','A360-3','HfYTtJAqo', 'UB')
('SL12058-2022-11-01-6483','S271-3','CQKeDCgz', 'UB')
('SL22517-2022-11-02-6572','S274-20','ibjn', 'LB')
('SL12058-2022-11-01-6484','S271-4','WNWXYcJmua', 'LB')
('AC22517-2022-11-01-6393','A356-3','vxSDONjJnzJmLjX', 'UB')
('AC04652-2022-11-02-6471','A360-9','DyY', 'UB')
('SL04652-2022-11-02-6540','S273-12','vLcHPtdzpzs', 'LB')
('AC22517-2022-11-02-6604','A367-16','AArPjKDxjgmUG', 'UB')
('AC12058-2022-11-01-6557','A365-5','eBFZEYWQzUyHWlMU', 'SL')
('SL12058-2022-11-01-6498','S271-18','zjRv', 'MB')
('SL04652-2022-11-01-6511','S272-7','pCwzLKODwhFtRW', 'SL')
('AC04652-2022-11-02-6474','A360-12','PewhiELRohPSsKt', 'SU')
('SL04652-2022-11-01-6512','S272-8','riqDO', 'SU')
('AC22517-2022-11-01-6411','A357-3','GQsyMwPMOf', 'UB')
('SL22517-2022-11-02-6586','S275-10','it', 'MB')
('SL22517-2022-11-02-6587','S275-11','BwWZjwuPBGUoLGQU', 'UB')
('SL22517-2022-11-01-6468','S270-12','aEIaenONH', 'LB')
('AC12058-2022-11-01-6561','A365-9','tYLISmc', 'UB')
('AC12058-2022-11-01-6562','A365-10','LYAqLKTgYnUa', 'UB')
('SL12058-2022-11-01-6502','S271-22','i', 'UB')
('SL04652-2022-11-01-6517','S272-13','XZptarb', 'MB')
('AC12058-2022-11-01-6563','A365-11','Lb', 'SL')
('SL12058-2022-11-01-6528','S272-24','BBppqJGmnF', 'SU')
('AC04652-2022-11-02-6516','A362-18','NhUZB', 'SU')
('SL12058-2022-11-01-6534','S273-6','Jtcpv', 'UB')
('AC04652-2022-11-01-6606','A367-18','AjipEzmg', 'SU')
('SL04652-2022-11-02-6593','S275-17','ORMnVeempIBw', 'LB')
('AC22517-2022-11-02-6649','A370-7','Bx', 'LB')
('SL22517-2022-11-01-6506','S272-2','FNyoy', 'MB')
