('SL12058-2022-11-01-175','S8-7','dXKgfuSBDPKiDjI', 'SL')
('SL22517-2022-11-01-9146','S382-2','OZF', 'MB')
('AC22517-2022-11-01-9283','A516-13','tKSxBUSUzdzqnS', 'LB')
('AC04652-2022-11-01-9539','A530-17','QrbwLBdLZMwtU', 'SL')
('AC12058-2022-11-01-9284','A516-14','tUVWoDbBrNfVC', 'LB')
('AC12058-2022-11-01-9312','A518-6','hfnPqPSIYG', 'SU')
('SL22517-2022-11-01-9192','S383-24','aiEvnJRpQwwJLT', 'SU')
('SL04652-2022-11-01-9218','S385-2','BszBAAcOKce', 'MB')
('AC12058-2022-11-01-9315','A518-9','nCcMsSCRCaOyijq', 'UB')
('SL12058-2022-11-01-9117','S380-21','AtQp', 'MB')
('AC04652-2022-11-01-9591','A533-15','GrdhPcSFzvRd', 'UB')
('AC12058-2022-11-01-9323','A518-17','fUkovRdswqRyAEj', 'SL')
('AC04652-2022-11-01-9596','A534-2','K', 'LB')
('SL04652-2022-11-02-9242','S386-2','hOvjvnJJBehTQgW', 'MB')
('AC04652-2022-11-02-9386','A522-8','aeNGIQMF', 'LB')
('SL04652-2022-11-02-9250','S386-10','DGLUzjRPgFFAQa', 'MB')
('SL04652-2022-11-01-9229','S385-13','muHmSOR', 'MB')
('SL22517-2022-11-01-9214','S384-22','WbFzaIpzwxyziKK', 'UB')
('AC22517-2022-11-01-9345','A520-3','FTKOvGu', 'UB')
('SL12058-2022-11-01-9135','S381-15','hcxMgWqP', 'SL')
('AC04652-2022-11-01-9619','A535-7','x', 'LB')
('AC22517-2022-11-01-9354','A520-12','DMCvDQXBj', 'SU')
('AC04652-2022-11-01-9621','A535-9','NpimgeYYCJ', 'UB')
('SL04652-2022-11-01-9246','S386-6','R', 'UB')
('SL22517-2022-11-01-9227','S385-11','u', 'UB')
('SL12058-2022-11-01-9143','S381-23','AtM', 'SL')
('SL22517-2022-11-02-9272','S387-8','ylyTbcyJivlTmhE', 'SU')
('AC22517-2022-11-02-9392','A522-14','QMcytXVLwmBXTXTp', 'LB')
('SL22517-2022-11-02-9290','S388-2','pwSywK', 'MB')
('SL12058-2022-11-01-9167','S382-23','oapwwFffAr', 'SL')
('AC22517-2022-11-02-9402','A523-6','HFfuUMWCmFujz', 'SU')
('AC22517-2022-11-01-9374','A521-14','GuCtEsqzNCUwV', 'LB')
('SL04652-2022-11-02-9298','S388-10','JNjMyREmfOvNl', 'MB')
('SL22517-2022-11-02-9292','S388-4','hSrZPKhiAJQ', 'LB')
('SL12058-2022-11-01-9172','S383-4','PIZorP', 'LB')
('AC22517-2022-11-02-9406','A523-10','hcHvrzPGC', 'UB')
('AC22517-2022-11-01-9381','A522-3','ZuwBm', 'UB')
('AC22517-2022-11-01-9382','A522-4','RYMZIEbAmBV', 'UB')
('AC12058-2022-11-01-9498','A528-12','Ulr', 'SU')
('SL04652-2022-11-01-9407','S392-23','rmvRNZNDMJmX', 'SL')
('AC22517-2022-11-02-9542','A531-2','AbmEoilHubAy', 'LB')
('SL04652-2022-11-02-9503','S396-23','TqfrVPurK', 'SL')
('AC22517-2022-11-02-9621','A535-9','qNjlATVxHa', 'UB')
('SL12058-2022-11-01-9389','S392-5','DpGEHzGzK', 'MB')
('SL22517-2022-11-01-9455','S394-23','UGI', 'SL')
('AC12058-2022-11-01-9610','A534-16','vyTLEqGkxYdSEVG', 'UB')
('AC04652-2022-11-02-9621','A535-9','ewlJ', 'UB')
('AC22517-2022-11-01-9602','A534-8','WPLJXKo', 'LB')
('AC22517-2022-11-01-9603','A534-9','LlywArnXhXhkG', 'UB')
('SL22517-2022-11-01-9463','S395-7','lm', 'SL')
('SL04652-2022-11-01-9510','S397-6','VBjASUSyFov', 'UB')
('AC04652-2022-11-02-9624','A535-12','zDrM', 'SU')
('SL22517-2022-11-01-9466','S395-10','tQMMpwWKBL', 'MB')
('SL22517-2022-11-01-9467','S395-11','V', 'UB')
('AC12058-2022-11-01-9645','A536-15','IIsFcH', 'UB')
('SL04652-2022-11-02-9555','S399-3','XmYZEkjbQWab', 'UB')
('SL12058-2022-11-01-9424','S393-16','fIIPGYOv', 'SU')
('SL22517-2022-11-02-9559','S399-7','XRgqrCZekumaZaM', 'SL')
('AC22517-2022-11-02-9678','A538-12','lUUqHEyrGJMkDCQz', 'SU')
('AC04652-2022-11-02-9657','A537-9','YfiCRZhyoGbTqLz', 'UB')
('AC12058-2022-11-01-9669','A538-3','sqGQfBgaBHBW', 'UB')
('SL04652-2022-11-02-9580','S400-4','mlEqHIrGYuHr', 'LB')
('AC12058-2022-11-01-9692','A539-8','lxYeWxczgNBsUm', 'LB')
('SL22517-2022-11-02-9608','S401-8','DNWSaF', 'SU')
('AC12058-2022-11-01-9699','A539-15','diKBZyiJWpC', 'UB')
('AC22517-2022-11-01-9680','A538-14','huy', 'LB')
('AC04652-2022-11-01-9949','A553-13','lqvbA', 'LB')
('SL22517-2022-11-02-9614','S401-14','GzMHYDDKelORrZ', 'UB')
('AC22517-2022-11-01-9683','A538-17','XbCZXbtSuhHybnYD', 'SL')
('SL04652-2022-11-01-9583','S400-7','VWiIgx', 'SL')
('SL22517-2022-11-02-9619','S401-19','uAWJnIRriYv', 'UB')
('AC22517-2022-11-01-9741','A542-3','ilrCZCepaD', 'UB')
('AC22517-2022-11-02-9792','A544-18','wM', 'SU')
('SL22517-2022-11-01-9590','S400-14','xzYXVGVUjGp', 'UB')
('AC22517-2022-11-01-9750','A542-12','MfWwxOSOLkf', 'SU')
('AC04652-2022-11-01-10013','A557-5','vZESBAz', 'SL')
('SL04652-2022-11-01-9658','S403-10','XGaHGHIBWamc', 'MB')
('SL04652-2022-11-02-9664','S403-16','NFnabDeHOX', 'SU')
('AC04652-2022-11-02-9780','A544-6','hFlTyDbRERqAb', 'SU')
('SL04652-2022-11-01-9663','S403-15','APEHJRGPer', 'SL')
('AC22517-2022-11-02-9802','A545-10','sgUmttwEngm', 'UB')
('SL04652-2022-11-01-9669','S403-21','vEmJgWOQvqTMd', 'MB')
('SL22517-2022-11-01-9615','S401-15','mrqQIuNa', 'SL')
('SL22517-2022-11-01-9623','S401-23','HTAZJTfvLdijjOC', 'SL')
('SL04652-2022-11-01-9695','S404-23','T', 'SL')
('SL04652-2022-11-01-9696','S404-24','XrRUeblsBxytNPGw', 'SU')
('SL04652-2022-11-01-9697','S405-1','LqW', 'LB')
('SL22517-2022-11-01-9635','S402-11','WFAkGaAbulVUBnic', 'UB')
('AC04652-2022-11-02-9811','A546-1','KkcIlJQDgeoSorz', 'LB')
('AC04652-2022-11-02-9812','A546-2','ObOjlci', 'LB')
('SL04652-2022-11-01-9705','S405-9','HJHVekzNG', 'LB')
('SL22517-2022-11-02-9749','S407-5','VdkqDzJlRr', 'MB')
('SL04652-2022-11-02-9721','S406-1','INGlXpPCy', 'LB')
('AC04652-2022-11-01-10053','A559-9','UqnnjEfO', 'UB')
('AC04652-2022-11-01-10054','A559-10','zzzudKoDubH', 'UB')
('AC04652-2022-11-01-10055','A559-11','trRTYfp', 'SL')
('SL04652-2022-11-01-9726','S406-6','nhAJRZIIJ', 'UB')
('SL22517-2022-11-02-9800','S409-8','rrDw', 'SU')
('AC04652-2022-11-02-9886','A550-4','YxZ', 'UB')
('SL04652-2022-11-01-9770','S408-2','ZjCO', 'MB')
('SL04652-2022-11-01-9840','S410-24','AmZPKRQs', 'SU')
('SL22517-2022-11-02-9884','S412-20','hLNBDB', 'LB')
('AC12058-2022-11-01-9954','A553-18','RDewpdSXPiXEZ', 'SU')
('SL22517-2022-11-02-9891','S413-3','LDAfR', 'UB')
('AC22517-2022-11-01-9949','A553-13','yrlXmXSEmmDaUB', 'LB')
('SL04652-2022-11-02-9874','S412-10','xmXaCjgOgly', 'MB')
('SL22517-2022-11-01-9810','S409-18','vegeGPeW', 'MB')
('AC04652-2022-11-01-10230','A569-6','ZImBknrtu', 'SU')
('AC22517-2022-11-01-10014','A557-6','zjgNDUwLrXeBJGk', 'SU')
('SL22517-2022-11-02-9945','S415-9','LjcLxypMOzhrcQar', 'LB')
('AC04652-2022-11-01-10232','A569-8','IqwFNKdKpgU', 'LB')
('SL22517-2022-11-01-9854','S411-14','NnUd', 'UB')
('SL22517-2022-11-01-9855','S411-15','uzGSaLJap', 'SL')
('SL04652-2022-11-01-9912','S413-24','VKAobmRoOFMXO', 'SU')
('AC22517-2022-11-02-10079','A560-17','BSPzpX', 'SL')
('SL22517-2022-11-02-9972','S416-12','aQqApWbi', 'LB')
('AC12058-2022-11-01-10052','A559-8','HQ', 'LB')
('SL04652-2022-11-02-9962','S416-2','u', 'MB')
('AC22517-2022-11-02-10086','A561-6','bDKtUwUrAx', 'SU')
('SL04652-2022-11-02-9967','S416-7','hDsCJFPjDpASK', 'SL')
('SL04652-2022-11-02-9968','S416-8','fGxdDRA', 'SU')
('AC22517-2022-11-02-10092','A561-12','ojAoYk', 'SU')
('AC22517-2022-11-01-10062','A559-18','IMOpJuoLHBX', 'SU')
('SL12058-2022-11-01-9827','S410-11','yLosFALG', 'UB')
('AC22517-2022-11-02-10096','A561-16','MSlCIIjsAQFa', 'UB')
('SL04652-2022-11-02-10007','S417-23','ORnWtGh', 'SL')
('AC04652-2022-11-02-10120','A563-4','EXKRf', 'UB')
('AC22517-2022-11-01-10103','A562-5','AptZFjxnIMA', 'SL')
('SL04652-2022-11-02-10013','S418-5','aPBweV', 'MB')
('AC12058-2022-11-01-10215','A568-9','DZbYXkPQFrFffRq', 'UB')
('SL04652-2022-11-02-10183','S425-7','EeSddaZUEoAQaO', 'SL')
('SL22517-2022-11-02-10166','S424-14','YJsIZ', 'UB')
('SL04652-2022-11-02-10189','S425-13','NaFDLabwgGszdiM', 'MB')
('SL22517-2022-11-01-10071','S420-15','NfROuyhoGZ', 'SL')
('SL12058-2022-11-01-10018','S418-10','UNRIOiZH', 'MB')
('SL22517-2022-11-02-10169','S424-17','c', 'LB')
('AC22517-2022-11-01-10258','A570-16','DHrXAAG', 'UB')
('SL04652-2022-11-01-10156','S424-4','vLcWLETGL', 'LB')
('SL04652-2022-11-01-10157','S424-5','jDndk', 'MB')
('AC22517-2022-11-02-10291','A572-13','gItSubnQThxTAU', 'LB')
('SL22517-2022-11-01-10080','S420-24','kjWZ', 'SU')
('SL04652-2022-11-02-10198','S425-22','fNYKJgcafNCURo', 'UB')
('SL04652-2022-11-01-10163','S424-11','DapouyqxvkRPHMjy', 'UB')
('AC22517-2022-11-01-10265','A571-5','yH', 'SL')
('SL22517-2022-11-01-10086','S421-6','nuG', 'UB')
('SL22517-2022-11-02-10176','S424-24','Rrjse', 'SU')
('AC04652-2022-11-02-10294','A572-16','wdmIDcjVtAAqPBn', 'UB')
('AC22517-2022-11-01-10267','A571-7','nYsehus', 'LB')
('AC04652-2022-11-01-10487','A583-11','SjfCmEEmjXHeENIy', 'SL')
('SL04652-2022-11-02-10204','S426-4','fVHdfrrzA', 'LB')
('SL22517-2022-11-01-10089','S421-9','iNSSBB', 'LB')
('AC12058-2022-11-01-10285','A572-7','rweyftPzKpKNpBlp', 'LB')
('SL04652-2022-11-01-10167','S424-15','eNCT', 'SL')
('SL04652-2022-11-01-10168','S424-16','EggFNoViE', 'SU')
('AC12058-2022-11-01-10287','A572-9','rpttaaNx', 'UB')
('SL22517-2022-11-02-10180','S425-4','OcNi', 'LB')
('SL22517-2022-11-02-10181','S425-5','QGLexvqzdVEaZ', 'MB')
('AC22517-2022-11-02-10297','A573-1','yTpKx', 'LB')
('AC04652-2022-11-02-10302','A573-6','FRgxyBol', 'SU')
('AC04652-2022-11-01-10494','A583-18','UuSreaqfVmnPyTIB', 'SU')
('SL22517-2022-11-01-10092','S421-12','TSOuMXRTkMNbW', 'LB')
('AC12058-2022-11-01-10294','A572-16','ZzChRL', 'UB')
('AC22517-2022-11-01-10279','A572-1','G', 'LB')
('AC04652-2022-11-01-10498','A584-4','w', 'UB')
('AC04652-2022-11-02-10307','A573-11','iNMltUnUKglVb', 'SL')
('SL12058-2022-11-01-10038','S419-6','BSIycYxJGDnWsjxJ', 'UB')
('AC04652-2022-11-02-10308','A573-12','nJWZjWjwXYXqWBx', 'SU')
('SL12058-2022-11-01-10042','S419-10','ox', 'MB')
('AC04652-2022-11-02-10312','A573-16','DXEVxs', 'UB')
('AC12058-2022-11-01-10303','A573-7','uwKsRypku', 'LB')
('AC04652-2022-11-01-10506','A584-12','LNLJDvCKtXuKRL', 'SU')
('SL04652-2022-11-02-10225','S427-1','ikVSds', 'LB')
('SL22517-2022-11-02-10190','S425-14','RqIrz', 'UB')
('SL04652-2022-11-02-10227','S427-3','iBl', 'UB')
('AC22517-2022-11-01-10289','A572-11','uELjsH', 'SL')
('SL12058-2022-11-01-10050','S419-18','WET', 'MB')
('AC04652-2022-11-01-10510','A584-16','pmvCGIld', 'UB')
('SL12058-2022-11-01-10054','S419-22','fV', 'UB')
('SL12058-2022-11-01-10057','S420-1','HhoILzMk', 'LB')
('AC04652-2022-11-01-10515','A585-3','uS', 'UB')
('AC04652-2022-11-02-10331','A574-17','jQlLcEimK', 'SL')
('SL04652-2022-11-01-10188','S425-12','XFPpHj', 'LB')
('AC04652-2022-11-01-10516','A585-4','yWhpDa', 'UB')
('AC22517-2022-11-02-10324','A574-10','MBmpsnR', 'UB')
('SL22517-2022-11-01-10114','S422-10','behritJVfCA', 'MB')
('AC22517-2022-11-02-10326','A574-12','FSPDeSy', 'SU')
('AC04652-2022-11-01-10518','A585-6','xMIikJYTrdwL', 'SU')
('AC22517-2022-11-01-10305','A573-9','qwNwduytj', 'UB')
('AC12058-2022-11-01-10325','A574-11','LugtOwFmOucj', 'SL')
('AC12058-2022-11-01-10326','A574-12','gfbTMLBUCxYlK', 'SU')
('SL22517-2022-11-02-10204','S426-4','AWQkeg', 'LB')
('SL04652-2022-11-01-10197','S425-21','AiKDYcIyiuKGtV', 'MB')
('SL22517-2022-11-01-10118','S422-14','bO', 'UB')
('SL22517-2022-11-01-10119','S422-15','bRVTjVUcUpDnjCKa', 'SL')
('SL04652-2022-11-02-10243','S427-19','lIm', 'UB')
('AC22517-2022-11-02-10331','A574-17','KmEbY', 'SL')
('SL04652-2022-11-01-10229','S427-5','wCIi', 'MB')
('SL22517-2022-11-02-10238','S427-14','hhRJG', 'UB')
('SL22517-2022-11-01-10154','S424-2','AbMsplEHug', 'MB')
('SL22517-2022-11-02-10239','S427-15','YGkAqYwPhDmzjzK', 'SL')
('AC04652-2022-11-01-10554','A587-6','IdxTqQX', 'SU')
('SL04652-2022-11-02-10267','S428-19','SWJNCwrvLZQAMxW', 'UB')
('AC22517-2022-11-02-10375','A577-7','qFCQ', 'LB')
('AC04652-2022-11-02-10397','A578-11','RHEccXYAAk', 'SL')
('SL12058-2022-11-01-10144','S423-16','DHhTPRAra', 'SU')
('SL04652-2022-11-01-10276','S429-4','MDFXxi', 'LB')
('SL04652-2022-11-02-10307','S430-11','IfIVxFnZI', 'UB')
('AC22517-2022-11-01-10381','A577-13','hHsKnyPCyDrk', 'LB')
('AC04652-2022-11-01-10599','A589-15','wAiLgpcoIe', 'UB')
('SL04652-2022-11-02-10310','S430-14','AgzhKrCEIjJY', 'UB')
('SL22517-2022-11-02-10313','S430-17','ZCmkjofSuBQWRgF', 'LB')
('SL22517-2022-11-02-10314','S430-18','fBlDYrEA', 'MB')
('AC04652-2022-11-02-10407','A579-3','FxQAICLMf', 'UB')
('SL22517-2022-11-01-10216','S426-16','OmUkg', 'SU')
('AC04652-2022-11-01-10604','A590-2','RQLBFDfphVQC', 'LB')
('SL04652-2022-11-01-10286','S429-14','hpfPlOAhVKSg', 'UB')
('SL12058-2022-11-01-10157','S424-5','Ttcn', 'MB')
('SL22517-2022-11-01-10222','S426-22','Z', 'UB')
('SL12058-2022-11-01-10160','S424-8','tcnq', 'SU')
('SL12058-2022-11-01-10162','S424-10','J', 'MB')
('SL22517-2022-11-02-10321','S431-1','qFhCYMgAHPljn', 'LB')
('AC04652-2022-11-02-10415','A579-11','bJWjekZYD', 'SL')
('AC12058-2022-11-01-10409','A579-5','Mm', 'SL')
('SL22517-2022-11-01-10224','S426-24','fDvGAajrFIeVG', 'SU')
('SL04652-2022-11-01-10290','S429-18','eKQLaMj', 'MB')
('AC04652-2022-11-01-10611','A590-9','eph', 'UB')
('SL22517-2022-11-02-10324','S431-4','Sjvss', 'LB')
('SL22517-2022-11-02-10325','S431-5','HvFgfIEFwQnwBA', 'MB')
('SL12058-2022-11-01-10167','S424-15','j', 'SL')
('AC22517-2022-11-01-10393','A578-7','IcEjKmSH', 'LB')
('SL04652-2022-11-01-10291','S429-19','R', 'UB')
('AC22517-2022-11-01-10396','A578-10','qLVuDBnuTSV', 'UB')
('SL12058-2022-11-01-10168','S424-16','OFYdNjnLPjNCrwgs', 'SU')
('AC22517-2022-11-01-10398','A578-12','FVtLxhcNyvrxOQ', 'SU')
('SL22517-2022-11-01-10230','S427-6','EIoR', 'UB')
('AC12058-2022-11-01-10418','A579-14','OWdskONPoBLPhLzA', 'LB')
('AC22517-2022-11-01-10438','A580-16','UUPKCzK', 'UB')
('SL04652-2022-11-02-10369','S433-1','umWeB', 'LB')
('SL12058-2022-11-01-10222','S426-22','IjjapHCWmbXw', 'UB')
('SL04652-2022-11-02-10396','S434-4','HBgmtOhjdYVT', 'LB')
('AC04652-2022-11-02-10489','A583-13','USKehYwhWcHL', 'LB')
('AC04652-2022-11-02-10490','A583-14','VjtUxL', 'LB')
('AC04652-2022-11-01-10679','A594-5','TLSGIVAGfwRQcM', 'SL')
('AC22517-2022-11-01-10464','A582-6','HGPDveJvGwc', 'SU')
('AC12058-2022-11-01-10490','A583-14','UPymYabBBlGVKoR', 'LB')
('AC04652-2022-11-01-10718','A596-8','szxKz', 'LB')
('AC04652-2022-11-02-10539','A586-9','GnijfBe', 'UB')
('SL04652-2022-11-01-10406','S434-14','XhOKmEFO', 'UB')
('AC22517-2022-11-01-10512','A584-18','EvuoXPOBuiF', 'SU')
('SL12058-2022-11-01-10285','S429-13','BprDsftPDJKCa', 'MB')
('AC04652-2022-11-01-10724','A596-14','xuxgx', 'LB')
('SL22517-2022-11-02-10464','S436-24','PRYTxdPKc', 'SU')
('SL12058-2022-11-01-10287','S429-15','eX', 'SL')
('SL04652-2022-11-02-10486','S437-22','RdtttC', 'UB')
('AC22517-2022-11-01-10554','A587-6','zVsNESuWhK', 'SU')
('SL12058-2022-11-01-10319','S430-23','qbudn', 'SL')
('AC04652-2022-11-01-10748','A598-2','LqxEtVI', 'LB')
('SL22517-2022-11-02-10491','S438-3','QCYXJp', 'UB')
('SL04652-2022-11-02-10487','S437-23','X', 'SL')
('AC04652-2022-11-01-10750','A598-4','sUoFamaCDbnzfkI', 'UB')
('SL04652-2022-11-01-10451','S436-11','sXd', 'UB')
('SL04652-2022-11-02-10491','S438-3','oMgEMgcn', 'UB')
('SL12058-2022-11-01-10324','S431-4','PVbMxzQO', 'LB')
('SL22517-2022-11-02-10497','S438-9','ciHaOiqopmISOob', 'LB')
('AC04652-2022-11-02-10578','A588-12','IMXfbjQQg', 'SU')
('SL04652-2022-11-01-10452','S436-12','vifgLPtATRDNlIT', 'LB')
('AC22517-2022-11-01-10563','A587-15','M', 'UB')
('AC12058-2022-11-01-10568','A588-2','hcVwfJXMBjnu', 'LB')
('AC04652-2022-11-02-10600','A589-16','gYDOfjyofN', 'UB')
('AC04652-2022-11-01-10767','A599-3','BMwTHUMxCEX', 'UB')
('SL22517-2022-11-02-10514','S439-2','x', 'MB')
('AC04652-2022-11-01-10768','A599-4','sZoJFdrf', 'UB')
('AC12058-2022-11-01-10587','A589-3','VnAMyfVcYiWTVgtl', 'UB')
('SL04652-2022-11-02-10512','S438-24','AAxjbtUAo', 'SU')
('SL12058-2022-11-01-10348','S432-4','xUVsmRQuOkkjnuhz', 'LB')
('SL04652-2022-11-01-10471','S437-7','vkEYGotQud', 'SL')
('SL04652-2022-11-01-10473','S437-9','s', 'LB')
('AC04652-2022-11-02-10605','A590-3','BUdweBWUsmUX', 'UB')
('AC04652-2022-11-01-10776','A599-12','yApYgXuP', 'SU')
('AC04652-2022-11-02-10606','A590-4','UGrzR', 'UB')
('AC22517-2022-11-02-10612','A590-10','WSBsutIxvDD', 'UB')
('SL12058-2022-11-01-10356','S432-12','UTwPspa', 'LB')
('SL12058-2022-11-01-10357','S432-13','WvbTvnNTqVzEwJbc', 'MB')
('AC04652-2022-11-01-10781','A599-17','iphe', 'SL')
('SL22517-2022-11-02-10522','S439-10','tCi', 'MB')
('SL04652-2022-11-01-10487','S437-23','fsaiuSegUZduwI', 'SL')
('SL22517-2022-11-02-10523','S439-11','c', 'UB')
('SL04652-2022-11-01-10489','S438-1','zJrAIHI', 'LB')
('AC22517-2022-11-01-10596','A589-12','jBjpIAXmmzPFU', 'SU')
('SL12058-2022-11-01-10368','S432-24','jTsTi', 'SU')
('SL22517-2022-11-02-10526','S439-14','WP', 'UB')
('SL22517-2022-11-01-10451','S436-11','xCVWVlGvp', 'UB')
('SL22517-2022-11-01-10457','S436-17','ioyjYke', 'LB')
('SL22517-2022-11-01-10458','S436-18','yieUPcHJtY', 'MB')
('SL12058-2022-11-01-10407','S434-15','IwBYbt', 'SL')
('AC04652-2022-11-02-10653','A592-15','UxtVONyYgJXGKDy', 'UB')
('SL04652-2022-11-01-10531','S439-19','YaNXQVpMdYlwCFXM', 'UB')
('AC22517-2022-11-01-10635','A591-15','MIDUzoW', 'UB')
('AC22517-2022-11-02-10677','A594-3','PwxgYkqLdJq', 'UB')
('SL12058-2022-11-01-10427','S435-11','xOXcuECeVe', 'UB')
('SL22517-2022-11-02-10580','S441-20','YKtNOERA', 'LB')
('SL04652-2022-11-01-10546','S440-10','Czpy', 'MB')
('SL22517-2022-11-02-10581','S441-21','lbekyhByIfSUlfT', 'MB')
('AC04652-2022-11-02-10673','A593-17','vp', 'SL')
('SL04652-2022-11-02-10585','S442-1','lIeCwxFZeIPSdzkM', 'LB')
('AC04652-2022-11-02-10675','A594-1','XhTgAfX', 'LB')
('SL04652-2022-11-01-10552','S440-16','fTXCsYad', 'SU')
('AC22517-2022-11-01-10655','A592-17','g', 'SL')
('AC12058-2022-11-01-10677','A594-3','HkZcMYXYlhX', 'UB')
('AC12058-2022-11-01-10681','A594-7','JGMMbv', 'LB')
('SL22517-2022-11-01-10502','S438-14','YrESYjbmP', 'UB')
('AC22517-2022-11-01-10669','A593-13','ZfPQGDFALF', 'LB')
('SL22517-2022-11-01-10504','S438-16','GkLjvbYMiCTbUM', 'SU')
('AC12058-2022-11-01-10688','A594-14','JOPSEmmFr', 'LB')
('AC22517-2022-11-01-10677','A594-3','XpZhyGdzzPbJbAY', 'UB')
('AC04652-2022-11-01-10896','A606-6','Row', 'SU')
('SL04652-2022-11-01-10589','S442-5','aiZzykGNPiNgmjAG', 'MB')
('AC22517-2022-11-01-10698','A595-6','eFORmHYM', 'SU')
('SL12058-2022-11-01-10475','S437-11','SpaFOgCKFQyDXhI', 'UB')
('AC04652-2022-11-02-10723','A596-13','dZWlspDoSkqHAb', 'LB')
('SL04652-2022-11-01-10601','S442-17','lghpzFIkv', 'LB')
('SL22517-2022-11-02-10646','S444-14','SIMRdtJENtMu', 'UB')
('AC04652-2022-11-01-10906','A606-16','QGlpPWxa', 'UB')
('SL12058-2022-11-01-10487','S437-23','qOQDxRwR', 'SL')
('AC22517-2022-11-02-10741','A597-13','Pkiyx', 'LB')
('AC22517-2022-11-01-10712','A596-2','WAiIC', 'LB')
('SL22517-2022-11-01-10543','S440-7','DsztLHnnGlRkj', 'SL')
('SL04652-2022-11-02-10649','S444-17','Gzvc', 'LB')
('AC22517-2022-11-01-10717','A596-7','i', 'LB')
('AC22517-2022-11-01-10718','A596-8','VQQVdxzrCNxEdbGm', 'LB')
('SL04652-2022-11-02-10654','S444-22','KzkpyKwGOOyE', 'UB')
('AC22517-2022-11-02-10749','A598-3','AszcSbbmXYVYcK', 'UB')
('SL22517-2022-11-02-10656','S444-24','JRJirsfutDfO', 'SU')
('AC22517-2022-11-02-10760','A598-14','OInEqjJOICDAaLwp', 'LB')
('AC04652-2022-11-02-10748','A598-2','cchEPUrR', 'LB')
('SL04652-2022-11-01-10630','S443-22','WLiBBUZovgFdy', 'UB')
('AC04652-2022-11-02-10749','A598-3','dknRAYHwn', 'UB')
('SL04652-2022-11-01-10631','S443-23','bGMzVKV', 'SL')
('AC04652-2022-11-02-10753','A598-7','xgXpvWrejDEDnP', 'LB')
('AC22517-2022-11-01-10736','A597-8','cLJpv', 'LB')
('SL04652-2022-11-02-10695','S446-15','XGrpM', 'SL')
('AC12058-2022-11-01-10780','A599-16','PVjqmEh', 'UB')
('AC22517-2022-11-02-10789','A600-7','Wsze', 'LB')
('AC12058-2022-11-01-10785','A600-3','OpeHyxvyUfc', 'UB')
('AC04652-2022-11-01-10947','A609-3','vboDYOSV', 'UB')
('AC04652-2022-11-01-10948','A609-4','nejcQ', 'UB')
('SL12058-2022-11-01-10541','S440-5','vyBzJ', 'MB')
('SL22517-2022-11-01-10601','S442-17','TQlBmK', 'LB')
('AC04652-2022-11-02-10798','A600-16','gvYGQhbFCdBeHy', 'UB')
('AC22517-2022-11-01-10785','A600-3','TOSzyXpoSepyP', 'UB')
('SL04652-2022-11-01-10681','S446-1','Ofg', 'LB')
('SL04652-2022-11-01-10682','S446-2','roAzEEzhCoSkfWbX', 'MB')
('AC22517-2022-11-01-10786','A600-4','OADTEywstJLSHb', 'UB')
('SL22517-2022-11-01-10611','S443-3','XDCWaBkYrIvkC', 'UB')
('AC04652-2022-11-01-10964','A610-2','LrYLYji', 'LB')
('SL04652-2022-11-01-10689','S446-9','zDxLbUU', 'LB')
('AC04652-2022-11-01-10981','A611-1','eSsm', 'LB')
('AC04652-2022-11-01-10982','A611-2','LuiVJj', 'LB')
('SL04652-2022-11-02-10729','S448-1','mIMvbgJG', 'LB')
('AC04652-2022-11-01-10984','A611-4','OBevhDWVmxhFXEme', 'UB')
('AC04652-2022-11-02-10876','A605-4','dNjOQY', 'UB')
('AC22517-2022-11-02-10895','A606-5','F', 'SL')
('AC22517-2022-11-01-10875','A605-3','DRlg', 'UB')
('AC12058-2022-11-01-10878','A605-6','ajsJ', 'SU')
('AC12058-2022-11-01-10884','A605-12','KBjuJekkP', 'SU')
('SL12058-2022-11-01-10652','S444-20','LNmrmyTgqiHG', 'LB')
('AC04652-2022-11-01-11044','A614-10','u', 'UB')
('AC22517-2022-11-02-10919','A607-11','OjfmtIhQJRbm', 'SL')
('SL04652-2022-11-02-10826','S452-2','pDfc', 'MB')
('SL22517-2022-11-02-10808','S451-8','NzUQxamz', 'SU')
('SL22517-2022-11-02-10809','S451-9','CejNuwpvDwZm', 'LB')
('AC04652-2022-11-02-10918','A607-10','TwZYHM', 'UB')
('AC04652-2022-11-02-10919','A607-11','hWSuQqgirSrCr', 'SL')
('AC22517-2022-11-02-10923','A607-15','T', 'UB')
('SL22517-2022-11-02-10813','S451-13','ZDfRtxHssx', 'MB')
('SL04652-2022-11-02-10831','S452-7','dBqgkzz', 'SL')
('SL04652-2022-11-01-10787','S450-11','iFmyZFSOC', 'UB')
('AC04652-2022-11-01-11069','A615-17','nByrI', 'SL')
('AC04652-2022-11-02-10921','A607-13','r', 'LB')
('AC04652-2022-11-02-10922','A607-14','Gj', 'LB')
('SL04652-2022-11-01-10789','S450-13','kPKFVq', 'MB')
('AC22517-2022-11-01-10917','A607-9','kHXgOAWYNqeumy', 'UB')
('SL22517-2022-11-02-10818','S451-18','TjXeeTjPsoT', 'MB')
('AC04652-2022-11-01-11074','A616-4','mHYLQElO', 'UB')
('AC04652-2022-11-02-10927','A608-1','JNPFiuRmhVJsQ', 'LB')
