('SL22517-2022-11-02-178','S8-10','UnXnBY', 'MB')
('SL04652-2022-11-02-10056','S419-24','QRMQYBMwM', 'SU')
('AC22517-2022-11-02-10172','A566-2','rWgaQcQVGFPkXFLf', 'LB')
('SL22517-2022-11-02-10053','S419-21','d', 'MB')
('AC04652-2022-11-01-10348','A575-16','BD', 'UB')
('AC12058-2022-11-01-10161','A565-9','kvmf', 'UB')
('SL04652-2022-11-02-10061','S420-5','iashdEk', 'MB')
('SL04652-2022-11-02-10175','S424-23','XryrVw', 'SL')
('AC12058-2022-11-01-10266','A571-6','IWOwIGSlAUpQx', 'SU')
('SL04652-2022-11-01-10142','S423-14','CLQZ', 'UB')
('AC22517-2022-11-01-10248','A570-6','whFZJTtFOGl', 'SU')
('AC12058-2022-11-01-10269','A571-9','ukNJeDt', 'UB')
('AC22517-2022-11-02-10270','A571-10','o', 'UB')
('AC22517-2022-11-02-10271','A571-11','OaphsVHvtSgk', 'SL')
('AC04652-2022-11-01-10546','A586-16','bHnnRjkbYPlTHEE', 'UB')
('AC12058-2022-11-01-10350','A575-18','WOWXrqHMbVR', 'SU')
('SL22517-2022-11-02-10235','S427-11','YLNIxG', 'UB')
('AC22517-2022-11-02-10368','A576-18','JLmqKbbjNmLnRQW', 'SU')
('AC22517-2022-11-01-10372','A577-4','VpzDpHYPj', 'UB')
('SL22517-2022-11-02-10310','S430-14','wRTFhbu', 'UB')
('SL04652-2022-11-01-10280','S429-8','qjnUwcrMcfg', 'SU')
('SL22517-2022-11-01-10212','S426-12','DsohjivpBwUSDk', 'LB')
('AC04652-2022-11-01-10603','A590-1','EUDfTwTG', 'LB')
('SL22517-2022-11-02-10316','S430-20','IgVVGh', 'LB')
('SL04652-2022-11-02-10316','S430-20','hOplK', 'LB')
('AC12058-2022-11-01-10404','A578-18','FXJfOUyRNYUveHV', 'SU')
('AC22517-2022-11-02-10389','A578-3','cYajlWEFPhTwNXL', 'UB')
('SL12058-2022-11-01-10159','S424-7','XVpnFAtir', 'SL')
('AC22517-2022-11-02-10403','A578-17','uUSAMe', 'SL')
('AC22517-2022-11-02-10422','A579-18','JgG', 'SU')
('AC04652-2022-11-01-10623','A591-3','ySsLIpdwvtBTV', 'UB')
('SL04652-2022-11-01-10312','S430-16','bCKBNCpxoaAuZka', 'SU')
('AC12058-2022-11-01-10435','A580-13','rPwTchOzSkMYjcj', 'LB')
('SL22517-2022-11-01-10245','S427-21','NYzQNrNfJRfpvL', 'MB')
('SL12058-2022-11-01-10178','S425-2','aiWhdihJyjwruM', 'MB')
('SL22517-2022-11-01-10247','S427-23','BNNSrClZNyM', 'SL')
('AC12058-2022-11-01-10436','A580-14','GlhrACx', 'LB')
('SL12058-2022-11-01-10180','S425-4','uXVKd', 'LB')
('SL22517-2022-11-01-10252','S428-4','H', 'LB')
('SL12058-2022-11-01-10181','S425-5','x', 'MB')
('SL04652-2022-11-02-10345','S432-1','e', 'LB')
('AC04652-2022-11-02-10439','A580-17','cBey', 'SL')
('AC04652-2022-11-01-10631','A591-11','mCHZYvbNyiK', 'SL')
('AC04652-2022-11-01-10632','A591-12','grBCKQ', 'SU')
('SL22517-2022-11-02-10353','S432-9','tFhZAtLrCuH', 'LB')
('SL22517-2022-11-02-10354','S432-10','l', 'MB')
('SL12058-2022-11-01-10184','S425-8','oaPDxWpvLoBv', 'SU')
('AC22517-2022-11-02-10438','A580-16','oWtOsNChTKvn', 'UB')
('SL22517-2022-11-02-10356','S432-12','dHiTAcNca', 'LB')
('SL12058-2022-11-01-10186','S425-10','iiROBHeYeVLvz', 'MB')
('SL04652-2022-11-01-10328','S431-8','tocA', 'SU')
('SL04652-2022-11-02-10351','S432-7','ePJaMIjZacmPThEC', 'SL')
('AC22517-2022-11-02-10441','A581-1','UteKwZeu', 'LB')
('AC22517-2022-11-02-10442','A581-2','dipWwlPFv', 'LB')
('SL04652-2022-11-01-10331','S431-11','yROLofki', 'UB')
('SL22517-2022-11-02-10359','S432-15','UaGTRGWMSzpDcqGU', 'SL')
('SL22517-2022-11-01-10260','S428-12','LjJshbcjHd', 'LB')
('AC12058-2022-11-01-10448','A581-8','A', 'LB')
('AC22517-2022-11-01-10425','A580-3','xLPmAkvccygaae', 'UB')
('AC04652-2022-11-02-10449','A581-9','UlooDzyAZUpYpl', 'UB')
('AC04652-2022-11-02-10451','A581-11','emJT', 'SL')
('SL04652-2022-11-02-10353','S432-9','meDZwLQIOiqNzN', 'LB')
('AC22517-2022-11-02-10450','A581-10','yrKJDtao', 'UB')
('SL22517-2022-11-02-10373','S433-5','MzizDL', 'MB')
('SL22517-2022-11-01-10310','S430-14','nIpYFIiAkmKWTrI', 'UB')
('AC22517-2022-11-01-10481','A583-5','Tg', 'SL')
('AC04652-2022-11-01-10698','A595-6','asCTuj', 'SU')
('SL12058-2022-11-01-10254','S428-6','eObZQLHPP', 'UB')
('AC22517-2022-11-02-10516','A585-4','bDZvYVWZ', 'UB')
('AC22517-2022-11-01-10486','A583-10','Asbb', 'UB')
('SL12058-2022-11-01-10256','S428-8','gRVQXtoIxpDaElz', 'SU')
('AC04652-2022-11-01-10700','A595-8','x', 'LB')
('AC22517-2022-11-01-10488','A583-12','FQuqfhEZgc', 'SU')
('AC12058-2022-11-01-10509','A584-15','RuXhzYOzkVp', 'UB')
('AC12058-2022-11-01-10510','A584-16','PJNMZtvbTFpoT', 'UB')
('AC12058-2022-11-01-10512','A584-18','bJ', 'SU')
('SL12058-2022-11-01-10268','S428-20','OpPiue', 'LB')
('AC04652-2022-11-01-10709','A595-17','bu', 'SL')
('SL12058-2022-11-01-10270','S428-22','u', 'UB')
('AC22517-2022-11-01-10494','A583-18','GsgLGxJzvYauM', 'SU')
('AC04652-2022-11-02-10524','A585-12','P', 'SU')
('SL12058-2022-11-01-10283','S429-11','z', 'UB')
('AC22517-2022-11-01-10511','A584-17','s', 'SL')
('SL04652-2022-11-02-10484','S437-20','QPtaxieNWn', 'LB')
('AC04652-2022-11-02-10574','A588-8','GaMZlzXYapXJKr', 'LB')
('SL22517-2022-11-02-10488','S437-24','Sowcf', 'SU')
('AC12058-2022-11-01-10561','A587-13','aU', 'LB')
('AC04652-2022-11-01-10747','A598-1','YbiwhvyCkMraPHIB', 'LB')
('SL04652-2022-11-01-10442','S436-2','kl', 'MB')
('SL22517-2022-11-01-10386','S433-18','cThutikcaZON', 'MB')
('AC22517-2022-11-01-10619','A590-17','lgfv', 'SL')
('AC04652-2022-11-02-10645','A592-7','Vysoa', 'LB')
('AC04652-2022-11-01-10832','A602-14','BCUrd', 'LB')
('AC04652-2022-11-02-10660','A593-4','yKiAknKRTUdQnMk', 'UB')
('AC12058-2022-11-01-10699','A595-7','IQuUbhcQxB', 'LB')
('AC22517-2022-11-02-10716','A596-6','XbRlm', 'SU')
('SL22517-2022-11-02-10631','S443-23','ZyBPydsHX', 'SL')
('AC12058-2022-11-01-10706','A595-14','vpjLwY', 'LB')
('SL22517-2022-11-02-10634','S444-2','DQKMaZGeIZUmq', 'MB')
('AC22517-2022-11-01-10703','A595-11','ovgqDbQuZBLnPaxJ', 'SL')
('AC22517-2022-11-02-10732','A597-4','vszXSSowf', 'UB')
('SL04652-2022-11-01-10603','S442-19','UzSwgllOlOp', 'UB')
('SL22517-2022-11-01-10552','S440-16','NZ', 'SU')
('SL12058-2022-11-01-10500','S438-12','wZe', 'LB')
('SL04652-2022-11-02-10659','S445-3','FiYBVRpXJWS', 'UB')
('SL22517-2022-11-02-10660','S445-4','HueVGIetKkhYCFP', 'LB')
('SL12058-2022-11-01-10502','S438-14','xfwhoDKJF', 'UB')
('AC12058-2022-11-01-10745','A597-17','yHnCHvxoprTzPpl', 'SL')
('SL04652-2022-11-01-10624','S443-16','ZhZl', 'SU')
('AC22517-2022-11-02-10756','A598-10','bq', 'UB')
('AC22517-2022-11-02-10757','A598-11','FTkDk', 'SL')
('SL22517-2022-11-01-10564','S441-4','RCHyLOPqhBtho', 'LB')
('SL22517-2022-11-01-10565','S441-5','LcuGTQ', 'MB')
('SL04652-2022-11-02-10668','S445-12','oBmCv', 'LB')
('SL04652-2022-11-02-10703','S446-23','t', 'SL')
('AC22517-2022-11-02-10799','A600-17','tQqXLtwsoc', 'SL')
('SL22517-2022-11-01-10602','S442-18','QIVjET', 'MB')
('AC04652-2022-11-02-10790','A600-8','NghzgBOfxAShhG', 'LB')
('AC22517-2022-11-02-10813','A601-13','Ezl', 'LB')
('AC04652-2022-11-01-10965','A610-3','eGQUZXFunX', 'UB')
('SL22517-2022-11-01-10614','S443-6','Gu', 'UB')
('AC04652-2022-11-02-10807','A601-7','Lzeij', 'LB')
('AC04652-2022-11-01-10974','A610-12','yCAV', 'SU')
('AC12058-2022-11-01-10809','A601-9','oOHajtNAypTc', 'UB')
('AC04652-2022-11-01-10978','A610-16','ioezhrFPVdE', 'UB')
('SL04652-2022-11-01-10700','S446-20','QgMpjHD', 'LB')
('SL04652-2022-11-02-10737','S448-9','SxnmFySTh', 'LB')
('SL22517-2022-11-02-10732','S448-4','MSsIi', 'LB')
('AC22517-2022-11-02-10839','A603-3','zxG', 'UB')
('AC04652-2022-11-02-10829','A602-11','boCK', 'SL')
('SL04652-2022-11-01-10723','S447-19','MPcBEnlFyfPYpr', 'UB')
('SL22517-2022-11-02-10739','S448-11','drcBCCT', 'UB')
('SL12058-2022-11-01-10611','S443-3','smcsHfkkfJof', 'UB')
('AC22517-2022-11-02-10879','A605-7','sr', 'LB')
('SL12058-2022-11-01-10616','S443-8','UAXDluaOHDjDIB', 'SU')
('AC04652-2022-11-01-11017','A613-1','acq', 'LB')
('AC22517-2022-11-01-10852','A603-16','XJYBDkKIgF', 'UB')
('SL22517-2022-11-02-10762','S449-10','QMmCsShJcXU', 'MB')
('AC22517-2022-11-01-10854','A603-18','FUdTbJT', 'SU')
('SL12058-2022-11-01-10669','S445-13','fm', 'MB')
('SL04652-2022-11-02-10822','S451-22','UcHx', 'UB')
('AC22517-2022-11-02-10917','A607-9','RNhRoeENXUqOylu', 'UB')
('SL22517-2022-11-01-10708','S447-4','icBs', 'LB')
('SL22517-2022-11-01-10709','S447-5','AOKrL', 'MB')
('AC12058-2022-11-01-10907','A606-17','CDYBoAbVxr', 'SL')
('AC04652-2022-11-01-11063','A615-11','HgY', 'SL')
('SL12058-2022-11-01-10674','S445-18','mXkHe', 'MB')
('AC22517-2022-11-02-10922','A607-14','ycQIwhbVI', 'LB')
('AC22517-2022-11-01-10952','A609-8','SAJTM', 'LB')
('AC04652-2022-11-01-11108','A618-2','CEmP', 'LB')
('AC04652-2022-11-02-10967','A610-5','YVqbhLGIi', 'SL')
('SL22517-2022-11-01-10791','S450-15','nSHuJzHl', 'SL')
('AC04652-2022-11-02-11013','A612-15','OIZfEO', 'UB')
('SL12058-2022-11-01-10802','S451-2','zhDAdnLdPZCuRaJ', 'MB')
('AC22517-2022-11-02-11027','A613-11','yhIXZ', 'SL')
('AC12058-2022-11-01-11053','A615-1','Y', 'LB')
('SL22517-2022-11-02-10939','S456-19','Eqhhpo', 'UB')
('SL04652-2022-11-02-10963','S457-19','UEJO', 'UB')
('SL22517-2022-11-02-10941','S456-21','yrNnLq', 'MB')
('SL22517-2022-11-02-10942','S456-22','y', 'UB')
('AC22517-2022-11-01-11043','A614-9','yAXuIbw', 'UB')
('SL12058-2022-11-01-10811','S451-11','jkQHmnZtSSvTjpmL', 'UB')
('SL22517-2022-11-02-10967','S457-23','PijTGxXKYQoba', 'SL')
('AC04652-2022-11-01-11220','A624-6','CLWr', 'SU')
('AC12058-2022-11-01-11084','A616-14','ZgwmYLwzk', 'LB')
('SL22517-2022-11-02-10970','S458-2','jggWUaUaAEFg', 'MB')
('AC04652-2022-11-01-11222','A624-8','DDlL', 'LB')
('AC12058-2022-11-01-11086','A616-16','kGFpwstfjMIcLWP', 'UB')
('SL22517-2022-11-01-10896','S454-24','JWZ', 'SU')
('AC12058-2022-11-01-11090','A617-2','fsgzVt', 'LB')
('SL12058-2022-11-01-10850','S453-2','zPEZHpCEfeLN', 'MB')
('AC12058-2022-11-01-11094','A617-6','rbYp', 'SU')
('AC04652-2022-11-02-11097','A617-9','dEKUtLz', 'UB')
('AC22517-2022-11-01-11088','A616-18','rD', 'SU')
('SL12058-2022-11-01-10857','S453-9','mWuUsBMYMc', 'LB')
('SL04652-2022-11-01-10986','S458-18','IfzcmybMFgYdSxVR', 'MB')
('SL22517-2022-11-02-11002','S459-10','ovAvSsGJ', 'MB')
('SL22517-2022-11-02-11005','S459-13','jYPOKF', 'MB')
('SL12058-2022-11-01-10878','S454-6','hpCfEEuoKrFZ', 'UB')
('AC22517-2022-11-01-11115','A618-9','yfcYZCiaDp', 'UB')
('SL12058-2022-11-01-10957','S457-13','ddjCTUMDJemG', 'MB')
('SL22517-2022-11-01-10989','S458-21','OasPEspBaiPPnHoC', 'MB')
('SL12058-2022-11-01-10981','S458-13','kEIShhTwWdA', 'MB')
('SL22517-2022-11-01-11017','S460-1','nPFYzqqNFx', 'LB')
('AC22517-2022-11-01-11198','A623-2','OcV', 'LB')
('AC04652-2022-11-01-11382','A633-6','fFzgwzhsEmyRaLAR', 'SU')
('SL12058-2022-11-01-10992','S458-24','NEBXsmPmLE', 'SU')
('AC12058-2022-11-01-11240','A625-8','cLxQAWbkDJf', 'LB')
('SL04652-2022-11-02-11130','S464-18','CZsaMLWLyToT', 'MB')
('SL04652-2022-11-02-11132','S464-20','LJrrI', 'LB')
('SL22517-2022-11-02-11123','S464-11','qbLyr', 'UB')
('AC04652-2022-11-01-11400','A634-6','Yji', 'SU')
('SL22517-2022-11-01-11036','S460-20','iwNGCNjeoUp', 'LB')
('AC04652-2022-11-02-11254','A626-4','uylWvriczdhZOhe', 'UB')
('SL04652-2022-11-02-11139','S465-3','toDFz', 'UB')
('SL04652-2022-11-02-11141','S465-5','dVsxz', 'MB')
('SL22517-2022-11-02-11137','S465-1','MoDDenOPYRJio', 'LB')
('AC04652-2022-11-01-11410','A634-16','wGJVRnJIy', 'UB')
('AC22517-2022-11-01-11265','A626-15','nbHlMIwNUXAqMn', 'UB')
('AC04652-2022-11-02-11302','A628-16','T', 'UB')
('AC04652-2022-11-01-11458','A637-10','jUbfzlaT', 'UB')
('SL22517-2022-11-02-11185','S467-1','JlQUqF', 'LB')
('SL04652-2022-11-02-11190','S467-6','qyzZOYDjJ', 'UB')
('SL04652-2022-11-02-11191','S467-7','d', 'SL')
('AC22517-2022-11-01-11321','A629-17','zCyCtaIvRdKhqR', 'SL')
('SL12058-2022-11-01-11093','S463-5','RaNmmadnzcn', 'MB')
('SL12058-2022-11-01-11100','S463-12','hOW', 'LB')
('SL04652-2022-11-01-11231','S468-23','ktgg', 'SL')
('AC22517-2022-11-01-11347','A631-7','CurnAghEsA', 'LB')
('SL22517-2022-11-02-11243','S469-11','GXRXMxUUK', 'UB')
('SL04652-2022-11-02-11251','S469-19','YIXn', 'UB')
('SL12058-2022-11-01-11115','S464-3','i', 'UB')
('SL04652-2022-11-02-11252','S469-20','CLtyP', 'LB')
('SL04652-2022-11-02-11253','S469-21','sLYuiLaSsN', 'MB')
('SL22517-2022-11-01-11163','S466-3','yTNh', 'UB')
('SL22517-2022-11-01-11164','S466-4','xWzHapoB', 'LB')
('AC12058-2022-11-01-11368','A632-10','NfTjf', 'UB')
('AC22517-2022-11-02-11336','A630-14','e', 'LB')
('SL12058-2022-11-01-11124','S464-12','nWRotuFtno', 'LB')
('AC22517-2022-11-01-11361','A632-3','ffnKfTQR', 'UB')
('AC22517-2022-11-01-11362','A632-4','DqUYcJWCPDMRi', 'UB')
('SL22517-2022-11-02-11255','S469-23','RWMYYQ', 'SL')
('SL12058-2022-11-01-11127','S464-15','YPkeHuChhpj', 'SL')
('AC04652-2022-11-01-11569','A643-13','JLFzGrcYcpl', 'LB')
('AC12058-2022-11-01-11398','A634-4','KvSVA', 'UB')
('AC22517-2022-11-01-11431','A636-1','lxJltObLKqjyHpsf', 'LB')
('AC04652-2022-11-02-11435','A636-5','kjAAHKlRDovxQS', 'SL')
('AC22517-2022-11-02-11418','A635-6','zIWvnNn', 'SU')
('AC04652-2022-11-01-11603','A645-11','ohpEx', 'SL')
('AC22517-2022-11-02-11420','A635-8','cBYM', 'LB')
('SL12058-2022-11-01-11234','S469-2','nyNEPL', 'MB')
('SL22517-2022-11-01-11290','S471-10','P', 'MB')
('SL12058-2022-11-01-11241','S469-9','wSQmuYQ', 'LB')
('SL04652-2022-11-02-11376','S474-24','p', 'SU')
('SL04652-2022-11-02-11383','S475-7','OEoh', 'SL')
('AC04652-2022-11-02-11494','A639-10','TWUbCpRfFXoEYvU', 'UB')
('SL12058-2022-11-01-11303','S471-23','eRO', 'SL')
('AC04652-2022-11-01-11695','A650-13','QuaKtdQw', 'LB')
('AC12058-2022-11-01-11537','A641-17','gzE', 'SL')
('AC04652-2022-11-01-11704','A651-4','rzgEQedJJZBA', 'UB')
('SL12058-2022-11-01-11315','S472-11','jVxOs', 'UB')
('SL04652-2022-11-01-11430','S477-6','qxqRFWmRr', 'UB')
('AC04652-2022-11-02-11546','A642-8','MakFEIdfIq', 'LB')
('SL12058-2022-11-01-11321','S472-17','c', 'LB')
('AC04652-2022-11-02-11577','A644-3','WgNolQQS', 'UB')
('AC04652-2022-11-02-11578','A644-4','BqvNMNbxyytcOf', 'UB')
('AC04652-2022-11-01-11768','A654-14','ww', 'LB')
('AC04652-2022-11-02-11597','A645-5','MOHeznqPohSLA', 'SL')
('AC22517-2022-11-02-11584','A644-10','Ces', 'UB')
('SL22517-2022-11-02-11495','S479-23','R', 'SL')
('AC04652-2022-11-02-11606','A645-14','dXQQBYznWeWT', 'LB')
('AC04652-2022-11-02-11607','A645-15','q', 'UB')
('SL22517-2022-11-01-11404','S476-4','LennTfyglSSjlQLR', 'LB')
('AC22517-2022-11-01-11612','A646-2','yimZydmVLFLc', 'LB')
('AC12058-2022-11-01-11605','A645-13','lMxsYP', 'LB')
('AC12058-2022-11-01-11606','A645-14','YQEomI', 'LB')
('SL12058-2022-11-01-11378','S475-2','TxYy', 'MB')
('AC04652-2022-11-02-11611','A646-1','XAM', 'LB')
('AC22517-2022-11-02-11594','A645-2','cWPTyTEa', 'LB')
('SL04652-2022-11-01-11481','S479-9','MPZ', 'LB')
('SL04652-2022-11-01-11482','S479-10','im', 'MB')
('AC04652-2022-11-01-11861','A659-17','HgZoAvwQROiZzQE', 'SL')
('SL22517-2022-11-02-11578','S483-10','qIeSBhBdBkUx', 'MB')
('AC22517-2022-11-01-11677','A649-13','LxJMDFuXv', 'LB')
('AC12058-2022-11-01-11682','A649-18','ayQXu', 'SU')
('SL04652-2022-11-01-11551','S482-7','dOpzgPGOqyV', 'SL')
('SL22517-2022-11-02-11581','S483-13','H', 'MB')
('SL04652-2022-11-02-11578','S483-10','CyzonP', 'MB')
('AC04652-2022-11-01-11867','A660-5','B', 'SL')
('SL12058-2022-11-01-11464','S478-16','HXcfCtQyxrMjUWNH', 'SU')
('AC12058-2022-11-01-11684','A650-2','zeuYRtG', 'LB')
('SL22517-2022-11-01-11490','S479-18','tFyjXOL', 'MB')
('AC04652-2022-11-02-11704','A651-4','QYIqJgJQpaqoeGaG', 'UB')
('SL04652-2022-11-02-11585','S483-17','zkSGKlCsIhVounh', 'LB')
('AC04652-2022-11-01-11875','A660-13','GpLgkHOv', 'LB')
('AC12058-2022-11-01-11693','A650-11','cRwvClr', 'SL')
('AC22517-2022-11-02-11655','A648-9','qBBGjCyGAUXhIGwp', 'UB')
('SL12058-2022-11-01-11481','S479-9','MwC', 'LB')
('SL04652-2022-11-01-11573','S483-5','icQtXYjKnAdKk', 'MB')
('SL22517-2022-11-02-11602','S484-10','mchMsYZH', 'MB')
('AC12058-2022-11-01-11716','A651-16','cmWZgUtGi', 'UB')
('SL04652-2022-11-01-11578','S483-10','GEYweDcGQptrXx', 'MB')
('AC04652-2022-11-02-11730','A652-12','gteYMgsBEW', 'SU')
('AC12058-2022-11-01-11720','A652-2','WDtEoODOiWSYLg', 'LB')
('SL22517-2022-11-01-11525','S481-5','GNLH', 'MB')
('SL04652-2022-11-01-11584','S483-16','ntZYaI', 'SU')
('AC12058-2022-11-01-11724','A652-6','YpLTx', 'SU')
('SL12058-2022-11-01-11499','S480-3','EZLhLUIciCYOL', 'UB')
('AC04652-2022-11-02-11747','A653-11','FaZLdekhru', 'SL')
('SL04652-2022-11-01-11601','S484-9','f', 'LB')
('SL22517-2022-11-01-11543','S481-23','wKFdfjYThnbg', 'SL')
('SL04652-2022-11-01-11606','S484-14','NgiRUZIOg', 'UB')
('AC04652-2022-11-02-11751','A653-15','TfqKYvYWU', 'UB')
('SL04652-2022-11-02-11646','S486-6','uLpUuDwP', 'UB')
('SL22517-2022-11-02-11642','S486-2','ACKoqQmQDYTobyFD', 'MB')
('AC04652-2022-11-01-11952','A664-18','aLftPFLEZVDUB', 'SU')
('AC22517-2022-11-02-11716','A651-16','WhlcxIpowjsPIBkT', 'UB')
('AC04652-2022-11-01-11962','A665-10','rosrTTlFhCxwNA', 'UB')
('AC22517-2022-11-01-11755','A654-1','x', 'LB')
('AC22517-2022-11-01-11758','A654-4','bCsLhfZJyFzMx', 'UB')
('SL22517-2022-11-02-11671','S487-7','yglxRJRcOuknygA', 'SL')
('SL12058-2022-11-01-11544','S481-24','SfSIvSwxh', 'SU')
('AC12058-2022-11-01-11764','A654-10','EZWXHnMKDihkY', 'UB')
('AC22517-2022-11-01-11763','A654-9','PaJRhFkdTllOrpX', 'UB')
('SL22517-2022-11-01-11584','S483-16','CVvgEzMLsxWBMff', 'SU')
('SL04652-2022-11-01-11673','S487-9','de', 'LB')
('SL22517-2022-11-01-11629','S485-13','i', 'MB')
('SL04652-2022-11-01-11680','S487-16','ihOnwSLvPOTPQqp', 'SU')
('AC22517-2022-11-02-11780','A655-8','qylLkHXWVVrJ', 'LB')
('AC04652-2022-11-02-11832','A658-6','V', 'SU')
('SL22517-2022-11-02-11734','S489-22','nBkoDGl', 'UB')
('AC22517-2022-11-02-11827','A658-1','jUt', 'LB')
('SL04652-2022-11-02-11796','S492-12','ZpcTQlhU', 'LB')
('SL12058-2022-11-01-11660','S486-20','bASYfYBloQ', 'LB')
('SL22517-2022-11-01-11696','S488-8','PVIxHCrpSNDInFrm', 'SU')
('AC22517-2022-11-01-11872','A660-10','U', 'UB')
('SL22517-2022-11-01-11700','S488-12','hLYdVMeM', 'LB')
('SL22517-2022-11-01-11706','S488-18','X', 'MB')
('SL22517-2022-11-02-11797','S492-13','k', 'MB')
('SL22517-2022-11-01-11713','S489-1','XZeZyniOiKpRSP', 'LB')
('SL04652-2022-11-02-11813','S493-5','oJGZUCgiz', 'MB')
('SL12058-2022-11-01-11677','S487-13','szBqtrykV', 'MB')
('AC12058-2022-11-01-11886','A661-6','DcEyHFPpIRlaIuuS', 'SU')
('SL04652-2022-11-02-11819','S493-11','vI', 'UB')
('AC22517-2022-11-01-11946','A664-12','ZRvSqv', 'SU')
('SL22517-2022-11-02-11862','S495-6','NXiK', 'UB')
('AC04652-2022-11-01-12167','A676-17','Gg', 'SL')
('SL12058-2022-11-01-11737','S490-1','QFAyzGB', 'LB')
('SL22517-2022-11-02-11866','S495-10','mvMnBkHzIYUfsNLF', 'MB')
('AC22517-2022-11-02-11925','A663-9','WHaWJIV', 'UB')
('SL04652-2022-11-02-11880','S495-24','vxWkcOismkq', 'SU')
('AC22517-2022-11-01-11969','A665-17','jdQmrNniQLfxd', 'SL')
('SL04652-2022-11-02-11882','S496-2','HCnJt', 'MB')
('SL04652-2022-11-02-11916','S497-12','JdiIpeH', 'LB')
('AC12058-2022-11-01-12010','A668-4','iEaYAooUUIOfvdqL', 'UB')
('AC04652-2022-11-01-12212','A679-8','leJsV', 'LB')
('AC22517-2022-11-02-11982','A666-12','cQGnuZ', 'SU')
('SL12058-2022-11-01-11793','S492-9','KizDwepTUfUrKQW', 'LB')
('AC04652-2022-11-02-12022','A668-16','bifUzHWAC', 'UB')
('SL04652-2022-11-02-11919','S497-15','cPeMUEKh', 'SL')
('AC12058-2022-11-01-12015','A668-9','RNVJdbXiYuXUihS', 'UB')
('SL04652-2022-11-02-11920','S497-16','XCsnYjAGWMMQSYo', 'SU')
('SL04652-2022-11-02-11921','S497-17','urmfmwD', 'LB')
('AC22517-2022-11-01-12029','A669-5','St', 'SL')
('SL22517-2022-11-01-11853','S494-21','NMLEcSCwy', 'MB')
('AC22517-2022-11-02-11992','A667-4','QERZDsbgA', 'UB')
('AC04652-2022-11-01-12223','A680-1','BAbbwZnqAB', 'LB')
('AC12058-2022-11-01-12023','A668-17','XnCqKKdrQgDRCt', 'SL')
('AC22517-2022-11-01-12034','A669-10','RZXV', 'UB')
('AC12058-2022-11-01-12035','A669-11','FQbqVdL', 'SL')
('SL04652-2022-11-02-11935','S498-7','hFaGmLLouqUQ', 'SL')
('SL22517-2022-11-01-11868','S495-12','TQmJOVOCrfL', 'LB')
('AC22517-2022-11-02-12011','A668-5','oUQcDFHpW', 'SL')
('SL04652-2022-11-01-11955','S499-3','ILXzUKduDGfeGYDR', 'UB')
('SL12058-2022-11-01-11856','S494-24','JwGY', 'SU')
('AC12058-2022-11-01-12085','A672-7','UyWVXJkrCtce', 'LB')
('SL12058-2022-11-01-11857','S495-1','oB', 'LB')
('SL22517-2022-11-01-11915','S497-11','hMFwGbQB', 'UB')
('SL22517-2022-11-01-11917','S497-13','lwZOMfxAqCcO', 'MB')
('AC22517-2022-11-02-12056','A670-14','aesfy', 'LB')
('AC22517-2022-11-02-12057','A670-15','Ho', 'UB')
('SL22517-2022-11-02-11990','S500-14','tM', 'UB')
('SL04652-2022-11-01-11961','S499-9','EyQvEkq', 'LB')
('AC22517-2022-11-01-12098','A673-2','hdLafrvJyStwPIX', 'LB')
('SL22517-2022-11-02-11994','S500-18','UlEiNw', 'MB')
('AC04652-2022-11-02-12100','A673-4','ChPNu', 'UB')
('AC04652-2022-11-02-12101','A673-5','XSXKN', 'SL')
('SL22517-2022-11-01-11923','S497-19','wGl', 'UB')
('AC22517-2022-11-01-12106','A673-10','VJfSsgzCBiB', 'UB')
('AC04652-2022-11-02-12111','A673-15','AQRxFUsf', 'UB')
('AC22517-2022-11-01-12112','A673-16','lsTvsZufm', 'UB')
('SL22517-2022-11-02-12010','S501-10','vAUqlYdQrQGmGLk', 'MB')
('SL22517-2022-11-02-12011','S501-11','HKsSx', 'UB')
('AC04652-2022-11-01-12296','A684-2','mJueboPvsrLMg', 'LB')
('SL04652-2022-11-01-12058','S503-10','KcJUV', 'MB')
('AC22517-2022-11-01-12181','A677-13','GEeUVkLQ', 'LB')
('AC22517-2022-11-02-12154','A676-4','CCrdLzUKvxu', 'UB')
('SL04652-2022-11-02-12103','S505-7','TTUpokIUzh', 'SL')
('AC04652-2022-11-02-12208','A679-4','RG', 'UB')
('SL04652-2022-11-02-12117','S505-21','Y', 'MB')
('AC04652-2022-11-02-12221','A679-17','PEHREJZqqImzoTQ', 'SL')
('AC12058-2022-11-01-12242','A681-2','J', 'LB')
('SL22517-2022-11-01-12043','S502-19','MRteaKAnYswS', 'UB')
('SL04652-2022-11-01-12118','S505-22','XXUpHj', 'UB')
('AC12058-2022-11-01-12266','A682-8','iJqLJY', 'LB')
('AC04652-2022-11-02-12233','A680-11','GFXbJK', 'SL')
('AC04652-2022-11-02-12234','A680-12','YkMSCPobRbQGmV', 'SU')
('SL04652-2022-11-02-12139','S506-19','YpC', 'UB')
('SL22517-2022-11-01-12069','S503-21','jAXzXS', 'MB')
('SL22517-2022-11-02-12153','S507-9','iT', 'LB')
('SL22517-2022-11-02-12154','S507-10','Tej', 'MB')
