('SL12058-2022-11-01-4','S1-4','BsEjQkPmDajeGhn', 'LB')
('AC04652-2022-11-02-6432','A358-6','TpdPPGIwX', 'SU')
('AC12058-2022-11-01-6528','A363-12','qaXYpshVgcpjyYVc', 'SU')
('SL04652-2022-11-01-6479','S270-23','eVXUf', 'SL')
('AC22517-2022-11-01-6372','A354-18','aKx', 'SU')
('SL04652-2022-11-01-6480','S270-24','rwWToSuQJQzXbyiG', 'SU')
('AC12058-2022-11-01-6531','A363-15','KeypIkTW', 'UB')
('SL04652-2022-11-02-6507','S272-3','kCNbyvyYqn', 'UB')
('AC12058-2022-11-01-6535','A364-1','TdKFbIfQGmPiYLR', 'LB')
('SL04652-2022-11-01-6482','S271-2','ArgYUgL', 'MB')
('SL04652-2022-11-02-6509','S272-5','tXB', 'MB')
('AC22517-2022-11-01-6378','A355-6','zfApUdFpYequXWSB', 'SU')
('AC22517-2022-11-02-6580','A366-10','SObUmJY', 'UB')
('SL04652-2022-11-02-6512','S272-8','lFWVbc', 'SU')
('SL04652-2022-11-01-6485','S271-5','Yin', 'MB')
('SL04652-2022-11-01-6486','S271-6','bECFlHtlKeitQV', 'UB')
('AC22517-2022-11-02-6583','A366-13','MfSub', 'LB')
('SL04652-2022-11-02-6520','S272-16','VCtYqTpWbocr', 'SU')
('AC22517-2022-11-01-6382','A355-10','biZwl', 'UB')
('AC04652-2022-11-02-6456','A359-12','vdbYV', 'SU')
('SL04652-2022-11-01-6492','S271-12','OSAIqzPMreg', 'LB')
('SL22517-2022-11-02-6563','S274-11','PnSyiQdrrQtnpfTM', 'UB')
('AC22517-2022-11-02-6590','A367-2','iXCCKBgEYOKW', 'LB')
('SL04652-2022-11-01-6495','S271-15','hIvrwFpiwd', 'SL')
('AC04652-2022-11-02-6457','A359-13','BmMkiLUzpDzV', 'LB')
('AC22517-2022-11-02-6593','A367-5','XjeYCpkIvqf', 'SL')
('SL04652-2022-11-02-6528','S272-24','pC', 'SU')
('SL04652-2022-11-01-6497','S271-17','dEFovwobYFC', 'LB')
('SL04652-2022-11-02-6588','S275-12','YcRFHEAmBW', 'LB')
('AC04652-2022-11-02-6517','A363-1','bCMPhgXIxjFUd', 'LB')
('AC04652-2022-11-01-6608','A368-2','cwGkNpNXKbbGduEQ', 'LB')
('AC04652-2022-11-01-6609','A368-3','xUuLwaTlhGgcWq', 'UB')
('AC04652-2022-11-02-6520','A363-4','pnli', 'UB')
('AC22517-2022-11-02-6650','A370-8','wPWqUDtPQfcyp', 'LB')
('SL12058-2022-11-01-6538','S273-10','fAXWSVWcgeBOGoyQ', 'MB')
('SL12058-2022-11-01-6539','S273-11','DNsNnDcXkj', 'UB')
('AC04652-2022-11-02-6528','A363-12','Tj', 'SU')
('AC12058-2022-11-01-6595','A367-7','l', 'LB')
('AC04652-2022-11-02-6531','A363-15','waRHsv', 'UB')
('SL22517-2022-11-02-6628','S277-4','bsOvFoQpEAESgy', 'LB')
('AC04652-2022-11-02-6536','A364-2','MErKIelWbzDU', 'LB')
('SL22517-2022-11-01-6541','S273-13','MpizEGAu', 'MB')
('SL04652-2022-11-02-6626','S277-2','ByHsvztOMV', 'MB')
('AC12058-2022-11-01-6620','A368-14','PMgsDfCfW', 'LB')
('SL22517-2022-11-01-6548','S273-20','DvfoykXKp', 'LB')
('AC22517-2022-11-01-6497','A361-17','RU', 'SL')
('SL22517-2022-11-02-6654','S278-6','UN', 'UB')
('SL22517-2022-11-02-6655','S278-7','DJkKycbN', 'SL')
('AC04652-2022-11-02-6569','A365-17','de', 'SL')
('SL22517-2022-11-02-6661','S278-13','BchDfgMIxpGNyd', 'MB')
('SL04652-2022-11-02-6635','S277-11','y', 'UB')
('SL04652-2022-11-02-6637','S277-13','xfgeUSqPEy', 'MB')
('AC12058-2022-11-01-6631','A369-7','gnqavviNTTeVAz', 'LB')
('AC22517-2022-11-02-6694','A372-16','laSjfXfx', 'UB')
('SL12058-2022-11-01-6583','S275-7','bQvEBNQagB', 'SL')
('AC12058-2022-11-01-6634','A369-10','qDr', 'UB')
('AC04652-2022-11-02-6580','A366-10','ZTvmcPkGbcv', 'UB')
('SL22517-2022-11-01-6567','S274-15','kvsroxDtFBVda', 'SL')
('SL22517-2022-11-01-6568','S274-16','ekkD', 'SU')
('SL12058-2022-11-01-6586','S275-10','RBwf', 'MB')
('SL22517-2022-11-02-6675','S279-3','hbOxoKlJS', 'UB')
('AC04652-2022-11-02-6598','A367-10','pVlmZUyGDPO', 'UB')
('AC22517-2022-11-01-6519','A363-3','rMerTEpRVGQC', 'UB')
('SL04652-2022-11-01-6601','S276-1','fy', 'LB')
('AC04652-2022-11-02-6606','A367-18','MklLJPhhbfCurvE', 'SU')
('SL04652-2022-11-01-6607','S276-7','sBE', 'SL')
('AC22517-2022-11-02-6717','A374-3','YxVlQrYZrnErl', 'UB')
('AC12058-2022-11-01-6655','A370-13','bNYYVKQUitS', 'LB')
('AC22517-2022-11-01-6530','A363-14','bpXQLMTgnOYt', 'LB')
('AC04652-2022-11-01-6680','A372-2','NADVAtmYxfn', 'LB')
('AC22517-2022-11-02-6726','A374-12','GzdaI', 'SU')
('SL04652-2022-11-01-6618','S276-18','ptgtrOmRlVMKjfu', 'MB')
('SL04652-2022-11-02-6679','S279-7','KowdfkzUVUJ', 'SL')
('AC22517-2022-11-02-6728','A374-14','CHfclqrNWtBd', 'LB')
('AC04652-2022-11-02-6621','A368-15','zjZepWQzmZA', 'UB')
('AC04652-2022-11-01-6688','A372-10','RjPvfuDSH', 'UB')
('SL04652-2022-11-02-6687','S279-15','dbUdv', 'SL')
('AC04652-2022-11-01-6691','A372-13','YIMatx', 'LB')
('SL22517-2022-11-02-6714','S280-18','wXX', 'MB')
('AC04652-2022-11-02-6628','A369-4','pO', 'UB')
('AC22517-2022-11-01-6543','A364-9','mLv', 'UB')
('AC22517-2022-11-01-6544','A364-10','YHaG', 'UB')
('AC12058-2022-11-01-6683','A372-5','nehZxrChVYGveM', 'SL')
('AC04652-2022-11-01-6696','A372-18','qC', 'SU')
('SL12058-2022-11-01-6621','S276-21','CmMhPPuxiAIQLAg', 'MB')
('AC22517-2022-11-02-6744','A375-12','xZQXgTTbWvMw', 'SU')
('SL12058-2022-11-01-6623','S276-23','pcIpeSAyUetNQ', 'SL')
('SL04652-2022-11-02-6701','S280-5','HZ', 'MB')
('AC22517-2022-11-01-6555','A365-3','I', 'UB')
('AC22517-2022-11-01-6556','A365-4','Ub', 'UB')
('SL04652-2022-11-01-6638','S277-14','wShlwLevHOw', 'UB')
('SL22517-2022-11-01-6607','S276-7','ZczHa', 'SL')
('SL04652-2022-11-01-6639','S277-15','AOBzaHOkoCdzZq', 'SL')
('SL22517-2022-11-02-6727','S281-7','Qazprq', 'SL')
('AC04652-2022-11-01-6708','A373-12','vjyLFEpuiBiY', 'SU')
('AC22517-2022-11-02-6758','A376-8','xBwRRM', 'LB')
('AC22517-2022-11-01-6563','A365-11','xMEIwS', 'SL')
('SL04652-2022-11-01-6642','S277-18','qPv', 'MB')
('SL04652-2022-11-02-6707','S280-11','IARx', 'UB')
('SL04652-2022-11-02-6708','S280-12','IXOVQkem', 'LB')
('AC04652-2022-11-01-6714','A373-18','EMg', 'SU')
('AC04652-2022-11-01-6715','A374-1','iNnCBe', 'LB')
('AC12058-2022-11-01-6700','A373-4','KsRy', 'UB')
('AC12058-2022-11-01-6701','A373-5','shfg', 'SL')
('AC04652-2022-11-01-6718','A374-4','xCLzeEMWWf', 'UB')
('AC04652-2022-11-02-6649','A370-7','YkVqeouOAqWizH', 'LB')
('SL04652-2022-11-01-6649','S278-1','uiyprQWfyW', 'LB')
('SL04652-2022-11-02-6716','S280-20','fAsIuXWxoUXnaY', 'LB')
('AC04652-2022-11-02-6653','A370-11','tZLwtWaBzAyYhzg', 'SL')
('SL12058-2022-11-01-6641','S277-17','DOyxRWpvI', 'LB')
('SL22517-2022-11-01-6622','S276-22','Se', 'UB')
('AC04652-2022-11-02-6656','A370-14','cica', 'LB')
('SL04652-2022-11-02-6722','S281-2','WfRcQV', 'MB')
('SL04652-2022-11-02-6723','S281-3','faFYcTt', 'UB')
('SL22517-2022-11-01-6623','S276-23','aFgYOinjK', 'SL')
('AC22517-2022-11-02-6772','A377-4','TP', 'UB')
('SL22517-2022-11-01-6664','S278-16','HHbXe', 'SU')
('AC22517-2022-11-01-6615','A368-9','E', 'UB')
('AC22517-2022-11-01-6616','A368-10','UfCWJtrvYfJmPDyW', 'UB')
('SL12058-2022-11-01-6689','S279-17','WRFWlowGbzYn', 'LB')
('SL22517-2022-11-01-6673','S279-1','CvyPUdSavyReo', 'LB')
('SL12058-2022-11-01-6696','S279-24','iNICwskDuemf', 'SU')
('SL04652-2022-11-01-6693','S279-21','YhiArklecCpXx', 'MB')
('SL04652-2022-11-02-6783','S283-15','ULGB', 'SL')
('AC04652-2022-11-02-6700','A373-4','GCOZQ', 'UB')
('AC22517-2022-11-02-6812','A379-8','MeTaYWNzXdiBLRx', 'LB')
('SL04652-2022-11-01-6696','S279-24','TnisfGdrOJ', 'SU')
('AC22517-2022-11-02-6813','A379-9','QrHJmEOTal', 'UB')
('AC04652-2022-11-01-6779','A377-11','nCzcK', 'SL')
('SL22517-2022-11-01-6682','S279-10','zYezGsKoQuApnYq', 'MB')
('SL22517-2022-11-01-6683','S279-11','EKxvaSSJtRQo', 'UB')
('SL22517-2022-11-01-6684','S279-12','EtTpcqOLt', 'LB')
('SL22517-2022-11-01-6685','S279-13','RCX', 'MB')
('SL22517-2022-11-02-6776','S283-8','GYlaDRCsuda', 'SU')
('AC04652-2022-11-02-6706','A373-10','BvvXyCaSHIbeYhAp', 'UB')
('SL04652-2022-11-02-6796','S284-4','TqtGOENLDwGaSIwP', 'LB')
('AC22517-2022-11-01-6631','A369-7','nmwwgEFYOuUsTPsL', 'LB')
('AC04652-2022-11-01-6793','A378-7','UVMw', 'LB')
('SL04652-2022-11-01-6706','S280-10','D', 'MB')
('AC22517-2022-11-01-6633','A369-9','ktahiBcxZxi', 'UB')
('AC22517-2022-11-02-6824','A380-2','KniX', 'LB')
('SL12058-2022-11-01-6715','S280-19','aHQEZWccRCha', 'UB')
('SL04652-2022-11-02-6802','S284-10','RIzGxcfmZc', 'MB')
('AC22517-2022-11-01-6636','A369-12','XZsDUsFNolssFGs', 'SU')
('SL12058-2022-11-01-6719','S280-23','yYWnRMUGzKVFiefX', 'SL')
('SL22517-2022-11-01-6701','S280-5','VfsymvjYhf', 'MB')
('SL22517-2022-11-02-6793','S284-1','OaSSdCESS', 'LB')
('AC04652-2022-11-01-6801','A378-15','YjI', 'UB')
('AC22517-2022-11-01-6643','A370-1','KmvkZJyF', 'LB')
('AC04652-2022-11-01-6802','A378-16','tpwCFRQbYSpEzl', 'UB')
('AC04652-2022-11-02-6724','A374-10','EhXTREqqJh', 'UB')
('AC04652-2022-11-01-6804','A378-18','suD', 'SU')
('SL12058-2022-11-01-6726','S281-6','wBh', 'UB')
('SL12058-2022-11-01-6727','S281-7','NszWVzseH', 'SL')
('SL22517-2022-11-01-6711','S280-15','RMPtLAETQdf', 'SL')
('AC22517-2022-11-01-6647','A370-5','naoTOLNy', 'SL')
('SL04652-2022-11-01-6724','S281-4','mYgaU', 'LB')
('SL04652-2022-11-02-6823','S285-7','IAhouNXiNBUT', 'SL')
('AC04652-2022-11-01-6815','A379-11','EuXjaYGhcRom', 'SL')
('AC04652-2022-11-02-6729','A374-15','kelgnEDmhLZOXgCW', 'UB')
('SL22517-2022-11-01-6718','S280-22','PiFoAWJlpBATDlH', 'UB')
('AC22517-2022-11-02-6842','A381-2','QEcTcSnRdF', 'LB')
('SL22517-2022-11-01-6720','S280-24','i', 'SU')
('SL12058-2022-11-01-6737','S281-17','LjUjreObADj', 'LB')
('SL12058-2022-11-01-6738','S281-18','EiSEDsoQEbWhzuX', 'MB')
('AC22517-2022-11-01-6654','A370-12','rjrqoWxzIGa', 'SU')
('AC22517-2022-11-01-6655','A370-13','lDbqKoS', 'LB')
('AC22517-2022-11-01-6658','A370-16','lQn', 'UB')
('AC04652-2022-11-01-6826','A380-4','WixR', 'UB')
('AC22517-2022-11-01-6659','A370-17','ndQD', 'SL')
('AC04652-2022-11-02-6736','A375-4','E', 'UB')
('SL12058-2022-11-01-6747','S282-3','CvbcGPsdEgUlu', 'UB')
('AC04652-2022-11-01-6831','A380-9','tTyCPXqxSKP', 'UB')
('SL04652-2022-11-02-6842','S286-2','i', 'MB')
('AC04652-2022-11-01-6835','A380-13','vTutJmZhFWQfyzp', 'LB')
('SL22517-2022-11-01-6733','S281-13','gsVyHpH', 'MB')
('SL04652-2022-11-01-6738','S281-18','y', 'MB')
('AC04652-2022-11-01-6837','A380-15','r', 'UB')
('SL04652-2022-11-01-6740','S281-20','nqULLZbLicjBgAY', 'LB')
('SL04652-2022-11-02-6846','S286-6','znok', 'UB')
('SL12058-2022-11-01-6761','S282-17','xcEGIEXMVXBLrGLG', 'LB')
('SL12058-2022-11-01-6762','S282-18','GvqHOlAJeRMCcF', 'MB')
('AC22517-2022-11-01-6677','A371-17','jkdCKFBfUx', 'SL')
('AC22517-2022-11-02-6875','A382-17','QssaK', 'SL')
('SL22517-2022-11-02-6841','S286-1','bMMITpUPX', 'LB')
('SL22517-2022-11-01-6744','S281-24','GMUGFImKcmV', 'SU')
('SL12058-2022-11-01-6766','S282-22','iXSUCjfKVqdIANtd', 'UB')
('SL04652-2022-11-01-6748','S282-4','CeWeVZSVDjoKNErY', 'LB')
('AC04652-2022-11-02-6757','A376-7','QOiVJDrgwQskJsup', 'LB')
('AC04652-2022-11-02-6758','A376-8','MkwsAagcc', 'LB')
('SL04652-2022-11-01-6750','S282-6','PlAgSlloGwm', 'UB')
('SL04652-2022-11-02-6865','S287-1','okwxxuBy', 'LB')
('AC22517-2022-11-01-6681','A372-3','DEeBC', 'UB')
('AC22517-2022-11-02-6888','A383-12','rzeEUsaVLVCiW', 'SU')
('AC22517-2022-11-01-6684','A372-6','dTmrwuntUA', 'SU')
('AC22517-2022-11-02-6890','A383-14','x', 'LB')
('AC22517-2022-11-01-6686','A372-8','IkTxLnLGRiitfuh', 'LB')
('SL12058-2022-11-01-6777','S283-9','qeorKqqvmjkxrmJ', 'LB')
('SL04652-2022-11-02-6869','S287-5','unLD', 'MB')
('AC22517-2022-11-01-6711','A373-15','OuePquP', 'UB')
('AC22517-2022-11-01-6712','A373-16','bJcWeM', 'UB')
('SL22517-2022-11-01-6760','S282-16','NyflYaBhFViVDxT', 'SU')
('AC22517-2022-11-02-6913','A385-1','V', 'LB')
('SL04652-2022-11-02-6884','S287-20','PoXMDCoPwWneSD', 'LB')
('AC04652-2022-11-01-6877','A383-1','TbiBzDlpRTstaL', 'LB')
('AC12058-2022-11-01-6861','A382-3','tbfUAHKzdhaYS', 'UB')
('AC12058-2022-11-01-6862','A382-4','JaogbEsIIxv', 'UB')
('SL04652-2022-11-02-6885','S287-21','KZVlhaGFLn', 'MB')
('SL04652-2022-11-02-6887','S287-23','SvDWMLxCGvEtHuj', 'SL')
('AC22517-2022-11-02-6949','A387-1','FCRlDoxTYIq', 'LB')
('SL12058-2022-11-01-6825','S285-9','MVVzJiDWdkbLp', 'LB')
('AC12058-2022-11-01-6903','A384-9','tnx', 'UB')
('AC04652-2022-11-01-6926','A385-14','CM', 'LB')
('AC22517-2022-11-02-6955','A387-7','RgutxmuRmtMbgtQ', 'LB')
('SL04652-2022-11-02-6923','S289-11','ZJbjODQkiIdJk', 'UB')
('AC22517-2022-11-01-6771','A377-3','PWFln', 'UB')
('AC04652-2022-11-02-6821','A379-17','LhKKgOcmuIR', 'SL')
('SL04652-2022-11-01-6847','S286-7','Oaql', 'SL')
('SL04652-2022-11-02-6936','S289-24','gNAAGwJF', 'SU')
('AC22517-2022-11-01-6780','A377-12','rAXDbVxLsgADd', 'SU')
('AC04652-2022-11-02-6831','A380-9','JxSRrUlSUKtbxnE', 'UB')
('SL22517-2022-11-01-6818','S285-2','RJWCnoO', 'MB')
('AC22517-2022-11-01-6783','A377-15','LmhpagsoVdAtoXL', 'UB')
('AC12058-2022-11-01-6932','A386-2','SXT', 'LB')
('SL04652-2022-11-01-6853','S286-13','fNjdkvjXAgtMuf', 'MB')
('AC22517-2022-11-01-6789','A378-3','usOs', 'UB')
('AC04652-2022-11-01-6946','A386-16','cK', 'UB')
('AC22517-2022-11-02-6975','A388-9','mxQQZgs', 'UB')
('AC22517-2022-11-01-6800','A378-14','lBRftx', 'LB')
('AC04652-2022-11-01-6949','A387-1','lpcNHZCtAjgZRBIS', 'LB')
('SL22517-2022-11-02-6951','S290-15','GTFtwMuEQkpP', 'SL')
('SL22517-2022-11-02-6952','S290-16','YYFRQkudYAndYuFz', 'SU')
('SL12058-2022-11-01-6861','S286-21','TFCUoZTwiqSt', 'MB')
('AC04652-2022-11-02-6848','A381-8','hCXDOFMhENuAUAY', 'LB')
('AC04652-2022-11-02-6850','A381-10','VIAGeERWsgxn', 'UB')
('AC22517-2022-11-01-6810','A379-6','yUotfrdxAW', 'SU')
('AC22517-2022-11-02-6983','A388-17','UMZJIA', 'SL')
('SL22517-2022-11-02-6962','S291-2','yiAY', 'MB')
('AC22517-2022-11-02-6985','A389-1','a', 'LB')
('AC12058-2022-11-01-6944','A386-14','KmNXArteOjaYWhz', 'LB')
('SL04652-2022-11-02-6968','S291-8','Su', 'SU')
('AC04652-2022-11-01-6984','A388-18','lwMciVTgcagA', 'SU')
('SL22517-2022-11-01-6864','S286-24','KzVjEKVASKckefWj', 'SU')
('AC22517-2022-11-02-7017','A390-15','um', 'UB')
('SL04652-2022-11-01-6893','S288-5','pofBnMjVDdbq', 'MB')
('SL12058-2022-11-01-6900','S288-12','RFa', 'LB')
('AC22517-2022-11-01-6846','A381-6','uRICrNFe', 'SU')
('SL04652-2022-11-02-6992','S292-8','U', 'SU')
('AC04652-2022-11-01-6991','A389-7','cALbEhjHzbcdbWa', 'LB')
('SL04652-2022-11-02-6994','S292-10','DpSqBsqvwPkQAi', 'MB')
('SL22517-2022-11-01-6872','S287-8','nFA', 'SU')
('AC22517-2022-11-02-7023','A391-3','etKfQPObb', 'UB')
('SL22517-2022-11-01-6875','S287-11','USmxwxMfeY', 'UB')
('AC04652-2022-11-01-6995','A389-11','WUQVXAuuyELqT', 'SL')
('AC22517-2022-11-02-7029','A391-9','eDCVTisoBxFpvoJ', 'UB')
('SL12058-2022-11-01-6909','S288-21','rhAiF', 'MB')
('AC12058-2022-11-01-6994','A389-10','lIRQgJBj', 'UB')
('AC22517-2022-11-01-6869','A382-11','gAcgZUZNVpmDw', 'SL')
('AC22517-2022-11-02-7039','A392-1','NXVhCTyszkTsm', 'LB')
('SL22517-2022-11-02-7014','S293-6','Srnz', 'UB')
('AC22517-2022-11-01-6874','A382-16','kaowEVFzcrsY', 'UB')
('SL04652-2022-11-01-6911','S288-23','nCbA', 'SL')
('AC04652-2022-11-01-7008','A390-6','WMGxjjBvmu', 'SU')
('AC04652-2022-11-02-6902','A384-8','BjGMMCwZTqrIf', 'LB')
('AC12058-2022-11-01-7008','A390-6','MwaJ', 'SU')
('SL22517-2022-11-01-6898','S288-10','NvFIyuU', 'MB')
('SL12058-2022-11-01-6929','S289-17','YifeuZoEgJTYW', 'LB')
('AC04652-2022-11-02-6910','A384-16','uVmwRfgys', 'UB')
('SL22517-2022-11-02-7027','S293-19','inKbIGiGT', 'UB')
('AC04652-2022-11-02-6914','A385-2','MlnEAVLBDS', 'LB')
('SL22517-2022-11-01-6909','S288-21','JnFGIsyBxwydMB', 'MB')
('AC22517-2022-11-02-7059','A393-3','FztNNdaY', 'UB')
('AC22517-2022-11-01-6889','A383-13','jVOldBkLvutzT', 'LB')
('AC22517-2022-11-01-6890','A383-14','KxheNGNiQ', 'LB')
('SL04652-2022-11-01-6936','S289-24','xno', 'SU')
('SL04652-2022-11-02-7040','S294-8','heDNEGgcCMwnQ', 'SU')
('AC22517-2022-11-02-7065','A393-9','eDTbDGSnFk', 'UB')
('AC04652-2022-11-02-6922','A385-10','njMNuoDwgigvAHvN', 'UB')
('SL22517-2022-11-01-6915','S289-3','IuewDO', 'UB')
('SL12058-2022-11-01-6947','S290-11','cCiaZy', 'UB')
('SL22517-2022-11-01-6916','S289-4','ZPdbHvtByVGkgo', 'LB')
('AC22517-2022-11-01-6898','A384-4','cvwh', 'UB')
('AC22517-2022-11-01-6899','A384-5','INxFZwb', 'SL')
('SL12058-2022-11-01-6952','S290-16','SeBVCdWcwb', 'SU')
('SL22517-2022-11-01-6918','S289-6','cvbCdpMQtw', 'UB')
('AC22517-2022-11-01-6905','A384-11','p', 'SL')
('SL04652-2022-11-01-6949','S290-13','mRyzlllU', 'MB')
('AC04652-2022-11-02-6929','A385-17','mUGLXbvwN', 'SL')
('AC04652-2022-11-02-6930','A385-18','edOQ', 'SU')
('AC04652-2022-11-01-7033','A391-13','xaLKqXyy', 'LB')
('SL12058-2022-11-01-6959','S290-23','KwkqytlbOeLLPvSC', 'SL')
('AC22517-2022-11-01-6918','A385-6','uNwnkgpXOhRG', 'SU')
('SL22517-2022-11-02-7058','S295-2','HQIeHVwU', 'MB')
('SL22517-2022-11-02-7059','S295-3','al', 'UB')
('AC04652-2022-11-01-7046','A392-8','P', 'LB')
('SL04652-2022-11-01-6963','S291-3','g', 'UB')
('AC22517-2022-11-01-6922','A385-10','eZ', 'UB')
('AC22517-2022-11-01-6923','A385-11','LilapZDPanqay', 'SL')
('AC12058-2022-11-01-7042','A392-4','OeiYrrxlD', 'UB')
('AC12058-2022-11-01-7043','A392-5','UErOKIJnAdJQDA', 'SL')
('SL22517-2022-11-01-6938','S290-2','mPCwLGroGOBpvdRu', 'MB')
('AC04652-2022-11-01-7049','A392-11','rzSU', 'SL')
('SL04652-2022-11-01-6967','S291-7','mgwGNRJrAW', 'SL')
('SL22517-2022-11-02-7064','S295-8','Dvexfm', 'SU')
('SL12058-2022-11-01-6976','S291-16','hOKqNWNCLtJVZhPW', 'SU')
('SL22517-2022-11-01-6943','S290-7','DbPcoLZ', 'SL')
('AC22517-2022-11-01-6928','A385-16','bomxXocNDXiPtx', 'UB')
('AC04652-2022-11-02-6947','A386-17','OKeuVKOyfEVehuv', 'SL')
('AC22517-2022-11-02-7099','A395-7','ZJ', 'LB')
('SL22517-2022-11-02-7067','S295-11','slpDDDLCzQGyPbQj', 'UB')
('AC22517-2022-11-02-7100','A395-8','cy', 'LB')
('AC22517-2022-11-02-7101','A395-9','dzCrZitnw', 'UB')
('SL22517-2022-11-01-6948','S290-12','HVKXYfqYtc', 'LB')
('AC22517-2022-11-01-6930','A385-18','ulUUPuQhysBK', 'SU')
