('AC04652-2022-11-01-8','A1-8','cvwtnIncQ', 'LB')
('AC04652-2022-11-02-5982','A333-6','D', 'SU')
('SL12058-2022-11-01-6015','S251-15','odoFxIQRboftCr', 'SL')
('AC22517-2022-11-02-6150','A342-12','RDFGqkF', 'SU')
('AC12058-2022-11-01-6070','A338-4','YJUKzaindbor', 'UB')
('AC04652-2022-11-01-6103','A340-1','HNqxDaq', 'LB')
('AC04652-2022-11-02-5990','A333-14','BMpLpOQpugXZTTz', 'LB')
('SL04652-2022-11-01-6026','S252-2','tWQFa', 'MB')
('SL04652-2022-11-01-6027','S252-3','SVxP', 'UB')
('SL12058-2022-11-01-6025','S252-1','VNXqWB', 'LB')
('SL22517-2022-11-02-6130','S256-10','cTbqZEthQIj', 'MB')
('SL04652-2022-11-01-6030','S252-6','STdMlXu', 'UB')
('AC04652-2022-11-01-6109','A340-7','zOnWuO', 'LB')
('AC12058-2022-11-01-6077','A338-11','HWaNYaTINoA', 'SL')
('AC12058-2022-11-01-6078','A338-12','B', 'SU')
('AC22517-2022-11-01-5967','A332-9','bRODsnlZZW', 'UB')
('AC04652-2022-11-02-5995','A334-1','kGzOcuDCOxImi', 'LB')
('SL22517-2022-11-01-6018','S251-18','bfMjP', 'MB')
('AC04652-2022-11-02-5997','A334-3','DPFTyVzbxvNg', 'UB')
('AC04652-2022-11-01-6113','A340-11','ddjFxfk', 'SL')
('AC04652-2022-11-02-6000','A334-6','UnlYWh', 'SU')
('AC04652-2022-11-02-6001','A334-7','SWBAC', 'LB')
('AC04652-2022-11-01-6115','A340-13','rcHEFOfhbuIIeFaa', 'LB')
('SL04652-2022-11-01-6043','S252-19','GXrzApWwtmwfv', 'UB')
('AC04652-2022-11-02-6014','A335-2','lJPJwbGicIN', 'LB')
('SL12058-2022-11-01-6046','S252-22','kzyftJ', 'UB')
('SL04652-2022-11-02-6067','S253-19','yAKKZ', 'UB')
('SL12058-2022-11-01-6047','S252-23','gBkgKQQPel', 'SL')
('SL22517-2022-11-02-6147','S257-3','L', 'UB')
('AC22517-2022-11-01-5977','A333-1','OiKQdXdlcTCYq', 'LB')
('AC12058-2022-11-01-6090','A339-6','vgSWlOTODwbt', 'SU')
('SL22517-2022-11-01-6041','S252-17','LfwDIk', 'LB')
('AC12058-2022-11-01-6092','A339-8','leWFaTDSmIIrre', 'LB')
('SL22517-2022-11-01-6043','S252-19','DXLLXaSIToOeYo', 'UB')
('SL04652-2022-11-02-6073','S254-1','gdQRetfShqOTya', 'LB')
('AC22517-2022-11-02-6176','A344-2','DWRphvmiJmWER', 'LB')
('AC12058-2022-11-01-6096','A339-12','EevqNYXH', 'SU')
('SL04652-2022-11-02-6076','S254-4','KYHUIEhajKu', 'LB')
('SL22517-2022-11-02-6151','S257-7','LfVqLWHXktP', 'SL')
('SL04652-2022-11-02-6077','S254-5','zXxfcJyImpaSPZX', 'MB')
('SL12058-2022-11-01-6058','S253-10','AqAXYvIwuiE', 'MB')
('AC04652-2022-11-02-6058','A337-10','Sdb', 'UB')
('SL04652-2022-11-02-6106','S255-10','dRoQ', 'MB')
('AC04652-2022-11-01-6160','A343-4','CoIsPYZcELqcP', 'UB')
('AC22517-2022-11-01-6017','A335-5','bv', 'SL')
('AC22517-2022-11-01-6018','A335-6','KRIFJRfyGIwtgqSn', 'SU')
('AC04652-2022-11-01-6164','A343-8','lDpPOqWIvGzlosz', 'LB')
('AC04652-2022-11-02-6079','A338-13','ijNvzlFVPNvoPd', 'LB')
('SL12058-2022-11-01-6087','S254-15','n', 'SL')
('AC04652-2022-11-02-6081','A338-15','nhaBKgfZLwE', 'UB')
('SL04652-2022-11-01-6106','S255-10','FXwCYSMFeTHFz', 'MB')
('AC22517-2022-11-02-6230','A347-2','IIeCKfe', 'LB')
('AC12058-2022-11-01-6142','A342-4','huL', 'UB')
('SL04652-2022-11-01-6112','S255-16','ZvdNXZAX', 'SU')
('AC12058-2022-11-01-6144','A342-6','ZKGBwPzFLgc', 'SU')
('SL04652-2022-11-01-6115','S255-19','DHQKPgQHyInpS', 'UB')
('SL22517-2022-11-01-6096','S254-24','cxrld', 'SU')
('SL04652-2022-11-01-6117','S255-21','mcyhootkScKKkkW', 'MB')
('AC04652-2022-11-02-6089','A339-5','HSeSq', 'SL')
('SL22517-2022-11-02-6209','S259-17','ViLgB', 'LB')
('SL12058-2022-11-01-6098','S255-2','pufmymSStL', 'MB')
('SL22517-2022-11-02-6213','S259-21','qTHzFGT', 'MB')
('AC22517-2022-11-01-6041','A336-11','YzRN', 'SL')
('AC04652-2022-11-02-6092','A339-8','QxsYwNJXe', 'LB')
('SL12058-2022-11-01-6107','S255-11','YGwQbTLWSZNzjnf', 'UB')
('SL04652-2022-11-01-6125','S256-5','BRM', 'MB')
('AC12058-2022-11-01-6158','A343-2','kLvWOz', 'LB')
('AC04652-2022-11-02-6093','A339-9','ZckuQVJbj', 'UB')
('AC22517-2022-11-02-6239','A347-11','PRX', 'SL')
('AC04652-2022-11-01-6181','A344-7','ZpIFjFLrMCT', 'LB')
('AC12058-2022-11-01-6161','A343-5','SFSPAzoEsEBdlgl', 'SL')
('AC22517-2022-11-01-6051','A337-3','Sxbc', 'UB')
('AC04652-2022-11-02-6098','A339-14','PO', 'LB')
('AC04652-2022-11-02-6099','A339-15','EYjCtpYNULcOwyIR', 'UB')
('SL12058-2022-11-01-6113','S255-17','voxLUiKVsPeIOyUF', 'LB')
('SL22517-2022-11-02-6225','S260-9','z', 'LB')
('AC22517-2022-11-01-6057','A337-9','DQyIQdcjAgTwnDSO', 'UB')
('SL22517-2022-11-02-6228','S260-12','sNpcpIpUmBzENb', 'LB')
('SL12058-2022-11-01-6116','S255-20','ySOAX', 'LB')
('SL22517-2022-11-02-6229','S260-13','clryQKCxq', 'MB')
('AC04652-2022-11-02-6102','A339-18','QhDCkPD', 'SU')
('AC12058-2022-11-01-6166','A343-10','cDXqXAuESwfiTkdt', 'UB')
('AC12058-2022-11-01-6167','A343-11','OwrNsjoTil', 'SL')
('AC22517-2022-11-01-6059','A337-11','dOdkW', 'SL')
('SL04652-2022-11-01-6134','S256-14','cMqKQOal', 'UB')
('AC12058-2022-11-01-6170','A343-14','svTInoJaTjuKH', 'LB')
('AC04652-2022-11-02-6109','A340-7','ZoJd', 'LB')
('AC22517-2022-11-01-6061','A337-13','G', 'LB')
('SL22517-2022-11-01-6115','S255-19','peuzichqIr', 'UB')
('SL12058-2022-11-01-6124','S256-4','JKl', 'LB')
('SL22517-2022-11-01-6119','S255-23','lnSonGsrxEF', 'SL')
('AC04652-2022-11-02-6113','A340-11','HejjskFT', 'SL')
('SL22517-2022-11-02-6240','S260-24','M', 'SU')
('SL12058-2022-11-01-6125','S256-5','SsW', 'MB')
('SL04652-2022-11-01-6139','S256-19','FHXZwqGyTPLySrW', 'UB')
('SL22517-2022-11-01-6125','S256-5','aNAe', 'MB')
('SL04652-2022-11-01-6142','S256-22','qKeAr', 'UB')
('AC12058-2022-11-01-6182','A344-8','VBuXFXS', 'LB')
('AC12058-2022-11-01-6183','A344-9','qBsaJlRxxNcEAvoS', 'UB')
('AC22517-2022-11-02-6261','A348-15','D', 'UB')
('SL12058-2022-11-01-6134','S256-14','YfDfMjncVNC', 'UB')
('AC04652-2022-11-01-6201','A345-9','jehwpLg', 'UB')
('SL04652-2022-11-01-6147','S257-3','Fe', 'UB')
('AC12058-2022-11-01-6188','A344-14','HrvjodYb', 'LB')
('AC04652-2022-11-02-6125','A341-5','RQWbGOsVjtymHS', 'SL')
('SL22517-2022-11-01-6133','S256-13','mPyKpyfPFJ', 'MB')
('SL04652-2022-11-01-6151','S257-7','MpBNauw', 'SL')
('AC04652-2022-11-02-6127','A341-7','yHphHI', 'LB')
('SL04652-2022-11-01-6179','S258-11','Q', 'UB')
('AC22517-2022-11-02-6297','A350-15','HBtHHmvrqxWTHf', 'UB')
('SL04652-2022-11-01-6182','S258-14','bdoOLRBJHbNSZR', 'UB')
('SL22517-2022-11-02-6279','S262-15','SiWeYriU', 'SL')
('SL04652-2022-11-02-6199','S259-7','SVMro', 'SL')
('SL04652-2022-11-01-6186','S258-18','IZ', 'MB')
('AC12058-2022-11-01-6223','A346-13','ZLr', 'LB')
('SL22517-2022-11-02-6282','S262-18','cSnyLZW', 'MB')
('SL04652-2022-11-02-6203','S259-11','hD', 'UB')
('SL12058-2022-11-01-6168','S257-24','ueSbgHUSHu', 'SU')
('AC04652-2022-11-01-6245','A347-17','Y', 'SL')
('AC04652-2022-11-01-6246','A347-18','PgpNnugL', 'SU')
('SL04652-2022-11-01-6193','S259-1','pNwCJpumFvMKyUxY', 'LB')
('SL22517-2022-11-02-6287','S262-23','GSfQcJqGTs', 'SL')
('SL22517-2022-11-02-6289','S263-1','yqt', 'LB')
('SL04652-2022-11-02-6208','S259-16','hygFTBvi', 'SU')
('AC04652-2022-11-01-6252','A348-6','TyBuoTHSL', 'SU')
('AC04652-2022-11-01-6253','A348-7','uuoYo', 'LB')
('AC22517-2022-11-02-6306','A351-6','Dboq', 'SU')
('SL22517-2022-11-01-6169','S258-1','tf', 'LB')
('AC12058-2022-11-01-6241','A347-13','vvYZZKCAwrcESl', 'LB')
('SL22517-2022-11-01-6172','S258-4','zIF', 'LB')
('SL12058-2022-11-01-6184','S258-16','YhbNLqJRMkzeBBPT', 'SU')
('SL22517-2022-11-01-6173','S258-5','nSrN', 'MB')
('AC22517-2022-11-01-6112','A340-10','C', 'UB')
('SL22517-2022-11-02-6296','S263-8','xKVatwASMuG', 'SU')
('SL22517-2022-11-01-6175','S258-7','flsgWcLOwT', 'SL')
('SL12058-2022-11-01-6187','S258-19','bbHfbKuZJOeQTid', 'UB')
('AC22517-2022-11-02-6321','A352-3','I', 'UB')
('AC12058-2022-11-01-6251','A348-5','CoCsZUZDeOnpPCf', 'SL')
('SL22517-2022-11-01-6184','S258-16','m', 'SU')
('AC22517-2022-11-02-6336','A352-18','pkcluOwXMliGWs', 'SU')
('AC22517-2022-11-02-6337','A353-1','qGLZXUKarX', 'LB')
('SL22517-2022-11-01-6193','S259-1','YMMPhyIbbQfP', 'LB')
('SL04652-2022-11-01-6225','S260-9','kTtxrHFdKqa', 'LB')
('SL04652-2022-11-01-6226','S260-10','TvRRKPtISlu', 'MB')
('AC12058-2022-11-01-6270','A349-6','twZwFtJYph', 'SU')
('AC12058-2022-11-01-6271','A349-7','DFJgJJwoD', 'LB')
('SL04652-2022-11-02-6249','S261-9','NVYUYGfHSkvC', 'LB')
('SL04652-2022-11-01-6232','S260-16','YB', 'SU')
('AC22517-2022-11-01-6134','A341-14','khhjbMPwOqT', 'LB')
('AC12058-2022-11-01-6331','A352-13','viXHGsLblDjrBy', 'LB')
('SL12058-2022-11-01-6266','S262-2','pMMaOobQ', 'MB')
('AC04652-2022-11-02-6250','A348-4','sxzxOMWZXDoSGn', 'UB')
('SL04652-2022-11-02-6304','S263-16','tKFv', 'SU')
('SL04652-2022-11-02-6305','S263-17','TQpKPSJZzgqGPM', 'LB')
('SL22517-2022-11-02-6382','S266-22','T', 'UB')
('SL04652-2022-11-01-6297','S263-9','tefnzlppudZgHz', 'LB')
('SL04652-2022-11-01-6299','S263-11','cJBCgCA', 'UB')
('SL12058-2022-11-01-6272','S262-8','cXB', 'SU')
('SL22517-2022-11-01-6249','S261-9','RSwFaEPVDlOY', 'LB')
('AC12058-2022-11-01-6345','A353-9','eoUHGuwJrXXlIRr', 'UB')
('SL04652-2022-11-02-6316','S264-4','FBHQIvuBsExJzCSk', 'LB')
('AC04652-2022-11-02-6266','A349-2','XlfqAKUozOO', 'LB')
('SL12058-2022-11-01-6288','S262-24','IoCtqj', 'SU')
('AC22517-2022-11-02-6406','A356-16','ImPiTgGScAbdIe', 'UB')
('SL12058-2022-11-01-6290','S263-2','IRvejSghfIlhct', 'MB')
('AC22517-2022-11-02-6409','A357-1','OIWZHil', 'LB')
('AC22517-2022-11-01-6214','A346-4','fancwx', 'UB')
('AC04652-2022-11-02-6274','A349-10','jXUhvdKuNGKDjtQL', 'UB')
('SL22517-2022-11-01-6265','S262-1','pMK', 'LB')
('AC22517-2022-11-02-6414','A357-6','NRrOhTVKWmD', 'SU')
('SL04652-2022-11-01-6318','S264-6','vqNk', 'UB')
('SL04652-2022-11-01-6319','S264-7','wmojiYMKNucabtn', 'SL')
('AC04652-2022-11-02-6278','A349-14','QCV', 'LB')
('SL22517-2022-11-01-6273','S262-9','yscGH', 'LB')
('SL04652-2022-11-01-6323','S264-11','xEPYqzDLtyIqoEQ', 'UB')
('SL22517-2022-11-02-6410','S268-2','g', 'MB')
('SL04652-2022-11-01-6330','S264-18','NCznBxUFFUQj', 'MB')
('SL04652-2022-11-02-6356','S265-20','QmTizslMONhy', 'LB')
('SL04652-2022-11-01-6335','S264-23','ZVzOlmaB', 'SL')
('SL22517-2022-11-02-6412','S268-4','ETBVJ', 'LB')
('AC22517-2022-11-01-6233','A347-5','fJGTqPhDQrmL', 'SL')
('AC22517-2022-11-01-6234','A347-6','hPZJPY', 'SU')
('SL04652-2022-11-01-6341','S265-5','AgbuoQKosaAv', 'MB')
('AC04652-2022-11-02-6304','A351-4','qxQVO', 'UB')
('AC04652-2022-11-01-6405','A356-15','BtteraOibSldN', 'UB')
('SL04652-2022-11-01-6349','S265-13','GRnDWpjUVWDp', 'MB')
('SL04652-2022-11-02-6372','S266-12','t', 'LB')
('SL22517-2022-11-01-6299','S263-11','dN', 'UB')
('SL22517-2022-11-01-6300','S263-12','kUWFDwUtY', 'LB')
('SL22517-2022-11-02-6426','S268-18','cFlCBTrJt', 'MB')
('SL04652-2022-11-02-6378','S266-18','u', 'MB')
('SL12058-2022-11-01-6340','S265-4','ljjOUgdpP', 'LB')
('AC04652-2022-11-01-6418','A357-10','frHEMGlChU', 'UB')
('AC12058-2022-11-01-6402','A356-12','Hga', 'SU')
('SL12058-2022-11-01-6346','S265-10','bIYeTZrwLGUx', 'MB')
('SL12058-2022-11-01-6348','S265-12','icuBlvsTPB', 'LB')
('SL04652-2022-11-01-6369','S266-9','NqVgDxeyaWnfDnbk', 'LB')
('AC12058-2022-11-01-6411','A357-3','SFEwLuzZsbyXa', 'UB')
('SL04652-2022-11-02-6398','S267-14','gslbbs', 'UB')
('SL04652-2022-11-01-6380','S266-20','JfwVAa', 'LB')
('AC04652-2022-11-01-6434','A358-8','rYkMoqBSZZGoamfX', 'LB')
('AC22517-2022-11-02-6457','A359-13','XvPn', 'LB')
('SL22517-2022-11-01-6321','S264-9','SmqneaQyafyHgP', 'LB')
('AC04652-2022-11-01-6437','A358-11','Vl', 'SL')
('AC04652-2022-11-02-6339','A353-3','NlcvOxOiFhLVdW', 'UB')
('SL22517-2022-11-02-6439','S269-7','hjMbugoo', 'SL')
('AC12058-2022-11-01-6420','A357-12','jYqqZZbuVeaT', 'SU')
('AC12058-2022-11-01-6424','A357-16','wsdZXFWn', 'UB')
('SL04652-2022-11-01-6388','S267-4','IfqyqYMGtyVz', 'LB')
('SL22517-2022-11-02-6447','S269-15','hRMzabHd', 'SL')
('AC22517-2022-11-02-6463','A360-1','iXENhWAbONEFHY', 'LB')
('SL22517-2022-11-01-6332','S264-20','rKQn', 'LB')
('AC22517-2022-11-01-6274','A349-10','soBdzjQtadAsV', 'UB')
('AC22517-2022-11-01-6275','A349-11','SJQSNRx', 'SL')
('SL12058-2022-11-01-6374','S266-14','lUiuo', 'UB')
('AC12058-2022-11-01-6428','A358-2','Qqle', 'LB')
('SL12058-2022-11-01-6376','S266-16','veIvGNmdvpC', 'SU')
('SL22517-2022-11-01-6336','S264-24','oLKhvagqszzA', 'SU')
('SL22517-2022-11-01-6337','S265-1','tEhm', 'LB')
('SL04652-2022-11-01-6397','S267-13','ketjU', 'MB')
('SL04652-2022-11-02-6408','S267-24','DyrNYOSic', 'SU')
('SL22517-2022-11-02-6454','S269-22','szlufetIHMJNk', 'UB')
('AC22517-2022-11-02-6469','A360-7','HGuAwMZB', 'LB')
('SL04652-2022-11-01-6400','S267-16','Kykb', 'SU')
('SL22517-2022-11-01-6343','S265-7','SDk', 'SL')
('SL12058-2022-11-01-6383','S266-23','TKEGv', 'SL')
('AC04652-2022-11-01-6454','A359-10','UDLkZhcEqZXeNWBy', 'UB')
('AC04652-2022-11-01-6457','A359-13','oDSEumjZlkQDp', 'LB')
('AC04652-2022-11-01-6458','A359-14','jDwscet', 'LB')
('AC12058-2022-11-01-6437','A358-11','Izutmw', 'SL')
('AC12058-2022-11-01-6438','A358-12','PeBrLuDnG', 'SU')
('AC22517-2022-11-02-6480','A360-18','ovXZrvZWmwYELWAh', 'SU')
('SL22517-2022-11-02-6461','S270-5','Oc', 'MB')
('SL12058-2022-11-01-6389','S267-5','QvUyA', 'MB')
('AC22517-2022-11-02-6485','A361-5','PFAQhDYvyE', 'SL')
('AC04652-2022-11-01-6467','A360-5','FC', 'SL')
('AC12058-2022-11-01-6447','A359-3','nhiFGaKWSG', 'UB')
('SL04652-2022-11-01-6412','S268-4','VhGobCQC', 'LB')
('SL04652-2022-11-01-6413','S268-5','wGCIdEDpoJCyv', 'MB')
('AC12058-2022-11-01-6448','A359-4','dtdMOMle', 'UB')
('SL22517-2022-11-01-6362','S266-2','KuINRUZULfo', 'MB')
('SL04652-2022-11-02-6424','S268-16','sjtghlKWKhLY', 'SU')
('SL12058-2022-11-01-6393','S267-9','kHXUJBrgGYi', 'LB')
('AC12058-2022-11-01-6451','A359-7','kGyuoGj', 'LB')
('AC22517-2022-11-02-6493','A361-13','lTiFQ', 'LB')
('SL22517-2022-11-01-6367','S266-7','klJAfds', 'SL')
('SL22517-2022-11-02-6470','S270-14','GQPUm', 'UB')
('SL12058-2022-11-01-6399','S267-15','kYkzlTmPyrWve', 'SL')
('AC04652-2022-11-02-6375','A355-3','XUnmAK', 'UB')
('AC22517-2022-11-01-6303','A351-3','lpacGoRS', 'UB')
('AC04652-2022-11-01-6473','A360-11','UvPriewPkNIg', 'SL')
('SL04652-2022-11-02-6431','S268-23','dIFmQ', 'SL')
('AC04652-2022-11-01-6477','A360-15','wLReoVwrbV', 'UB')
('AC22517-2022-11-02-6501','A362-3','UDZBraYwWIU', 'UB')
('SL22517-2022-11-02-6477','S270-21','UZ', 'MB')
('AC22517-2022-11-01-6309','A351-9','QmjPeYzTrB', 'UB')
('AC22517-2022-11-01-6314','A351-14','eaaMeuOmQYvXm', 'LB')
('AC04652-2022-11-01-6482','A361-2','E', 'LB')
('SL12058-2022-11-01-6405','S267-21','cfEkGdIYuLDanhE', 'MB')
('SL04652-2022-11-02-6442','S269-10','xGTzZWubOYucWDO', 'MB')
('AC04652-2022-11-02-6388','A355-16','jOrbV', 'UB')
('AC22517-2022-11-01-6319','A352-1','hteyRDxqvATkfJI', 'LB')
('SL22517-2022-11-01-6388','S267-4','fQRbIfcfqnSPVwF', 'LB')
('SL04652-2022-11-01-6432','S268-24','AQjAi', 'SU')
('SL22517-2022-11-01-6391','S267-7','tmDXhkovAyExb', 'SL')
('SL04652-2022-11-02-6450','S269-18','Wb', 'MB')
('SL22517-2022-11-01-6393','S267-9','gMqOsvsh', 'LB')
('SL04652-2022-11-01-6437','S269-5','HgYMDrBnF', 'MB')
('SL04652-2022-11-01-6438','S269-6','ebffooomVqVs', 'UB')
('AC04652-2022-11-02-6399','A356-9','pdy', 'UB')
('AC22517-2022-11-02-6529','A363-13','dQSYYGQNhKwmxFbU', 'LB')
('AC12058-2022-11-01-6482','A361-2','uuR', 'LB')
('AC04652-2022-11-02-6401','A356-11','ea', 'SL')
('AC22517-2022-11-01-6335','A352-17','WNEOLzXLC', 'SL')
('SL04652-2022-11-01-6447','S269-15','ANOei', 'SL')
('AC04652-2022-11-02-6405','A356-15','PXrhXQXczFOops', 'UB')
('AC22517-2022-11-02-6536','A364-2','fdLYcjeljg', 'LB')
('SL22517-2022-11-02-6512','S272-8','LJcy', 'SU')
('AC22517-2022-11-01-6342','A353-6','y', 'SU')
('SL22517-2022-11-01-6410','S268-2','FPCwpbStNJb', 'MB')
('SL04652-2022-11-02-6477','S270-21','df', 'MB')
('SL04652-2022-11-02-6478','S270-22','TQBsaSYoby', 'UB')
('SL04652-2022-11-01-6456','S269-24','WQflAl', 'SU')
('AC12058-2022-11-01-6503','A362-5','HnGnEEKZmVBOcziP', 'SL')
('SL04652-2022-11-01-6458','S270-2','OlLXQcSlCToTeJr', 'MB')
('SL22517-2022-11-02-6529','S273-1','VtsfBRiknAZzS', 'LB')
('SL22517-2022-11-02-6530','S273-2','mrkzxkhcclpbWmj', 'MB')
('SL22517-2022-11-02-6531','S273-3','NZiSzUd', 'UB')
('AC22517-2022-11-02-6559','A365-7','kMlKhLqRR', 'LB')
('AC22517-2022-11-01-6359','A354-5','cdrJhMRDiyVxo', 'SL')
('AC22517-2022-11-02-6563','A365-11','nWsqpOscL', 'SL')
('AC22517-2022-11-02-6565','A365-13','UlIKSimbPOPyiXx', 'LB')
('AC22517-2022-11-02-6566','A365-14','HsAPQgFTgaYhg', 'LB')
('SL04652-2022-11-02-6495','S271-15','mEhTdjnY', 'SL')
('AC04652-2022-11-01-6527','A363-11','xkwuZi', 'SL')
('AC12058-2022-11-01-6519','A363-3','gSdvBgMla', 'UB')
('AC12058-2022-11-01-6524','A363-8','cdxzYMaRpeNcozqa', 'LB')
('SL04652-2022-11-02-6501','S271-21','gNheZW', 'MB')
('AC04652-2022-11-01-6533','A363-17','gXYhaK', 'SL')
('AC22517-2022-11-01-6369','A354-15','eucPfivEPWSFhdO', 'UB')
('SL22517-2022-11-02-6551','S273-23','lHAPgCGWuepkNmp', 'SL')
('AC04652-2022-11-01-6537','A364-3','IR', 'UB')
('SL12058-2022-11-01-6461','S270-5','yDGrvOtsuMkX', 'MB')
('AC22517-2022-11-01-6444','A358-18','kXGSSsuJ', 'SU')
('AC04652-2022-11-01-6595','A367-7','PVwRxbpHOWLjl', 'LB')
('SL12058-2022-11-01-6526','S272-22','eHlLZMh', 'UB')
('AC22517-2022-11-02-6641','A369-17','bvLQJYtfH', 'SL')
('AC04652-2022-11-02-6515','A362-17','ACosVwSNqnnPLwhz', 'SL')
('AC12058-2022-11-01-6587','A366-17','AaYnGuKROIcrl', 'SL')
('AC22517-2022-11-02-6651','A370-9','TDveIroipBuIZaTb', 'UB')
('AC04652-2022-11-01-6616','A368-10','tkopzifmsyASd', 'UB')
('SL12058-2022-11-01-6541','S273-13','CkULjESOjVMzTbL', 'MB')
('AC12058-2022-11-01-6593','A367-5','SqdJb', 'SL')
('AC04652-2022-11-02-6535','A364-1','JFtPlsJOnCtRHSS', 'LB')
('SL04652-2022-11-02-6602','S276-2','ZfobFwIujT', 'MB')
('AC04652-2022-11-02-6538','A364-4','WV', 'UB')
('SL22517-2022-11-02-6630','S277-6','IEpwwOhORta', 'UB')
('AC12058-2022-11-01-6602','A367-14','qy', 'LB')
('AC12058-2022-11-01-6603','A367-15','CJpN', 'UB')
('SL22517-2022-11-02-6632','S277-8','UzVWvJwhobfhhHF', 'SU')
('SL04652-2022-11-02-6608','S276-8','SwHA', 'SU')
('SL22517-2022-11-01-6531','S273-3','GAbNMfZiySZU', 'UB')
('AC22517-2022-11-02-6672','A371-12','ANfevRIAazAU', 'SU')
('AC12058-2022-11-01-6609','A368-3','RfKWHrUKC', 'UB')
('AC04652-2022-11-02-6551','A364-17','zTCWCE', 'SL')
('AC12058-2022-11-01-6611','A368-5','IAh', 'SL')
('AC04652-2022-11-01-6637','A369-13','nPw', 'LB')
('SL04652-2022-11-01-6576','S274-24','vPabTpM', 'SU')
('SL22517-2022-11-01-6555','S274-3','jaacUHpApsYRa', 'UB')
('SL04652-2022-11-02-6639','S277-15','TVxZzk', 'SL')
('SL12058-2022-11-01-6579','S275-3','mPrpHw', 'UB')
('AC22517-2022-11-02-6697','A373-1','ANILcwIaAA', 'LB')
('AC22517-2022-11-02-6699','A373-3','FmNSyaEjzpUP', 'UB')
('SL22517-2022-11-02-6674','S279-2','I', 'MB')
('AC22517-2022-11-01-6509','A362-11','mmKEW', 'SL')
('SL22517-2022-11-01-6572','S274-20','zPkCUe', 'LB')
('AC04652-2022-11-02-6593','A367-5','kNSvrCFTvdNAiI', 'SL')
('SL12058-2022-11-01-6591','S275-15','CR', 'SL')
('AC04652-2022-11-02-6602','A367-14','QOAraeIwr', 'LB')
('AC22517-2022-11-02-6712','A373-16','YmkvX', 'UB')
('AC12058-2022-11-01-6652','A370-10','HFwxxZgAQXSOJea', 'UB')
('SL22517-2022-11-01-6581','S275-5','RcLIYasaOP', 'MB')
('SL04652-2022-11-01-6605','S276-5','xSRUzaT', 'MB')
('SL04652-2022-11-01-6606','S276-6','ytVE', 'UB')
('SL22517-2022-11-01-6582','S275-6','Z', 'UB')
('SL04652-2022-11-02-6664','S278-16','bZDCezQVUvm', 'SU')
('SL04652-2022-11-02-6666','S278-18','N', 'MB')
('SL04652-2022-11-02-6667','S278-19','CFULCBIDjUZ', 'UB')
('AC22517-2022-11-02-6718','A374-4','QFWQKMDuApvKgVsD', 'UB')
('SL12058-2022-11-01-6604','S276-4','cSnNbdCbuqhogMK', 'LB')
('SL04652-2022-11-02-6670','S278-22','FsSVfGetazeVe', 'UB')
('AC04652-2022-11-01-6677','A371-17','dn', 'SL')
('AC04652-2022-11-01-6678','A371-18','TwGOVCxqofPcKTYG', 'SU')
('SL22517-2022-11-01-6588','S275-12','lzfYqNGCYBQeB', 'LB')
('AC22517-2022-11-02-6723','A374-9','x', 'UB')
('AC22517-2022-11-02-6724','A374-10','miagFd', 'UB')
('AC12058-2022-11-01-6663','A371-3','M', 'UB')
('SL04652-2022-11-02-6686','S279-14','xLbOY', 'UB')
('AC04652-2022-11-01-6690','A372-12','SCEno', 'SU')
('AC22517-2022-11-02-6732','A374-18','MKlYWsktZ', 'SU')
('SL04652-2022-11-02-6689','S279-17','EchRUXxExolAvV', 'LB')
('AC12058-2022-11-01-6681','A372-3','LsIGGeNzNgQwrfW', 'UB')
('AC04652-2022-11-01-6693','A372-15','UMlDDxOolyjqb', 'UB')
('SL22517-2022-11-01-6603','S276-3','IgVZeid', 'UB')
('AC22517-2022-11-01-6546','A364-12','ydNKsNq', 'SU')
('SL04652-2022-11-02-6698','S280-2','IRFccbyKRuMhwi', 'MB')
('AC22517-2022-11-02-6746','A375-14','EA', 'LB')
('AC22517-2022-11-02-6747','A375-15','OTGsGQBFFaaIHjq', 'UB')
('SL22517-2022-11-02-6721','S281-1','pCAgHUipwfYJVQPK', 'LB')
('AC12058-2022-11-01-6688','A372-10','wRZzDVoilmftmqb', 'UB')
('SL04652-2022-11-02-6703','S280-7','IcPp', 'SL')
('SL04652-2022-11-02-6704','S280-8','NT', 'SU')
('SL12058-2022-11-01-6629','S277-5','uZxlqqFhlBFI', 'MB')
('AC04652-2022-11-02-6639','A369-15','UJuPhaSjpvncLx', 'UB')
('AC12058-2022-11-01-6692','A372-14','qdkOxtloR', 'LB')
('AC22517-2022-11-02-6756','A376-6','RvdJvZewWQc', 'SU')
('AC12058-2022-11-01-6693','A372-15','yutIc', 'UB')
('SL04652-2022-11-02-6706','S280-10','tDXku', 'MB')
('AC22517-2022-11-02-6759','A376-9','vBLbfLWvNqaJXRE', 'UB')
('AC04652-2022-11-02-6645','A370-3','DmTAiJrtWitzXQE', 'UB')
('AC04652-2022-11-01-6713','A373-17','WVBHClnMYSgu', 'SL')
('SL22517-2022-11-01-6612','S276-12','lUWkonLsyTanjda', 'LB')
('SL04652-2022-11-01-6645','S277-21','w', 'MB')
('AC04652-2022-11-01-6716','A374-2','gFqFwrzyoFbYKOF', 'LB')
('AC04652-2022-11-01-6717','A374-3','lPt', 'UB')
('AC12058-2022-11-01-6702','A373-6','EdMYh', 'SU')
