('AC22517-2022-11-02-6895','A384-1','JbfwnAZTarnl', 'LB')
('AC22517-2022-11-02-8639','A480-17','J', 'SL')
('SL12058-2022-11-01-8509','S355-13','dv', 'MB')
('SL04652-2022-11-02-8526','S356-6','ChrwjibWtWX', 'UB')
('SL22517-2022-11-02-8658','S361-18','gjtJBQIgfzfbxCd', 'MB')
('SL04652-2022-11-02-8527','S356-7','LskmFMwqAefF', 'SL')
('SL04652-2022-11-01-8692','S363-4','e', 'LB')
('AC22517-2022-11-02-8640','A480-18','vOFRWUl', 'SU')
('AC04652-2022-11-01-8568','A476-18','QIdRXzI', 'SU')
('AC22517-2022-11-02-8643','A481-3','UAaAksxIburZrxR', 'UB')
('AC04652-2022-11-02-8648','A481-8','dsdD', 'LB')
('AC22517-2022-11-02-8644','A481-4','KtqScP', 'UB')
('SL22517-2022-11-02-8662','S361-22','ZocjWrDy', 'UB')
('SL04652-2022-11-01-8693','S363-5','cyMRbCfGf', 'MB')
('AC04652-2022-11-01-8569','A477-1','qnqWrUL', 'LB')
('AC04652-2022-11-02-8652','A481-12','gHifW', 'SU')
('SL12058-2022-11-01-8513','S355-17','Ll', 'LB')
('SL22517-2022-11-01-8587','S358-19','YBcBtl', 'UB')
('AC22517-2022-11-02-8648','A481-8','UnwTgzyCKalPHTz', 'LB')
('AC12058-2022-11-01-8448','A470-6','Lv', 'SU')
('SL12058-2022-11-01-8518','S355-22','b', 'UB')
('AC12058-2022-11-01-8449','A470-7','yKJZOo', 'LB')
('SL04652-2022-11-02-8534','S356-14','YkVuUxKhOgHHvV', 'UB')
('SL04652-2022-11-01-8700','S363-12','DhElZIBUmxlsG', 'LB')
('SL22517-2022-11-01-8591','S358-23','uQSxNATvbZc', 'SL')
('AC22517-2022-11-02-8651','A481-11','PPnugTRFsl', 'SL')
('SL22517-2022-11-01-8593','S359-1','hcIip', 'LB')
('SL22517-2022-11-02-8669','S362-5','mtotPcVXMmxutg', 'MB')
('SL22517-2022-11-01-8594','S359-2','FUdcr', 'MB')
('AC04652-2022-11-01-8573','A477-5','mayLamkuRoJbHvy', 'SL')
('AC22517-2022-11-02-8653','A481-13','Y', 'LB')
('AC04652-2022-11-01-8575','A477-7','iWTrXo', 'LB')
('SL22517-2022-11-01-8597','S359-5','fIs', 'MB')
('SL12058-2022-11-01-8526','S356-6','nXcPHI', 'UB')
('SL22517-2022-11-01-8598','S359-6','XqIQYlKO', 'UB')
('SL04652-2022-11-02-8546','S357-2','AQu', 'MB')
('AC22517-2022-11-02-8656','A481-16','uBldNDxi', 'UB')
('AC04652-2022-11-02-8664','A482-6','UZ', 'SU')
('AC04652-2022-11-01-8580','A477-12','MmCpHAFAadidr', 'SU')
('SL22517-2022-11-01-8601','S359-9','reMHrvdLDmoZAC', 'LB')
('AC04652-2022-11-02-8667','A482-9','Oz', 'UB')
('AC22517-2022-11-02-8657','A481-17','wyJJSOFAYmWbpuPN', 'SL')
('SL12058-2022-11-01-8530','S356-10','wmqZfSatr', 'MB')
('SL22517-2022-11-02-8677','S362-13','eVcxDXGMdyQEuv', 'MB')
('AC22517-2022-11-02-8660','A482-2','dDppGiJ', 'LB')
('AC04652-2022-11-01-8583','A477-15','tutbjzuJfljvU', 'UB')
('SL12058-2022-11-01-8532','S356-12','zUtl', 'LB')
('SL04652-2022-11-01-8712','S363-24','sCXdfjugIpcWBxZA', 'SU')
('AC22517-2022-11-02-8663','A482-5','DANWzTp', 'SL')
('SL12058-2022-11-01-8534','S356-14','mOt', 'UB')
('AC22517-2022-11-02-8664','A482-6','VOKDmsdF', 'SU')
('AC22517-2022-11-02-8667','A482-9','MyKXeIReTj', 'UB')
('AC22517-2022-11-02-8668','A482-10','nbadCdxEBQzfc', 'UB')
('SL22517-2022-11-02-8680','S362-16','Zgc', 'SU')
('AC04652-2022-11-01-8587','A478-1','YsSjGejgHDJh', 'LB')
('SL22517-2022-11-01-8611','S359-19','UchaZV', 'UB')
('AC12058-2022-11-01-8463','A471-3','WjXtjvgBAmlXEY', 'UB')
('AC04652-2022-11-01-8591','A478-5','DQeoXgVg', 'SL')
('AC12058-2022-11-01-8464','A471-4','iGH', 'UB')
('AC12058-2022-11-01-8465','A471-5','VIsXVoU', 'SL')
('AC04652-2022-11-01-8595','A478-9','nKsOPmWVXLjBpB', 'UB')
('SL22517-2022-11-02-8685','S362-21','CcWq', 'MB')
('AC22517-2022-11-02-8674','A482-16','r', 'UB')
('AC22517-2022-11-02-8675','A482-17','NiJkfKVtIYftYkZp', 'SL')
('AC22517-2022-11-01-8566','A476-16','anUlvvPTBA', 'UB')
('SL04652-2022-11-02-8552','S357-8','BbFVgFaNmNgCNqTR', 'SU')
('AC04652-2022-11-02-8677','A483-1','JXGzxgGRLbpTSJYq', 'LB')
('SL04652-2022-11-01-8719','S364-7','QbXliwSgYAfcl', 'SL')
('SL12058-2022-11-01-8539','S356-19','WOhGxrZNrEaS', 'UB')
('AC04652-2022-11-02-8679','A483-3','TNFrdtdWkgQu', 'UB')
('SL12058-2022-11-01-8540','S356-20','PXBkRMeGXpkO', 'LB')
('SL04652-2022-11-01-8722','S364-10','Vlxap', 'MB')
('SL12058-2022-11-01-8543','S356-23','ZbovsYJKZwtIwgRm', 'SL')
('AC22517-2022-11-01-8571','A477-3','xRSnEsVFSmRAe', 'UB')
('AC12058-2022-11-01-8472','A471-12','gsUnzggQ', 'SU')
('AC04652-2022-11-01-8601','A478-15','mC', 'UB')
('AC12058-2022-11-01-8474','A471-14','UHjMgPwJB', 'LB')
('AC04652-2022-11-02-8682','A483-6','HPtsCC', 'SU')
('AC04652-2022-11-01-8602','A478-16','cWQdEbkkWS', 'UB')
('AC22517-2022-11-02-8681','A483-5','kHkRwlSdsJOcj', 'SL')
('AC04652-2022-11-01-8603','A478-17','X', 'SL')
('AC04652-2022-11-01-8604','A478-18','zoCQ', 'SU')
('SL04652-2022-11-02-8561','S357-17','JmwrBhxMirHsIZw', 'LB')
('SL22517-2022-11-02-8691','S363-3','UbIyXBqe', 'UB')
('AC04652-2022-11-02-8683','A483-7','kEwARWMFpHG', 'LB')
('AC22517-2022-11-02-8685','A483-9','RnznO', 'UB')
('AC04652-2022-11-01-8606','A479-2','HyFX', 'LB')
('AC12058-2022-11-01-8478','A471-18','maPKLtqzBvhZj', 'SU')
('SL04652-2022-11-01-8728','S364-16','WsjTB', 'SU')
('SL04652-2022-11-01-8729','S364-17','UXAkzLqBCx', 'LB')
('AC22517-2022-11-01-8582','A477-14','lsldlNQObqsoL', 'LB')
('AC22517-2022-11-01-8583','A477-15','yRHufqIEwX', 'UB')
('SL12058-2022-11-01-8552','S357-8','BFC', 'SU')
('SL22517-2022-11-02-8693','S363-5','foVj', 'MB')
('AC22517-2022-11-01-8586','A477-18','ysMVtXtjMRQrH', 'SU')
('SL04652-2022-11-02-8566','S357-22','SLtVACTLyWgGwSz', 'UB')
('SL04652-2022-11-02-8567','S357-23','LTBfblJNOTJ', 'SL')
('SL22517-2022-11-02-8695','S363-7','jfcSwP', 'SL')
('AC12058-2022-11-01-8488','A472-10','VfSoifsZzutE', 'UB')
('AC22517-2022-11-02-8693','A483-17','HDrZMmIXSmJ', 'SL')
('AC22517-2022-11-01-8591','A478-5','qlbNAqtVBrf', 'SL')
('AC12058-2022-11-01-8492','A472-14','QJMKK', 'LB')
('AC12058-2022-11-01-8493','A472-15','NGuUbPCRVEsZzIG', 'UB')
('AC04652-2022-11-01-8614','A479-10','teInYucUw', 'UB')
('AC04652-2022-11-02-8687','A483-11','GZqXa', 'SL')
('SL12058-2022-11-01-8556','S357-12','yF', 'LB')
('AC22517-2022-11-01-8593','A478-7','rJFsLNFfYK', 'LB')
('SL22517-2022-11-02-8697','S363-9','f', 'LB')
('SL22517-2022-11-01-8630','S360-14','NHwOnzQ', 'UB')
('SL22517-2022-11-01-8631','S360-15','IGtnoruApHWUf', 'SL')
('SL12058-2022-11-01-8558','S357-14','uwjyBzbkFAgEczhM', 'UB')
('SL22517-2022-11-01-8632','S360-16','XOOZyVXUvxtpoZmz', 'SU')
('AC04652-2022-11-02-8694','A483-18','dQqYHNUIaswxRdD', 'SU')
('AC04652-2022-11-02-8695','A484-1','mnjMaJpn', 'LB')
('AC22517-2022-11-02-8699','A484-5','CX', 'SL')
('SL04652-2022-11-02-8573','S358-5','ANNU', 'MB')
('AC12058-2022-11-01-8497','A473-1','JSQ', 'LB')
('AC04652-2022-11-01-8617','A479-13','YUOdZduPyMbpdqIb', 'LB')
('AC04652-2022-11-01-8618','A479-14','pOlV', 'LB')
('AC04652-2022-11-02-8699','A484-5','VGNpnvtBjSqXtyq', 'SL')
('AC04652-2022-11-01-8619','A479-15','zmBhswTBOQL', 'UB')
('AC22517-2022-11-02-8702','A484-8','uVZcmnHL', 'LB')
('AC12058-2022-11-01-8500','A473-4','DEyDVmBa', 'UB')
('AC22517-2022-11-01-8598','A478-12','taCKEqeA', 'SU')
('SL22517-2022-11-02-8704','S363-16','hLTNTBqZ', 'SU')
('SL12058-2022-11-01-8565','S357-21','ZUVirejvbnKZYUo', 'MB')
('SL04652-2022-11-02-8578','S358-10','tVA', 'MB')
('AC12058-2022-11-01-8502','A473-6','KcBfsxt', 'SU')
('SL04652-2022-11-02-8580','S358-12','pwlLk', 'LB')
('AC22517-2022-11-02-8705','A484-11','eQeIzJuTGIcxrP', 'SL')
('AC04652-2022-11-01-8625','A480-3','DfJLPIRLHrE', 'UB')
('AC22517-2022-11-02-8707','A484-13','VhAELKGogC', 'LB')
('AC04652-2022-11-02-8708','A484-14','iPktAR', 'LB')
('AC22517-2022-11-02-8708','A484-14','FxIjlttxPKMAGDE', 'LB')
('SL22517-2022-11-02-8708','S363-20','MvAgVUBzMvLbhoq', 'LB')
('AC04652-2022-11-01-8628','A480-6','xkDIhqIflDqOU', 'SU')
('SL04652-2022-11-01-8749','S365-13','BQrRfwS', 'MB')
('AC22517-2022-11-02-8710','A484-16','YgrEHJFCCFCQbVNU', 'UB')
('SL12058-2022-11-01-8569','S358-1','Wig', 'LB')
('SL04652-2022-11-01-8752','S365-16','OvFytxfW', 'SU')
('SL04652-2022-11-01-8753','S365-17','vJurDI', 'LB')
('SL12058-2022-11-01-8570','S358-2','cjTJfHOB', 'MB')
('AC22517-2022-11-02-8712','A484-18','LQEhi', 'SU')
('SL04652-2022-11-01-8755','S365-19','RdHeBuFyOCh', 'UB')
('SL12058-2022-11-01-8573','S358-5','rHYsAQqkOcQ', 'MB')
('SL04652-2022-11-01-8757','S365-21','rLnAGwuuBEQU', 'MB')
('SL22517-2022-11-02-8712','S363-24','e', 'SU')
('SL12058-2022-11-01-8577','S358-9','WcxVHxh', 'LB')
('AC04652-2022-11-01-8633','A480-11','BMP', 'SL')
('SL22517-2022-11-01-8641','S361-1','Zk', 'LB')
('SL12058-2022-11-01-8578','S358-10','VmAsTpIp', 'MB')
('AC04652-2022-11-01-8635','A480-13','PzalCsuOTlfIzLkb', 'LB')
('SL22517-2022-11-01-8642','S361-2','CJ', 'MB')
('AC04652-2022-11-01-8638','A480-16','wmuM', 'UB')
('AC22517-2022-11-01-8609','A479-5','hwG', 'SL')
('SL04652-2022-11-01-8761','S366-1','QjLCdCs', 'LB')
('SL04652-2022-11-02-8590','S358-22','THDbC', 'UB')
('AC12058-2022-11-01-8517','A474-3','ZTRzUmR', 'UB')
('AC22517-2022-11-01-8616','A479-12','AnotE', 'SU')
('SL22517-2022-11-01-8646','S361-6','BcDTg', 'UB')
('SL12058-2022-11-01-8584','S358-16','YqF', 'SU')
('AC22517-2022-11-02-8722','A485-10','zyXEgXcX', 'UB')
('AC04652-2022-11-02-8718','A485-6','KrbGsVACNRfeaVj', 'SU')
('AC12058-2022-11-01-8519','A474-5','JhjGgWPZI', 'SL')
('SL22517-2022-11-02-8725','S364-13','DJpKNULBLMaYXgt', 'MB')
('AC04652-2022-11-02-8722','A485-10','YNxdYfVniIeUGD', 'UB')
('SL22517-2022-11-01-8650','S361-10','vyADOOEtIHnd', 'MB')
('SL22517-2022-11-01-8651','S361-11','CCkbEOu', 'UB')
('SL22517-2022-11-02-8727','S364-15','dphtWPsxbcFq', 'SL')
('AC04652-2022-11-02-8724','A485-12','qdPXbPPy', 'SU')
('AC04652-2022-11-02-8725','A485-13','q', 'LB')
('AC22517-2022-11-01-8620','A479-16','L', 'UB')
('SL04652-2022-11-02-8598','S359-6','CrkFhvHAmSr', 'UB')
('SL04652-2022-11-01-8771','S366-11','xOsHOSSctCC', 'UB')
('AC04652-2022-11-02-8726','A485-14','NdgLYlos', 'LB')
('AC12058-2022-11-01-8527','A474-13','CTLJwrlNPNik', 'LB')
('SL22517-2022-11-02-8731','S364-19','kDS', 'UB')
('AC04652-2022-11-02-8728','A485-16','hDhqxB', 'UB')
('SL04652-2022-11-02-8600','S359-8','iGIimXKgU', 'SU')
('AC04652-2022-11-01-8651','A481-11','Z', 'SL')
('SL12058-2022-11-01-8594','S359-2','VMGr', 'MB')
('SL22517-2022-11-01-8658','S361-18','GeLsEVRFc', 'MB')
('SL12058-2022-11-01-8596','S359-4','RO', 'LB')
('SL12058-2022-11-01-8597','S359-5','nIBwk', 'MB')
('SL22517-2022-11-02-8733','S364-21','Wsa', 'MB')
('AC04652-2022-11-02-8731','A486-1','YYYsRPLZbiGu', 'LB')
('SL04652-2022-11-01-8776','S366-16','fobawgjpsUBdK', 'SU')
('SL22517-2022-11-02-8736','S364-24','lepyqy', 'SU')
('AC04652-2022-11-02-8733','A486-3','GZMa', 'UB')
('SL22517-2022-11-02-8737','S365-1','ZZOfvUzvA', 'LB')
('SL22517-2022-11-02-8738','S365-2','nZLt', 'MB')
('AC22517-2022-11-01-8631','A480-9','DkfSMLuV', 'UB')
('SL04652-2022-11-02-8602','S359-10','CbvsmBGB', 'MB')
('SL12058-2022-11-01-8601','S359-9','TGrxJQpJSTaRoK', 'LB')
('SL04652-2022-11-02-8604','S359-12','MvOHRTXwCDGlrSZi', 'LB')
('AC04652-2022-11-02-8737','A486-7','ZuoDDIpelZyklt', 'LB')
('AC04652-2022-11-01-8656','A481-16','Kr', 'UB')
('SL12058-2022-11-01-8605','S359-13','hBmKuxFdoEl', 'MB')
('AC04652-2022-11-01-8657','A481-17','lgIR', 'SL')
('SL04652-2022-11-01-8781','S366-21','COLYB', 'MB')
('AC12058-2022-11-01-8539','A475-7','mvB', 'LB')
('SL22517-2022-11-01-8666','S362-2','X', 'MB')
('AC22517-2022-11-01-8634','A480-12','I', 'SU')
('AC22517-2022-11-01-8635','A480-13','ceb', 'LB')
('AC22517-2022-11-02-8736','A486-6','oPxxeLHOKVHMctLZ', 'SU')
('SL12058-2022-11-01-8606','S359-14','Fvl', 'UB')
('SL22517-2022-11-01-8669','S362-5','ca', 'MB')
('SL22517-2022-11-02-8748','S365-12','kpHOUfrNs', 'LB')
('SL22517-2022-11-02-8751','S365-15','kDiCbORVGJYLHp', 'SL')
('AC22517-2022-11-02-8739','A486-9','JQosbJDQXn', 'UB')
('SL04652-2022-11-01-8788','S367-4','BVYyjazJa', 'LB')
('SL04652-2022-11-02-8611','S359-19','FxnXLtsktV', 'UB')
('SL22517-2022-11-01-8671','S362-7','OZL', 'SL')
('AC22517-2022-11-02-8741','A486-11','yIXGiH', 'SL')
('SL04652-2022-11-01-8791','S367-7','EhAogTNL', 'SL')
('SL22517-2022-11-01-8672','S362-8','MFCLIhkbr', 'SU')
('SL12058-2022-11-01-8610','S359-18','fApRDmRDHDuF', 'MB')
('SL22517-2022-11-01-8673','S362-9','VLO', 'LB')
('AC22517-2022-11-02-8746','A486-16','KfUApT', 'UB')
('AC22517-2022-11-02-8749','A487-1','RlAhcchskYBQnTox', 'LB')
('AC22517-2022-11-01-8643','A481-3','rCNgDAkErCTuFuw', 'UB')
('AC22517-2022-11-02-8750','A487-2','ISSIrmyhOicXRwBt', 'LB')
('SL04652-2022-11-02-8618','S360-2','j', 'MB')
('SL22517-2022-11-02-8758','S365-22','JhrjvimDtjKBP', 'UB')
('AC22517-2022-11-01-8647','A481-7','HGTWRYOMaoB', 'LB')
('SL22517-2022-11-02-8760','S365-24','SWyiAGt', 'SU')
('AC22517-2022-11-01-8649','A481-9','sCKJayCoepLqyZSh', 'UB')
('AC04652-2022-11-02-8748','A486-18','NzyaEm', 'SU')
('SL22517-2022-11-01-8677','S362-13','IxcIdtVLmqG', 'MB')
('SL04652-2022-11-01-8793','S367-9','IhASNOcNEJicMWn', 'LB')
('SL12058-2022-11-01-8617','S360-1','ehojLlEoURY', 'LB')
('AC04652-2022-11-01-8674','A482-16','jchLInLB', 'UB')
('SL04652-2022-11-02-8622','S360-6','ZUqYtedzUfhri', 'UB')
('AC04652-2022-11-01-8676','A482-18','oHqlNTPfGqcYHo', 'SU')
('SL04652-2022-11-02-8625','S360-9','MMYcwsc', 'LB')
('AC04652-2022-11-01-8678','A483-2','vokmyHSR', 'LB')
('AC04652-2022-11-02-8751','A487-3','HVhDd', 'UB')
('SL12058-2022-11-01-8622','S360-6','CYNpkSRlZLROssq', 'UB')
('AC04652-2022-11-01-8681','A483-5','IFpVOcNjmvg', 'SL')
('SL22517-2022-11-01-8681','S362-17','gmrGNSkUrJaMp', 'LB')
('SL22517-2022-11-02-8766','S366-6','itahDlxyymLCsd', 'UB')
('AC04652-2022-11-02-8756','A487-8','TFjyufSsDMpYxP', 'LB')
('AC22517-2022-11-02-8758','A487-10','YqryXvYzAg', 'UB')
('SL22517-2022-11-02-8768','S366-8','QiLzl', 'SU')
('AC04652-2022-11-02-8758','A487-10','sIlT', 'UB')
('SL22517-2022-11-01-8683','S362-19','dxrv', 'UB')
('SL22517-2022-11-02-8769','S366-9','tGZKOgkRpnpfHe', 'LB')
('AC22517-2022-11-02-8760','A487-12','OFeixlhc', 'SU')
('AC22517-2022-11-02-8761','A487-13','eMAssmUIkqoZKq', 'LB')
('SL22517-2022-11-01-8685','S362-21','yYXhlippSjuI', 'MB')
('AC04652-2022-11-01-8685','A483-9','odEOxJXeUM', 'UB')
('SL22517-2022-11-02-8772','S366-12','NQkhoUwC', 'LB')
('SL12058-2022-11-01-8630','S360-14','PLhoera', 'UB')
('SL04652-2022-11-02-8631','S360-15','oYPSrTLunP', 'SL')
('SL04652-2022-11-01-8802','S367-18','hDkZI', 'MB')
('AC22517-2022-11-01-8659','A482-1','jehPEiLCSktkzB', 'LB')
('AC12058-2022-11-01-8557','A476-7','wyCCxksqcYYK', 'LB')
('SL04652-2022-11-02-8634','S360-18','TsYSztonXYCE', 'MB')
('SL04652-2022-11-02-8635','S360-19','oJIcYlWLApTm', 'UB')
('SL12058-2022-11-01-8632','S360-16','hMyvbk', 'SU')
('SL04652-2022-11-02-8636','S360-20','yggAPoB', 'LB')
('SL22517-2022-11-01-8691','S363-3','xJZjgoWFKKainiTU', 'UB')
('AC22517-2022-11-01-8666','A482-8','XFFjCwFqRCd', 'LB')
('AC12058-2022-11-01-8559','A476-9','UIiSGidY', 'UB')
('AC04652-2022-11-02-8770','A488-4','CYkFpUtSACaT', 'UB')
('AC12058-2022-11-01-8561','A476-11','luWG', 'SL')
('AC04652-2022-11-01-8689','A483-13','lZoHSwJ', 'LB')
('SL04652-2022-11-02-8638','S360-22','zgWNSCNs', 'UB')
('SL12058-2022-11-01-8635','S360-19','tdamisRhoTVjWnEX', 'UB')
('SL12058-2022-11-01-8636','S360-20','rZofbxJcJhbY', 'LB')
('AC04652-2022-11-01-8690','A483-14','v', 'LB')
('AC22517-2022-11-01-8669','A482-11','BXdwofQcyfVZzQT', 'SL')
('SL12058-2022-11-01-8637','S360-21','hy', 'MB')
('SL22517-2022-11-01-8696','S363-8','r', 'SU')
('SL04652-2022-11-01-8814','S368-6','UjNXQLHho', 'UB')
('SL22517-2022-11-02-8781','S366-21','itZ', 'MB')
('SL12058-2022-11-01-8638','S360-22','oaWfTaMNdQS', 'UB')
('SL22517-2022-11-01-8698','S363-10','BCMGsi', 'MB')
('AC12058-2022-11-01-8568','A476-18','MMo', 'SU')
('SL22517-2022-11-01-8700','S363-12','efkkQKefJcJccmGc', 'LB')
('SL04652-2022-11-02-8639','S360-23','ODgTKFCDnValVNd', 'SL')
('SL12058-2022-11-01-8641','S361-1','me', 'LB')
('SL22517-2022-11-02-8784','S366-24','aWpt', 'SU')
('SL12058-2022-11-01-8642','S361-2','cAprqOBjWkQheP', 'MB')
('AC04652-2022-11-01-8698','A484-4','LauHzKzVZvnPLqYs', 'UB')
('AC04652-2022-11-02-8773','A488-7','wyKHCBjngTmkDDn', 'LB')
('AC04652-2022-11-01-8703','A484-9','qGJZnhqtoaZXKT', 'UB')
('SL04652-2022-11-01-8824','S368-16','HsYT', 'SU')
('SL12058-2022-11-01-8648','S361-8','MNUGqsqDA', 'SU')
('AC12058-2022-11-01-8575','A477-7','QGMxgCQurPgKgM', 'LB')
('AC04652-2022-11-02-8781','A488-15','wlK', 'UB')
('AC12058-2022-11-01-8576','A477-8','bNWgSifZ', 'LB')
('AC12058-2022-11-01-8577','A477-9','UL', 'UB')
('AC22517-2022-11-01-8675','A482-17','zRWsmhINuCOdLX', 'SL')
('SL22517-2022-11-02-8789','S367-5','qzoQhUqyub', 'MB')
('SL22517-2022-11-02-8791','S367-7','najXZs', 'SL')
('AC12058-2022-11-01-8579','A477-11','odWRLilUGdZ', 'SL')
('SL12058-2022-11-01-8653','S361-13','z', 'MB')
('AC12058-2022-11-01-8581','A477-13','CMOYzn', 'LB')
('AC04652-2022-11-02-8784','A488-18','iejncZhCgTyF', 'SU')
('SL12058-2022-11-01-8656','S361-16','NVMGDiZZnlaA', 'SU')
('AC22517-2022-11-02-8774','A488-8','vbtfMsIsTRJYuFy', 'LB')
('SL22517-2022-11-02-8794','S367-10','SDmcuVsnyvqTMk', 'MB')
('SL22517-2022-11-01-8710','S363-22','xSYeLsELTYBiB', 'UB')
('SL12058-2022-11-01-8659','S361-19','BKFwkM', 'UB')
('AC04652-2022-11-01-8709','A484-15','zjEiXQI', 'UB')
('AC04652-2022-11-01-8710','A484-16','KfWKFvdLHe', 'UB')
('SL04652-2022-11-01-8829','S368-21','KMlerFG', 'MB')
('AC04652-2022-11-02-8790','A489-6','FRHrFkLkv', 'SU')
('SL04652-2022-11-01-8832','S368-24','jgzuV', 'SU')
('AC12058-2022-11-01-8585','A477-17','m', 'SL')
('SL22517-2022-11-01-8713','S364-1','udTNS', 'LB')
('AC22517-2022-11-02-8775','A488-9','uhxNyilTLoSqx', 'UB')
('AC22517-2022-11-01-8689','A483-13','MWr', 'LB')
('AC22517-2022-11-02-8778','A488-12','tt', 'SU')
('AC22517-2022-11-01-8695','A484-1','CJDDFNwPci', 'LB')
('SL12058-2022-11-01-8663','S361-23','oTynEO', 'SL')
('SL22517-2022-11-02-8807','S367-23','eTsZyXLQzPgQcDMz', 'SL')
('SL22517-2022-11-02-8808','S367-24','sQeIUzMMUZjdxlc', 'SU')
('AC04652-2022-11-02-8799','A489-15','CLG', 'UB')
('AC04652-2022-11-01-8720','A485-8','Yacp', 'LB')
('SL04652-2022-11-01-8842','S369-10','W', 'MB')
('AC04652-2022-11-01-8722','A485-10','iK', 'UB')
('SL04652-2022-11-02-8659','S361-19','fPszzogd', 'UB')
('SL22517-2022-11-01-8721','S364-9','sFVtVq', 'LB')
('SL22517-2022-11-01-8722','S364-10','yyDy', 'MB')
('SL12058-2022-11-01-8669','S362-5','GTeEf', 'MB')
('SL22517-2022-11-02-8811','S368-3','niWTCZvqMrA', 'UB')
('AC22517-2022-11-01-8701','A484-7','x', 'LB')
('SL12058-2022-11-01-8670','S362-6','YV', 'UB')
('SL22517-2022-11-02-8813','S368-5','LTLqVFcx', 'MB')
('AC12058-2022-11-01-8593','A478-7','AhTKonwltZHeAWoh', 'LB')
('AC12058-2022-11-01-8596','A478-10','OmQjkgANmrO', 'UB')
('AC22517-2022-11-02-8787','A489-3','ZaPTiNecDqp', 'UB')
('SL22517-2022-11-01-8728','S364-16','QIyyAeuh', 'SU')
('AC22517-2022-11-02-8789','A489-5','QZbPNtPYjgtclw', 'SL')
('SL12058-2022-11-01-8678','S362-14','eENqSQrwwRhuk', 'UB')
('SL04652-2022-11-01-8848','S369-16','jk', 'SU')
('AC22517-2022-11-02-8790','A489-6','Whyo', 'SU')
('SL04652-2022-11-02-8664','S361-24','oEcdgY', 'SU')
('AC04652-2022-11-02-8807','A490-5','rUFDLctOkMiq', 'SL')
('SL22517-2022-11-01-8734','S364-22','tmxPTDqnHGeYhD', 'UB')
('SL22517-2022-11-01-8739','S365-3','ikkjRfTSsaA', 'UB')
('SL04652-2022-11-01-8852','S369-20','NHKqzKOpBPrtGJXo', 'LB')
('SL12058-2022-11-01-8685','S362-21','nBZiMmF', 'MB')
('AC04652-2022-11-02-8810','A490-8','ubmOSdR', 'LB')
('AC04652-2022-11-02-8811','A490-9','nVhIbrpCwoa', 'UB')
('AC12058-2022-11-01-8603','A478-17','KUymZE', 'SL')
('AC22517-2022-11-01-8713','A485-1','QVheHll', 'LB')
('SL22517-2022-11-01-8745','S365-9','XMECUjNaxWc', 'LB')
('SL22517-2022-11-02-8827','S368-19','mJJQEAEpPD', 'UB')
('AC04652-2022-11-01-8737','A486-7','OufCxOgpmfB', 'LB')
('AC22517-2022-11-02-8797','A489-13','cHfYxGmXiYrbG', 'LB')
('AC04652-2022-11-01-8739','A486-9','sx', 'UB')
('SL22517-2022-11-01-8748','S365-12','gJZIrMBr', 'LB')
('AC04652-2022-11-01-8744','A486-14','kqOalrbC', 'LB')
('AC04652-2022-11-01-8745','A486-15','o', 'UB')
('AC04652-2022-11-01-8746','A486-16','PEReQ', 'UB')
('AC04652-2022-11-01-8747','A486-17','AKPkyFOKhhfxVAr', 'SL')
('AC22517-2022-11-02-8802','A489-18','RUcMetjvgHFzuWFa', 'SU')
('SL22517-2022-11-01-8749','S365-13','TGMWltzVP', 'MB')
('AC04652-2022-11-01-8750','A487-2','qzHzhGTM', 'LB')
('AC04652-2022-11-02-8823','A491-3','qLSuqJwdxiZY', 'UB')
('SL04652-2022-11-02-8673','S362-9','KiYj', 'LB')
('SL12058-2022-11-01-8693','S363-5','MAqQCscFNIpZn', 'MB')
('SL12058-2022-11-01-8694','S363-6','sLTvLYDbLtxUyCDn', 'UB')
('AC22517-2022-11-01-8719','A485-7','qJJCikbeauDxPe', 'LB')
('SL04652-2022-11-01-8862','S370-6','yZJmFAoQnsV', 'UB')
('AC04652-2022-11-02-8827','A491-7','DUiDsX', 'LB')
('SL22517-2022-11-02-8832','S368-24','saVoYNCHsGvl', 'SU')
('SL22517-2022-11-02-8834','S369-2','QqTemHkMSYyw', 'MB')
('AC04652-2022-11-02-8829','A491-9','rYWmwZKinTClDB', 'UB')
('AC22517-2022-11-01-8724','A485-12','YZLUtlGOZMRXg', 'SU')
('SL22517-2022-11-02-8837','S369-5','qcVSPBdTKkvtir', 'MB')
('SL12058-2022-11-01-8698','S363-10','aJM', 'MB')
('AC04652-2022-11-01-8756','A487-8','SK', 'LB')
('SL22517-2022-11-01-8757','S365-21','SGiCRCNCw', 'MB')
('SL04652-2022-11-01-8867','S370-11','zKdEjmYwL', 'UB')
('SL22517-2022-11-01-8759','S365-23','bcUDZWScnmXuyHv', 'SL')
('SL22517-2022-11-01-8760','S365-24','ACchhOwZ', 'SU')
('SL04652-2022-11-01-8868','S370-12','cwtl', 'LB')
('SL22517-2022-11-02-8843','S369-11','fqZMA', 'UB')
('AC12058-2022-11-01-8623','A480-1','oHCiBGjMfGYjycu', 'LB')
('AC04652-2022-11-01-8763','A487-15','wNPDOtnTKcjd', 'UB')
('AC12058-2022-11-01-8625','A480-3','DxUXifWKLLwn', 'UB')
('SL22517-2022-11-01-8763','S366-3','bnzFAygG', 'UB')
