('AC22517-2022-11-02-4216','A235-4','cTmBYlcAoxl', 'UB')
('SL04652-2022-11-02-5187','S217-3','gxdMFSFuqDhnUa', 'UB')
('SL22517-2022-11-01-5247','S219-15','CkiYQawYpzfGww', 'SL')
('SL12058-2022-11-01-5202','S217-18','PrpububF', 'MB')
('AC04652-2022-11-02-5354','A298-8','GofvaE', 'LB')
('SL22517-2022-11-01-5249','S219-17','SWmXHhbGFfJE', 'LB')
('SL04652-2022-11-01-5364','S224-12','cf', 'LB')
('AC04652-2022-11-02-5355','A298-9','Q', 'UB')
('SL04652-2022-11-01-5366','S224-14','FFEVZqiDHA', 'UB')
('AC04652-2022-11-02-5356','A298-10','KHT', 'UB')
('SL22517-2022-11-01-5254','S219-22','iCGkOQYAJFnEUP', 'UB')
('SL22517-2022-11-02-5383','S225-7','nGeqCNMPS', 'SL')
('SL12058-2022-11-01-5205','S217-21','FUTYDkLRrxmi', 'MB')
('SL04652-2022-11-02-5193','S217-9','ikWtOiLwQB', 'LB')
('SL04652-2022-11-02-5194','S217-10','jqlKFvwur', 'MB')
('SL22517-2022-11-01-5255','S219-23','DBeiRPptYq', 'SL')
('AC04652-2022-11-01-5291','A294-17','cYND', 'SL')
('AC12058-2022-11-01-5279','A294-5','CuDnanYFGLAETdbE', 'SL')
('AC22517-2022-11-01-5258','A293-2','NpZi', 'LB')
('SL04652-2022-11-02-5198','S217-14','zBzaA', 'UB')
('AC04652-2022-11-02-5362','A298-16','HrNXayXGQqpGMYr', 'UB')
('AC12058-2022-11-01-5283','A294-9','LhrbzQ', 'UB')
('AC12058-2022-11-01-5284','A294-10','HYOmGsiy', 'UB')
('SL22517-2022-11-01-5258','S220-2','ZuC', 'MB')
('SL04652-2022-11-02-5202','S217-18','XEPyWHtDSDViUdB', 'MB')
('SL22517-2022-11-01-5259','S220-3','or', 'UB')
('AC04652-2022-11-01-5297','A295-5','PbsrjLxqBE', 'SL')
('SL04652-2022-11-02-5205','S217-21','MnqZNFkotAnVl', 'MB')
('SL22517-2022-11-01-5262','S220-6','ZkYoJmXuIeAvyjnu', 'UB')
('AC22517-2022-11-01-5260','A293-4','lr', 'UB')
('SL12058-2022-11-01-5213','S218-5','LPlSkpbm', 'MB')
('SL12058-2022-11-01-5214','S218-6','ycNewABo', 'UB')
('AC22517-2022-11-01-5262','A293-6','NgOhdZfBz', 'SU')
('SL12058-2022-11-01-5217','S218-9','JXiIAcW', 'LB')
('SL12058-2022-11-01-5218','S218-10','Ft', 'MB')
('SL22517-2022-11-02-5395','S225-19','seuYFZMKwZlxjTy', 'UB')
('SL12058-2022-11-01-5220','S218-12','wDxfVzKBEbJ', 'LB')
('SL22517-2022-11-01-5268','S220-12','Uyg', 'LB')
('SL04652-2022-11-01-5377','S225-1','NadHm', 'LB')
('AC04652-2022-11-02-5373','A299-9','rqwSDLvci', 'UB')
('AC04652-2022-11-02-5374','A299-10','WJ', 'UB')
('AC22517-2022-11-02-5384','A300-2','h', 'LB')
('AC12058-2022-11-01-5294','A295-2','BeiWM', 'LB')
('AC22517-2022-11-02-5385','A300-3','QDBHlDMQiZnxXrbI', 'UB')
('SL04652-2022-11-01-5381','S225-5','VJAMnVs', 'MB')
('SL04652-2022-11-01-5382','S225-6','dEAO', 'UB')
('AC04652-2022-11-02-5377','A299-13','iA', 'LB')
('SL22517-2022-11-02-5401','S226-1','pLntYWvwD', 'LB')
('AC22517-2022-11-02-5388','A300-6','bLMcrXmi', 'SU')
('AC12058-2022-11-01-5298','A295-6','TS', 'SU')
('AC04652-2022-11-01-5305','A295-13','TxOicnzPnXcfzHLZ', 'LB')
('AC22517-2022-11-02-5390','A300-8','noLPbQae', 'LB')
('SL04652-2022-11-02-5212','S218-4','AWhOojM', 'LB')
('AC12058-2022-11-01-5299','A295-7','eafKm', 'LB')
('AC04652-2022-11-01-5306','A295-14','KmtVNmHpdX', 'LB')
('AC04652-2022-11-01-5307','A295-15','exBkOFfTmMDQvjR', 'UB')
('AC04652-2022-11-02-5383','A300-1','SbTyVOmdyizT', 'LB')
('AC22517-2022-11-02-5395','A300-13','NQK', 'LB')
('AC04652-2022-11-01-5308','A295-16','cHmoA', 'UB')
('SL04652-2022-11-02-5216','S218-8','CDXfK', 'SU')
('SL04652-2022-11-01-5388','S225-12','FAPkQIJVdWCDgI', 'LB')
('SL22517-2022-11-01-5276','S220-20','QfDdmk', 'LB')
('AC22517-2022-11-01-5275','A294-1','UwALsGoOdZntLF', 'LB')
('AC22517-2022-11-02-5399','A300-17','ENhunhOwdCMLSkg', 'SL')
('SL04652-2022-11-01-5389','S225-13','DGfzowdnfqqFkN', 'MB')
('AC04652-2022-11-01-5310','A295-18','IGkTgvq', 'SU')
('AC22517-2022-11-02-5405','A301-5','HKmprdviBg', 'SL')
('SL04652-2022-11-01-5392','S225-16','hiLXO', 'SU')
('SL04652-2022-11-01-5393','S225-17','jJF', 'LB')
('AC04652-2022-11-02-5387','A300-5','goIR', 'SL')
('AC04652-2022-11-02-5388','A300-6','pniJMnITEUhBxyt', 'SU')
('SL12058-2022-11-01-5230','S218-22','oRoeT', 'UB')
('AC12058-2022-11-01-5304','A295-12','dyXLPCrHzuSGRl', 'SU')
('SL04652-2022-11-02-5221','S218-13','mmsIQYP', 'MB')
('SL22517-2022-11-01-5280','S220-24','BTMuPzRoproskLh', 'SU')
('AC04652-2022-11-01-5314','A296-4','IYdVRbYTZGbNNXJ', 'UB')
('SL04652-2022-11-02-5224','S218-16','aCzW', 'SU')
('AC22517-2022-11-01-5280','A294-6','YYIbyGdFYohlsj', 'SU')
('SL22517-2022-11-01-5282','S221-2','lrwLHm', 'MB')
('AC04652-2022-11-01-5315','A296-5','MwxXkIjLOa', 'SL')
('SL22517-2022-11-01-5285','S221-5','vaGIAYXRDfXYCpJ', 'MB')
('AC04652-2022-11-02-5391','A300-9','uXEBHtfXSFi', 'UB')
('AC22517-2022-11-01-5284','A294-10','ekjgZZkTQQ', 'UB')
('AC12058-2022-11-01-5307','A295-15','Yc', 'UB')
('SL04652-2022-11-01-5404','S226-4','MYlZndU', 'LB')
('AC04652-2022-11-02-5394','A300-12','dLflPJPCnPuY', 'SU')
('AC22517-2022-11-02-5416','A301-16','wMOiOfEBZKYeB', 'UB')
('SL04652-2022-11-02-5230','S218-22','FckDAQIfwZvJ', 'UB')
('AC12058-2022-11-01-5309','A295-17','Gqm', 'SL')
('SL12058-2022-11-01-5233','S219-1','CZBP', 'LB')
('SL22517-2022-11-01-5288','S221-8','tUyUuGIayzfDIz', 'SU')
('AC04652-2022-11-01-5317','A296-7','S', 'LB')
('AC22517-2022-11-02-5419','A302-1','Wj', 'LB')
('SL22517-2022-11-01-5290','S221-10','rsMcUOCXc', 'MB')
('SL04652-2022-11-01-5406','S226-6','tdIQzbzomaMGuw', 'UB')
('SL22517-2022-11-01-5291','S221-11','wPoZKAPnziBoz', 'UB')
('AC22517-2022-11-01-5287','A294-13','KJtukP', 'LB')
('SL04652-2022-11-02-5236','S219-4','rwxqGB', 'LB')
('AC22517-2022-11-02-5420','A302-2','e', 'LB')
('AC04652-2022-11-01-5324','A296-14','RWNez', 'LB')
('AC04652-2022-11-02-5400','A300-18','OnmwPbDPbVuXcTM', 'SU')
('AC22517-2022-11-02-5423','A302-5','x', 'SL')
('SL22517-2022-11-01-5296','S221-16','q', 'SU')
('SL04652-2022-11-02-5238','S219-6','zDWGTegSUTVwVQLh', 'UB')
('AC22517-2022-11-02-5425','A302-7','BZ', 'LB')
('AC22517-2022-11-01-5294','A295-2','WzdnZLYvS', 'LB')
('SL12058-2022-11-01-5235','S219-3','dNIWikXuqIoagcj', 'UB')
('AC04652-2022-11-02-5403','A301-3','qfKelaG', 'UB')
('SL22517-2022-11-01-5298','S221-18','aPMHCygkuZv', 'MB')
('SL04652-2022-11-01-5414','S226-14','EugjctaRz', 'UB')
('AC12058-2022-11-01-5319','A296-9','Kekf', 'UB')
('AC04652-2022-11-02-5405','A301-5','cxuUgQNMPasBnqFq', 'SL')
('SL12058-2022-11-01-5239','S219-7','SeVYJ', 'SL')
('AC04652-2022-11-02-5406','A301-6','nkzzFiEzLpp', 'SU')
('AC04652-2022-11-01-5329','A297-1','hWTEWctIKUeUkAf', 'LB')
('AC22517-2022-11-01-5298','A295-6','I', 'SU')
('SL22517-2022-11-02-5427','S227-3','PPGSuHe', 'UB')
('AC12058-2022-11-01-5321','A296-11','mag', 'SL')
('AC22517-2022-11-01-5300','A295-8','STgcfeJaQjujd', 'LB')
('SL22517-2022-11-01-5303','S221-23','XOlou', 'SL')
('SL22517-2022-11-02-5429','S227-5','nfaTTX', 'MB')
('SL22517-2022-11-01-5304','S221-24','yLUgilc', 'SU')
('AC04652-2022-11-01-5331','A297-3','nJgAkXVcHPzrx', 'UB')
('SL04652-2022-11-01-5419','S226-19','ChaR', 'UB')
('AC12058-2022-11-01-5325','A296-15','BHMKDnxgitraG', 'UB')
('SL04652-2022-11-02-5248','S219-16','OiHqZILioqVG', 'SU')
('SL22517-2022-11-02-5436','S227-12','gVuGeAI', 'LB')
('SL04652-2022-11-02-5249','S219-17','HhwtNhfTFZMW', 'LB')
('AC22517-2022-11-01-5303','A295-11','MkTlvMzeYSmxE', 'SL')
('SL04652-2022-11-02-5250','S219-18','WDAs', 'MB')
('AC04652-2022-11-01-5339','A297-11','oKsuyFKUJLSDTO', 'SL')
('SL04652-2022-11-01-5424','S226-24','rVvMGBYnFRRD', 'SU')
('SL22517-2022-11-02-5443','S227-19','AJtC', 'UB')
('SL12058-2022-11-01-5248','S219-16','TulOceWyfnIJeGP', 'SU')
('SL04652-2022-11-01-5428','S227-4','jBfPEu', 'LB')
('AC22517-2022-11-02-5435','A302-17','HZEfyjntSKGGKEM', 'SL')
('AC22517-2022-11-01-5313','A296-3','Oe', 'UB')
('SL04652-2022-11-01-5432','S227-8','nuqWerYVPywFizhE', 'SU')
('SL22517-2022-11-02-5447','S227-23','hNFOOnEZ', 'SL')
('AC04652-2022-11-02-5424','A302-6','qolAsBXOtRWsIkF', 'SU')
('SL04652-2022-11-01-5433','S227-9','WUVz', 'LB')
('AC22517-2022-11-02-5438','A303-2','mqUjyWQcl', 'LB')
('SL04652-2022-11-02-5257','S220-1','jRzbrHUJHyJ', 'LB')
('SL12058-2022-11-01-5259','S220-3','EbJXKSQsMxqkHy', 'UB')
('SL04652-2022-11-02-5258','S220-2','QHcnLqxkHAO', 'MB')
('AC22517-2022-11-01-5315','A296-5','URXMYvXH', 'SL')
('SL22517-2022-11-02-5448','S227-24','rsvvkfRtrovQM', 'SU')
('SL22517-2022-11-01-5316','S222-12','NCZIIzlEL', 'LB')
('SL22517-2022-11-02-5449','S228-1','hbGEGyY', 'LB')
('SL04652-2022-11-01-5434','S227-10','EsBCUChQbdtnbi', 'MB')
('SL04652-2022-11-02-5261','S220-5','MIxkJTrJe', 'MB')
('SL12058-2022-11-01-5262','S220-6','dtqPHKTneqXMD', 'UB')
('SL12058-2022-11-01-5264','S220-8','YCjPijoPa', 'SU')
('SL04652-2022-11-01-5437','S227-13','ToTDmg', 'MB')
('AC04652-2022-11-02-5429','A302-11','lutsT', 'SL')
('SL22517-2022-11-02-5452','S228-4','GAocaWVvbJA', 'LB')
('SL22517-2022-11-01-5320','S222-16','ynXkpaWzAmTohWNq', 'SU')
('AC12058-2022-11-01-5343','A297-15','DDDGkIDfBcxrgkL', 'UB')
('SL04652-2022-11-02-5265','S220-9','zJWZFqmL', 'LB')
('SL12058-2022-11-01-5270','S220-14','UDrSQTK', 'UB')
('SL04652-2022-11-02-5266','S220-10','YFuaLdakCLsMLKX', 'MB')
('AC22517-2022-11-02-5446','A303-10','qlFjNNpIRgFgU', 'UB')
('AC22517-2022-11-01-5321','A296-11','DsfUZqKgNsOhet', 'SL')
('AC22517-2022-11-02-5448','A303-12','QkRSvw', 'SU')
('AC22517-2022-11-01-5324','A296-14','LE', 'LB')
('AC22517-2022-11-02-5452','A303-16','gakbHW', 'UB')
('SL22517-2022-11-02-5457','S228-9','IQzVEMuJuwQxPU', 'LB')
('SL04652-2022-11-01-5441','S227-17','m', 'LB')
('SL22517-2022-11-02-5458','S228-10','KMKoQfdTf', 'MB')
('AC04652-2022-11-01-5354','A298-8','EeraqgXzhW', 'LB')
('SL22517-2022-11-02-5460','S228-12','siJSDl', 'LB')
('AC12058-2022-11-01-5349','A298-3','MsT', 'UB')
('AC04652-2022-11-02-5436','A302-18','qrpUnNvynUy', 'SU')
('SL04652-2022-11-02-5273','S220-17','Cwhe', 'LB')
('AC04652-2022-11-01-5357','A298-11','NCyzxWUidGRLSYWU', 'SL')
('AC12058-2022-11-01-5351','A298-5','sJubnYeUgHREP', 'SL')
('AC22517-2022-11-02-5454','A303-18','zXaYgUCvO', 'SU')
('SL04652-2022-11-02-5274','S220-18','pCCTeYweejvZ', 'MB')
('SL04652-2022-11-02-5277','S220-21','dmGxHdk', 'MB')
('SL04652-2022-11-02-5278','S220-22','YfbyeEdpHZvLwJ', 'UB')
('AC04652-2022-11-02-5440','A303-4','XvUTPPPjN', 'UB')
('AC22517-2022-11-01-5332','A297-4','W', 'UB')
('AC12058-2022-11-01-5356','A298-10','HysAGFXhFRsCQwrv', 'UB')
('AC22517-2022-11-01-5333','A297-5','sEvUQjq', 'SL')
('SL22517-2022-11-02-5471','S228-23','iecRdWmUC', 'SL')
('AC12058-2022-11-01-5357','A298-11','mRSCcpsbRNNxUEMW', 'SL')
('SL04652-2022-11-02-5280','S220-24','Uh', 'SU')
('SL22517-2022-11-02-5473','S229-1','glRHfUZQtkuIH', 'LB')
('SL22517-2022-11-02-5474','S229-2','VatrIBEPeFU', 'MB')
('SL04652-2022-11-01-5450','S228-2','lcAnmS', 'MB')
('SL12058-2022-11-01-5280','S220-24','Sl', 'SU')
('AC22517-2022-11-02-5464','A304-10','rI', 'UB')
('AC04652-2022-11-01-5361','A298-15','OZyFyhepRFFj', 'UB')
('SL04652-2022-11-01-5452','S228-4','idMNnNUwAIj', 'LB')
('AC22517-2022-11-02-5465','A304-11','OvmkI', 'SL')
('SL22517-2022-11-02-5477','S229-5','kdXr', 'MB')
('SL22517-2022-11-01-5338','S223-10','veGjMkWIq', 'MB')
('SL22517-2022-11-01-5339','S223-11','BHlhOsYP', 'UB')
('SL12058-2022-11-01-5283','S221-3','SVqyHWuDGBGO', 'UB')
('SL12058-2022-11-01-5284','S221-4','hMpudNJWRieUQQ', 'LB')
('AC22517-2022-11-02-5467','A304-13','gnATrUyly', 'LB')
('SL12058-2022-11-01-5285','S221-5','SYtLS', 'MB')
('AC12058-2022-11-01-5361','A298-15','eliKoJATBXU', 'UB')
('AC04652-2022-11-01-5365','A299-1','gDwogogDrn', 'LB')
('SL04652-2022-11-01-5455','S228-7','ByroeZtVRqJph', 'SL')
('AC04652-2022-11-02-5445','A303-9','NOAXtcBwKF', 'UB')
('AC22517-2022-11-02-5469','A304-15','rJPYsJLdIu', 'UB')
('SL04652-2022-11-02-5287','S221-7','qGLxfXIEGf', 'SL')
('SL22517-2022-11-01-5343','S223-15','v', 'SL')
('AC12058-2022-11-01-5363','A298-17','HXlCykroc', 'SL')
('SL04652-2022-11-02-5288','S221-8','gLIFL', 'SU')
('AC04652-2022-11-02-5447','A303-11','MBgwePFQtQCIrEoF', 'SL')
('AC04652-2022-11-01-5369','A299-5','Uq', 'SL')
('SL22517-2022-11-01-5345','S223-17','IOVDyFrcSFO', 'LB')
('SL12058-2022-11-01-5287','S221-7','mUcozTeepzqCFXHg', 'SL')
('SL22517-2022-11-01-5348','S223-20','sxyRt', 'LB')
('SL12058-2022-11-01-5290','S221-10','lwIJBfhU', 'MB')
('AC22517-2022-11-01-5345','A297-17','khIHDWJGSXLEc', 'SL')
('AC12058-2022-11-01-5367','A299-3','OuiVcEMeZbK', 'UB')
('AC04652-2022-11-02-5452','A303-16','MrdhSgOYGOLhUZ', 'UB')
('SL12058-2022-11-01-5292','S221-12','IoOmGBR', 'LB')
('AC22517-2022-11-02-5477','A305-5','CEYAEODMCFYZW', 'SL')
('AC04652-2022-11-02-5453','A303-17','p', 'SL')
('AC04652-2022-11-01-5374','A299-10','CgODOnIOpTrbxyi', 'UB')
('SL12058-2022-11-01-5295','S221-15','DlvRIXzSyOZA', 'SL')
('AC04652-2022-11-01-5375','A299-11','rzHxPQhnJ', 'SL')
('SL22517-2022-11-02-5485','S229-13','yeF', 'MB')
('AC04652-2022-11-01-5376','A299-12','RBzlNokllsvhBZVI', 'SU')
('AC22517-2022-11-01-5352','A298-6','AzmgNQCvSB', 'SU')
('SL22517-2022-11-02-5487','S229-15','Xqqacv', 'SL')
('SL22517-2022-11-01-5353','S224-1','NGgWSsVrRc', 'LB')
('SL04652-2022-11-01-5464','S228-16','tdXCZkcSgfo', 'SU')
('AC22517-2022-11-02-5480','A305-8','VDQGPjAEZaE', 'LB')
('SL12058-2022-11-01-5298','S221-18','Nkqk', 'MB')
('SL12058-2022-11-01-5299','S221-19','l', 'UB')
('SL22517-2022-11-02-5489','S229-17','DFD', 'LB')
('AC22517-2022-11-01-5358','A298-12','rOfklrmNpukAQCqr', 'SU')
('AC04652-2022-11-02-5460','A304-6','Obe', 'SU')
('SL04652-2022-11-02-5301','S221-21','HuvQXWesjVKunA', 'MB')
('AC22517-2022-11-02-5484','A305-12','GhpVtpzDaI', 'SU')
('AC22517-2022-11-01-5359','A298-13','JpxnTOrScsqyzPu', 'LB')
('AC04652-2022-11-01-5381','A299-17','FCNVy', 'SL')
('SL04652-2022-11-02-5302','S221-22','XYLdcHIxwFVRZf', 'UB')
('AC22517-2022-11-02-5487','A305-15','hnK', 'UB')
('SL04652-2022-11-02-5303','S221-23','ASNcKMjhzr', 'SL')
('SL22517-2022-11-02-5495','S229-23','El', 'SL')
('SL04652-2022-11-01-5472','S228-24','RtOcMcYiYQsik', 'SU')
('SL12058-2022-11-01-5302','S221-22','zhWgFOcERCcSxrlE', 'UB')
('SL12058-2022-11-01-5303','S221-23','WOSBeD', 'SL')
('SL22517-2022-11-01-5360','S224-8','bqIOvcEXDWIaBOa', 'SU')
('AC04652-2022-11-01-5384','A300-2','rnddV', 'LB')
('AC04652-2022-11-01-5385','A300-3','t', 'UB')
('AC04652-2022-11-02-5467','A304-13','FknFBBo', 'LB')
('AC12058-2022-11-01-5380','A299-16','Kwc', 'UB')
('SL22517-2022-11-02-5498','S230-2','pfKIJTeaiRjjo', 'MB')
('AC12058-2022-11-01-5382','A299-18','AGUh', 'SU')
('AC04652-2022-11-02-5469','A304-15','kFfOFNw', 'UB')
('SL04652-2022-11-02-5307','S222-3','WeZRHJeui', 'UB')
('AC04652-2022-11-02-5472','A304-18','UD', 'SU')
('AC22517-2022-11-01-5368','A299-4','Fv', 'UB')
('AC04652-2022-11-02-5474','A305-2','DGIgxtd', 'LB')
('SL04652-2022-11-02-5309','S222-5','ANMDHOUzs', 'MB')
('SL04652-2022-11-01-5483','S229-11','XtVFaDlzGSSFvBJ', 'UB')
('AC04652-2022-11-01-5391','A300-9','GpdtAElz', 'UB')
('AC12058-2022-11-01-5385','A300-3','MVRDEMztWTPzmAo', 'UB')
('SL22517-2022-11-02-5501','S230-5','m', 'MB')
('AC04652-2022-11-02-5477','A305-5','tPH', 'SL')
('AC04652-2022-11-02-5478','A305-6','eSl', 'SU')
('SL22517-2022-11-02-5502','S230-6','xnpsdbWrHMPN', 'UB')
('SL22517-2022-11-02-5503','S230-7','tpONBZDVr', 'SL')
('SL04652-2022-11-01-5488','S229-16','YKJGMQlzodYB', 'SU')
('SL04652-2022-11-02-5313','S222-9','dGU', 'LB')
('SL04652-2022-11-02-5318','S222-14','Bqp', 'UB')
('SL22517-2022-11-02-5505','S230-9','A', 'LB')
('SL04652-2022-11-02-5319','S222-15','LpXQRMSZibVDhvI', 'SL')
('AC04652-2022-11-02-5484','A305-12','fKYUpmq', 'SU')
('AC04652-2022-11-02-5485','A305-13','LL', 'LB')
('AC04652-2022-11-02-5486','A305-14','YiRfxUlG', 'LB')
('SL04652-2022-11-02-5321','S222-17','tlJJadGcqFuZJEH', 'LB')
('SL22517-2022-11-01-5383','S225-7','HiJtJVr', 'SL')
('AC22517-2022-11-02-5504','A306-14','frBOxHHanlT', 'LB')
('AC04652-2022-11-02-5490','A305-18','jkwbNYau', 'SU')
('SL04652-2022-11-02-5323','S222-19','tQdWxbNrFNBFIgp', 'UB')
('AC22517-2022-11-02-5507','A306-17','GAwVcnL', 'SL')
('AC04652-2022-11-02-5492','A306-2','xZgiDR', 'LB')
('SL22517-2022-11-02-5512','S230-16','qYYsHTfakC', 'SU')
('AC04652-2022-11-02-5495','A306-5','qMIXsBiYmYdHys', 'SL')
('SL22517-2022-11-01-5388','S225-12','prvfbeEcg', 'LB')
('AC22517-2022-11-02-5508','A306-18','jKefPBqlGCJAzAC', 'SU')
('SL22517-2022-11-01-5389','S225-13','Tbfolr', 'MB')
('AC12058-2022-11-01-5398','A300-16','IUJv', 'UB')
('AC12058-2022-11-01-5399','A300-17','AIJYG', 'SL')
('SL12058-2022-11-01-5327','S222-23','qupPNlpsn', 'SL')
('AC22517-2022-11-02-5511','A307-3','bDRQ', 'UB')
('AC12058-2022-11-01-5401','A301-1','PqWqfVCFHHHgSt', 'LB')
('SL12058-2022-11-01-5328','S222-24','zlAB', 'SU')
('SL04652-2022-11-01-5499','S230-3','XkrPuKohjhxlctH', 'UB')
('AC04652-2022-11-01-5410','A301-10','yeWPFuwBuJDHwU', 'UB')
('AC22517-2022-11-02-5513','A307-5','TKhjeSELAy', 'SL')
('SL22517-2022-11-01-5392','S225-16','DQiNfJAKB', 'SU')
('SL04652-2022-11-01-5500','S230-4','lEuWSEn', 'LB')
('AC22517-2022-11-01-5386','A300-4','qnnlR', 'UB')
('SL22517-2022-11-01-5394','S225-18','pzdfK', 'MB')
('AC22517-2022-11-02-5515','A307-7','cSMS', 'LB')
('SL22517-2022-11-02-5526','S231-6','YpZtzhNZqanTwTAR', 'UB')
('AC22517-2022-11-01-5387','A300-5','ZVP', 'SL')
('AC04652-2022-11-02-5503','A306-13','jTwqpfYfVG', 'LB')
('SL22517-2022-11-01-5399','S225-23','MlGpxQFPFtkL', 'SL')
('SL22517-2022-11-02-5530','S231-10','PyVFqNcQohR', 'MB')
('AC22517-2022-11-02-5517','A307-9','z', 'UB')
('AC04652-2022-11-01-5418','A301-18','ra', 'SU')
('SL12058-2022-11-01-5340','S223-12','U', 'LB')
('AC22517-2022-11-01-5392','A300-10','QYARsfx', 'UB')
('SL22517-2022-11-02-5531','S231-11','VZfazTHiossyFvZc', 'UB')
('SL04652-2022-11-01-5508','S230-12','zUVWcfLFEJbIsmJT', 'LB')
('SL04652-2022-11-02-5342','S223-14','uUUGcoguPeC', 'UB')
('SL04652-2022-11-01-5509','S230-13','PIAIIqyBeGaeVqHg', 'MB')
('SL22517-2022-11-01-5404','S226-4','qvX', 'LB')
('AC22517-2022-11-02-5521','A307-13','sZLQQOPTknMfqOSL', 'LB')
('AC22517-2022-11-01-5394','A300-12','W', 'SU')
('SL04652-2022-11-02-5345','S223-17','JCCCWqPPsioFL', 'LB')
('AC12058-2022-11-01-5415','A301-15','NAlicGxBPNBLIW', 'UB')
('AC22517-2022-11-01-5397','A300-15','mWEwVJyIFreBLQAt', 'UB')
('AC04652-2022-11-01-5425','A302-7','qEcCNbuo', 'LB')
('AC04652-2022-11-02-5508','A306-18','FhjyJKWadcjsA', 'SU')
('AC04652-2022-11-01-5428','A302-10','midlrHONapyEg', 'UB')
('SL04652-2022-11-02-5348','S223-20','wMDlGxtyK', 'LB')
('AC22517-2022-11-02-5524','A307-16','hPKndYSgGXvLLvT', 'UB')
('SL12058-2022-11-01-5347','S223-19','XMCMCYHhLJc', 'UB')
('SL22517-2022-11-02-5537','S231-17','irtVnfmk', 'LB')
('AC12058-2022-11-01-5422','A302-4','z', 'UB')
('AC04652-2022-11-01-5430','A302-12','WIsSuYtvk', 'SU')
('SL22517-2022-11-01-5416','S226-16','grBBLId', 'SU')
('AC04652-2022-11-01-5431','A302-13','RrkuYjTTk', 'LB')
('SL04652-2022-11-02-5354','S224-2','cliuAXC', 'MB')
