('SL04652-2022-11-02-11','S1-11','Cfih', 'UB')
('AC04652-2022-11-02-7334','A408-8','gaSYHiyGha', 'LB')
('SL22517-2022-11-01-7307','S305-11','JlQZqCGwLRaZeec', 'UB')
('AC04652-2022-11-02-7335','A408-9','K', 'UB')
('SL04652-2022-11-02-7440','S310-24','gaFlLk', 'SU')
('AC12058-2022-11-01-7420','A413-4','GfWARBIZAN', 'UB')
('SL12058-2022-11-01-7384','S308-16','d', 'SU')
('AC22517-2022-11-02-7528','A419-4','ZWhFYnjr', 'UB')
('SL22517-2022-11-01-7309','S305-13','RSClDufR', 'MB')
('AC22517-2022-11-02-7530','A419-6','HhRlJQyApTpCkIu', 'SU')
('AC22517-2022-11-02-7531','A419-7','keVIbQQ', 'LB')
('AC04652-2022-11-02-7338','A408-12','dOhTpkPOzQhJmNBI', 'SU')
('AC12058-2022-11-01-7423','A413-7','lrydrTQlIxd', 'LB')
('SL22517-2022-11-01-7313','S305-17','xNSqwQEescflyWBz', 'LB')
('AC04652-2022-11-02-7340','A408-14','dJC', 'LB')
('AC12058-2022-11-01-7426','A413-10','NNyqsmeKsxVFHGm', 'UB')
('AC12058-2022-11-01-7427','A413-11','cujnrfv', 'SL')
('SL22517-2022-11-01-7319','S305-23','tTZENlcFeMQe', 'SL')
('SL04652-2022-11-02-7453','S311-13','GzmPWoJFxeTdydN', 'MB')
('SL04652-2022-11-02-7454','S311-14','LYlQHNYGGLhXmyrW', 'UB')
('SL12058-2022-11-01-7394','S309-2','ftZoSFmDi', 'MB')
('SL22517-2022-11-01-7325','S306-5','BgAyZmEKAuQD', 'MB')
('SL12058-2022-11-01-7426','S310-10','EYXy', 'MB')
('AC12058-2022-11-01-7470','A415-18','MHNwKugbyMLcP', 'SU')
('SL22517-2022-11-01-7349','S307-5','j', 'MB')
('AC12058-2022-11-01-7472','A416-2','iVbd', 'LB')
('SL22517-2022-11-01-7350','S307-6','PgARaPqkJJlBGAg', 'UB')
('SL04652-2022-11-01-7369','S308-1','zdlKggAd', 'LB')
('SL12058-2022-11-01-7431','S310-15','HYPVmcNddDkfcn', 'SL')
('AC22517-2022-11-01-7370','A410-8','IjYRcfzbxTK', 'LB')
('AC22517-2022-11-01-7376','A410-14','VmxNoSpAHQguQuF', 'LB')
('SL04652-2022-11-01-7378','S308-10','iLoRL', 'MB')
('SL12058-2022-11-01-7433','S310-17','JBLaMxWFXLdyuS', 'LB')
('SL12058-2022-11-01-7434','S310-18','vnP', 'MB')
('AC22517-2022-11-02-7588','A422-10','Iy', 'UB')
('SL22517-2022-11-01-7358','S307-14','uFnDzPRZOzyJzP', 'UB')
('SL04652-2022-11-02-7498','S313-10','aCNzSNUlY', 'MB')
('SL22517-2022-11-01-7361','S307-17','VTBmOcErTMqz', 'LB')
('SL12058-2022-11-01-7437','S310-21','SBThZvSFRhEPngUY', 'MB')
('AC22517-2022-11-01-7380','A410-18','aaeQDSFZoUEWk', 'SU')
('SL22517-2022-11-02-7478','S312-14','IdpUIlwzgm', 'UB')
('AC04652-2022-11-02-7382','A411-2','mlObC', 'LB')
('SL12058-2022-11-01-7438','S310-22','hugQ', 'UB')
('AC22517-2022-11-02-7595','A422-17','ZEzMATjrwzc', 'SL')
('SL12058-2022-11-01-7443','S311-3','mmGuTRBCInRyBdy', 'UB')
('AC04652-2022-11-02-7386','A411-6','eIRyHTSsiGot', 'SU')
('SL04652-2022-11-01-7386','S308-18','pLn', 'MB')
('SL04652-2022-11-02-7509','S313-21','PZS', 'MB')
('SL12058-2022-11-01-7453','S311-13','rDay', 'MB')
('AC22517-2022-11-01-7396','A411-16','V', 'UB')
('AC22517-2022-11-02-7606','A423-10','GWHZxijaDreRN', 'UB')
('AC04652-2022-11-02-7397','A411-17','TPjv', 'SL')
('AC04652-2022-11-02-7398','A411-18','Wj', 'SU')
('AC04652-2022-11-01-7500','A417-12','Uob', 'SU')
('AC04652-2022-11-01-7501','A417-13','AXMdgVkwHh', 'LB')
('AC22517-2022-11-01-7400','A412-2','nLfGUPtkA', 'LB')
('AC04652-2022-11-01-7507','A418-1','JKUfKUoIrZi', 'LB')
('SL04652-2022-11-01-7403','S309-11','vZpdTPsPuJcaFtS', 'UB')
('SL22517-2022-11-01-7382','S308-14','srt', 'UB')
('AC12058-2022-11-01-7506','A417-18','uRjLxOYmZchzBuS', 'SU')
('SL04652-2022-11-01-7406','S309-14','PRzVf', 'UB')
('SL04652-2022-11-01-7411','S309-19','exjyaU', 'UB')
('AC22517-2022-11-02-7611','A423-15','bIqVxnJS', 'UB')
('SL04652-2022-11-02-7520','S314-8','IqNkLdz', 'SU')
('AC22517-2022-11-02-7612','A423-16','TCsMop', 'UB')
('AC04652-2022-11-02-7410','A412-12','YgdWm', 'SU')
('SL22517-2022-11-02-7509','S313-21','GS', 'MB')
('AC12058-2022-11-01-7514','A418-8','fUwfeccGyRm', 'LB')
('AC04652-2022-11-02-7412','A412-14','hBB', 'LB')
('AC04652-2022-11-01-7521','A418-15','ZSUpVIoYezlTcVYn', 'UB')
('AC04652-2022-11-02-7414','A412-16','ohQBZJyIVY', 'UB')
('SL12058-2022-11-01-7478','S312-14','drlQeDNTaoqqPOwX', 'UB')
('SL04652-2022-11-01-7425','S310-9','SZHZznFjLxFnR', 'LB')
('SL04652-2022-11-01-7426','S310-10','kXLxDbBok', 'MB')
('AC22517-2022-11-01-7426','A413-10','jDnC', 'UB')
('AC22517-2022-11-01-7429','A413-13','LjFlGH', 'LB')
('SL22517-2022-11-01-7407','S309-15','DfDUEX', 'SL')
('AC22517-2022-11-02-7622','A424-8','veFWectNeZncO', 'LB')
('AC04652-2022-11-01-7539','A419-15','iPbu', 'UB')
('SL04652-2022-11-01-7432','S310-16','PiYuRgwTbCKJxZeD', 'SU')
('SL22517-2022-11-02-7522','S314-10','dfjhLcJyv', 'MB')
('SL12058-2022-11-01-7492','S313-4','jvrLa', 'LB')
('SL22517-2022-11-01-7411','S309-19','aCIirO', 'UB')
('SL22517-2022-11-01-7412','S309-20','OItLwS', 'LB')
('SL22517-2022-11-02-7524','S314-12','M', 'LB')
('AC04652-2022-11-02-7430','A413-14','RlTeBlkfEdMpYy', 'LB')
('SL22517-2022-11-01-7414','S309-22','kLMFwlTYVqTo', 'UB')
('AC22517-2022-11-01-7441','A414-7','RcziObl', 'LB')
('AC22517-2022-11-01-7442','A414-8','DGLxPWEsUDCQQO', 'LB')
('AC12058-2022-11-01-7540','A419-16','rpofnfYCW', 'UB')
('AC04652-2022-11-01-7546','A420-4','i', 'UB')
('AC12058-2022-11-01-7542','A419-18','mMKdSlBLNRDoXCty', 'SU')
('SL22517-2022-11-01-7420','S310-4','jy', 'LB')
('SL12058-2022-11-01-7507','S313-19','w', 'UB')
('AC04652-2022-11-02-7441','A414-7','hZabw', 'LB')
('AC04652-2022-11-02-7442','A414-8','E', 'LB')
('SL04652-2022-11-01-7452','S311-12','uyYwfbNlKRaJSl', 'LB')
('AC12058-2022-11-01-7550','A420-8','ZtjX', 'LB')
('SL04652-2022-11-02-7550','S315-14','oiJLiicOxWUQU', 'UB')
('SL04652-2022-11-02-7551','S315-15','FaoLAAVgIGKUn', 'SL')
('SL12058-2022-11-01-7516','S314-4','Cqk', 'LB')
('SL22517-2022-11-01-7431','S310-15','yFde', 'SL')
('SL04652-2022-11-01-7456','S311-16','hFwZjViNUKu', 'SU')
('AC22517-2022-11-02-7646','A425-14','tRyiebOeskB', 'LB')
('AC22517-2022-11-02-7647','A425-15','ogOPtsM', 'UB')
('SL04652-2022-11-01-7463','S311-23','tnhQLA', 'SL')
('AC12058-2022-11-01-7560','A420-18','iOLHNjRttAuDlj', 'SU')
('SL04652-2022-11-02-7558','S315-22','fuTcQmNhN', 'UB')
('SL04652-2022-11-02-7559','S315-23','bmMyDT', 'SL')
('SL22517-2022-11-02-7549','S315-13','VGZ', 'MB')
('AC22517-2022-11-01-7473','A416-3','otQfiDISjWluyZKD', 'UB')
('SL22517-2022-11-01-7450','S311-10','iTRCUc', 'MB')
('AC04652-2022-11-02-7463','A415-11','MErlDGuHyc', 'SL')
('AC22517-2022-11-02-7659','A426-9','cByDUKE', 'UB')
('SL22517-2022-11-01-7460','S311-20','vQJZEDC', 'LB')
('SL22517-2022-11-01-7461','S311-21','kcM', 'MB')
('SL22517-2022-11-02-7563','S316-3','RaDvUd', 'UB')
('SL22517-2022-11-01-7464','S311-24','oCAOSgCUGcZvlU', 'SU')
('SL22517-2022-11-02-7564','S316-4','PYhknpDCXFOkzY', 'LB')
('AC22517-2022-11-01-7485','A416-15','GIQQVEAHGEgIyn', 'UB')
('SL22517-2022-11-02-7565','S316-5','cQgNF', 'MB')
('SL12058-2022-11-01-7543','S315-7','FrSCOADSDDL', 'SL')
('SL04652-2022-11-01-7479','S312-15','KoFow', 'SL')
('SL22517-2022-11-02-7569','S316-9','TCnQOk', 'LB')
('SL04652-2022-11-01-7482','S312-18','xwvxa', 'MB')
('SL22517-2022-11-01-7470','S312-6','dLMjuEoPyzZXNL', 'UB')
('AC22517-2022-11-02-7673','A427-5','ZPcYPspr', 'SL')
('AC22517-2022-11-01-7492','A417-4','LXtFGDdANzarCc', 'UB')
('AC04652-2022-11-01-7602','A423-6','VoSjfBxWuxjbw', 'SU')
('SL04652-2022-11-01-7487','S312-23','NfuwMUSq', 'SL')
('AC22517-2022-11-01-7494','A417-6','YKOSjqH', 'SU')
('AC12058-2022-11-01-7597','A423-1','exOALYSSn', 'LB')
('AC04652-2022-11-01-7607','A423-11','SyB', 'SL')
('SL04652-2022-11-02-7584','S316-24','YBGwMHuOCYRou', 'SU')
('AC22517-2022-11-02-7681','A427-13','ic', 'LB')
('AC22517-2022-11-02-7685','A427-17','mWwAmIcn', 'SL')
('SL04652-2022-11-01-7493','S313-5','EjvqsETy', 'MB')
('SL12058-2022-11-01-7560','S315-24','iTPI', 'SU')
('SL22517-2022-11-01-7486','S312-22','aunkoMD', 'UB')
('AC04652-2022-11-02-7500','A417-12','QHBt', 'SU')
('AC22517-2022-11-01-7506','A417-18','HTM', 'SU')
('SL04652-2022-11-01-7501','S313-13','JRJJjMTv', 'MB')
('SL04652-2022-11-01-7505','S313-17','jsDnvgODR', 'LB')
('SL04652-2022-11-01-7506','S313-18','BE', 'MB')
('AC12058-2022-11-01-7617','A424-3','m', 'UB')
('AC22517-2022-11-02-7709','A429-5','QdDRR', 'SL')
('AC22517-2022-11-02-7710','A429-6','utHSCp', 'SU')
('SL04652-2022-11-02-7604','S317-20','ZBKGsNkGWnXN', 'LB')
('SL04652-2022-11-02-7605','S317-21','zTpvWs', 'MB')
('SL22517-2022-11-01-7508','S313-20','jFUyZAitM', 'LB')
('AC12058-2022-11-01-7625','A424-11','sEnko', 'SL')
('SL22517-2022-11-01-7512','S313-24','LwqAdrS', 'SU')
('SL22517-2022-11-01-7513','S314-1','PNpDAEJ', 'LB')
('SL22517-2022-11-02-7606','S317-22','Roapx', 'UB')
('AC22517-2022-11-01-7531','A419-7','zVInwSbKmYBBR', 'LB')
('AC12058-2022-11-01-7629','A424-15','RYOmiapevFpqB', 'UB')
('SL22517-2022-11-01-7517','S314-5','uT', 'MB')
('AC04652-2022-11-01-7640','A425-8','RIOVsws', 'LB')
('AC22517-2022-11-01-7536','A419-12','yU', 'SU')
('AC04652-2022-11-02-7532','A419-8','DdpyX', 'LB')
('AC04652-2022-11-01-7642','A425-10','DKrlpZq', 'UB')
('AC04652-2022-11-02-7533','A419-9','BOq', 'UB')
('AC22517-2022-11-02-7730','A430-8','aC', 'LB')
('SL04652-2022-11-02-7623','S318-15','cVlea', 'SL')
('AC22517-2022-11-01-7545','A420-3','oFmb', 'UB')
('SL04652-2022-11-01-7529','S314-17','qKmzCC', 'LB')
('SL22517-2022-11-02-7618','S318-10','LaPCCXYLp', 'MB')
('SL04652-2022-11-01-7530','S314-18','xjyknlEOUxpyYbfu', 'MB')
('SL12058-2022-11-01-7599','S317-15','jSxIOMTUbqtD', 'SL')
('SL04652-2022-11-02-7627','S318-19','hERw', 'UB')
('SL22517-2022-11-02-7619','S318-11','oAm', 'UB')
('SL22517-2022-11-01-7535','S314-23','TbpZSos', 'SL')
('SL12058-2022-11-01-7602','S317-18','Q', 'MB')
('AC04652-2022-11-01-7653','A426-3','xWOImckYRPVNG', 'UB')
('SL12058-2022-11-01-7605','S317-21','JIFLcjvt', 'MB')
('AC22517-2022-11-02-7741','A431-1','FJ', 'LB')
('SL04652-2022-11-01-7536','S314-24','rb', 'SU')
('SL12058-2022-11-01-7609','S318-1','H', 'LB')
('AC04652-2022-11-01-7656','A426-6','WGoD', 'SU')
('AC22517-2022-11-01-7560','A420-18','gafwVfVuWXBZOfz', 'SU')
('AC22517-2022-11-02-7757','A431-17','ypjkrMUQPFBKQGUK', 'SL')
('SL04652-2022-11-01-7553','S315-17','v', 'LB')
('SL12058-2022-11-01-7615','S318-7','OAheOakDsUREn', 'SL')
('AC04652-2022-11-01-7682','A427-14','guEAxLH', 'LB')
('AC04652-2022-11-01-7683','A427-15','jaLwjTY', 'UB')
('AC04652-2022-11-01-7684','A427-16','gpVl', 'UB')
('AC12058-2022-11-01-7663','A426-13','sGkvtOlFUJnwBVzQ', 'LB')
('SL04652-2022-11-01-7563','S316-3','xCbqFXZbHVnVSdJe', 'UB')
('AC22517-2022-11-01-7589','A422-11','HzrDMMtJ', 'SL')
('AC04652-2022-11-01-7691','A428-5','Obyt', 'SL')
('SL22517-2022-11-01-7561','S316-1','ks', 'LB')
('SL22517-2022-11-01-7564','S316-4','p', 'LB')
('SL04652-2022-11-01-7572','S316-12','bIisPwIqil', 'LB')
('SL04652-2022-11-01-7573','S316-13','NIISwEoCtV', 'MB')
('AC22517-2022-11-02-7769','A432-11','OibIjPjOHUD', 'SL')
('SL22517-2022-11-01-7568','S316-8','xaGOHeWajo', 'SU')
('AC04652-2022-11-02-7572','A421-12','hVAFxcxTdR', 'SU')
('AC04652-2022-11-02-7573','A421-13','gZzu', 'LB')
('AC22517-2022-11-01-7604','A423-8','wq', 'LB')
('AC12058-2022-11-01-7676','A427-8','vsyqHzljZ', 'LB')
('AC22517-2022-11-02-7780','A433-4','Vg', 'UB')
('AC04652-2022-11-02-7577','A421-17','HDF', 'SL')
('SL04652-2022-11-01-7600','S317-16','P', 'SU')
('SL22517-2022-11-01-7581','S316-21','ZSVtOM', 'MB')
('SL04652-2022-11-01-7602','S317-18','RQOSNbAhvRvNBhq', 'MB')
('SL04652-2022-11-02-7680','S320-24','qwWxDaXBmlZcdxlb', 'SU')
('SL22517-2022-11-02-7671','S320-15','GebQVoS', 'SL')
('AC12058-2022-11-01-7690','A428-4','zVnZGpetyjWfoqUI', 'UB')
('SL22517-2022-11-01-7598','S317-14','ehb', 'UB')
('SL22517-2022-11-01-7599','S317-15','XuiTCwun', 'SL')
('SL22517-2022-11-01-7600','S317-16','XHtieXP', 'SU')
('SL04652-2022-11-02-7693','S321-13','EANyZBSysoUQlgiM', 'MB')
('SL04652-2022-11-01-7613','S318-5','kUarIUZ', 'MB')
('AC04652-2022-11-01-7722','A429-18','UiZUCzguf', 'SU')
('AC04652-2022-11-01-7724','A430-2','OWbtewJcOqfzs', 'LB')
('AC22517-2022-11-02-7805','A434-11','xSZiYWBrDeuJI', 'SL')
('AC04652-2022-11-01-7726','A430-4','YieEYHF', 'UB')
('AC22517-2022-11-02-7806','A434-12','zxjVP', 'SU')
('SL04652-2022-11-02-7696','S321-16','kIAEglj', 'SU')
('SL22517-2022-11-01-7606','S317-22','pSoy', 'UB')
('SL22517-2022-11-01-7607','S317-23','SZIuitP', 'SL')
('SL04652-2022-11-01-7617','S318-9','LrCjLxV', 'LB')
('AC04652-2022-11-02-7609','A423-13','SjWGhZSWoZlXv', 'LB')
('SL22517-2022-11-02-7685','S321-5','cjdYq', 'MB')
('SL22517-2022-11-01-7613','S318-5','XLKwdIHse', 'MB')
('AC04652-2022-11-01-7731','A430-9','FstdYRMwHuGJ', 'UB')
('SL04652-2022-11-02-7706','S322-2','TcftdHs', 'MB')
('SL04652-2022-11-02-7707','S322-3','RSJwDaJTunXJ', 'UB')
('SL12058-2022-11-01-7678','S320-22','jvbMbeBJXLI', 'UB')
('AC22517-2022-11-02-7812','A434-18','KHQFuAKTbDgmTe', 'SU')
('AC04652-2022-11-02-7621','A424-7','OkSQSofukoo', 'LB')
('SL04652-2022-11-02-7711','S322-7','ueDvDCQSzVWI', 'SL')
('SL22517-2022-11-01-7626','S318-18','uwjDwqPyrWFHRv', 'MB')
('AC04652-2022-11-01-7750','A431-10','G', 'UB')
('SL22517-2022-11-01-7632','S318-24','cRKIMGTK', 'SU')
('AC22517-2022-11-02-7827','A435-15','QDwaTAwLHtin', 'UB')
('SL12058-2022-11-01-7689','S321-9','et', 'LB')
('SL22517-2022-11-02-7706','S322-2','dGKjD', 'MB')
('SL12058-2022-11-01-7692','S321-12','zPfpnT', 'LB')
('AC22517-2022-11-01-7661','A426-11','GZZ', 'SL')
('AC22517-2022-11-02-7830','A435-18','DypabJ', 'SU')
('AC04652-2022-11-01-7758','A431-18','XjZ', 'SU')
('AC22517-2022-11-01-7666','A426-16','vNddnAUsOD', 'UB')
('AC12058-2022-11-01-7730','A430-8','w', 'LB')
('AC04652-2022-11-02-7640','A425-8','ayKofQMQOFD', 'LB')
('AC12058-2022-11-01-7737','A430-15','LjmEGHYMKbD', 'UB')
('AC04652-2022-11-01-7766','A432-8','OJq', 'LB')
('SL12058-2022-11-01-7699','S321-19','Njxx', 'UB')
('AC12058-2022-11-01-7741','A431-1','J', 'LB')
('SL04652-2022-11-02-7733','S323-5','mwUtPVPHI', 'MB')
('AC12058-2022-11-01-7747','A431-7','kBWI', 'LB')
('AC22517-2022-11-01-7682','A427-14','ZATTRAAcgjxH', 'LB')
('AC22517-2022-11-01-7683','A427-15','Fndmymz', 'UB')
('AC22517-2022-11-02-7846','A436-16','KECYMyfYRbqwtLrY', 'UB')
('AC04652-2022-11-01-7781','A433-5','zQoqbfFLPHEOj', 'SL')
('AC04652-2022-11-01-7792','A433-16','HcbppBZdpOWgMC', 'UB')
('AC22517-2022-11-01-7701','A428-15','C', 'UB')
('AC04652-2022-11-01-7794','A433-18','dUFEfkgZwbvk', 'SU')
('SL12058-2022-11-01-7717','S322-13','gbrOtNchCzH', 'MB')
('SL12058-2022-11-01-7719','S322-15','XuKFNysI', 'SL')
('SL12058-2022-11-01-7720','S322-16','GjusMW', 'SU')
('SL12058-2022-11-01-7721','S322-17','YEScpBfGTaV', 'LB')
('AC12058-2022-11-01-7762','A432-4','dRgrUHSIO', 'UB')
('AC22517-2022-11-02-7869','A438-3','yEtlYsexNOkz', 'UB')
('SL04652-2022-11-02-7751','S323-23','AKIDsmVIaVlvA', 'SL')
('AC04652-2022-11-02-7680','A427-12','WzDwdE', 'SU')
('AC04652-2022-11-02-7681','A427-13','hmfHfsbiftfFaxi', 'LB')
('SL12058-2022-11-01-7727','S322-23','mZY', 'SL')
('AC22517-2022-11-01-7707','A429-3','fIaQX', 'UB')
('SL12058-2022-11-01-7731','S323-3','zfxFueIPLim', 'UB')
('AC22517-2022-11-01-7712','A429-8','aj', 'LB')
('SL22517-2022-11-02-7741','S323-13','hvSOF', 'MB')
('SL04652-2022-11-01-7688','S321-8','oOhYNXooTdA', 'SU')
('SL12058-2022-11-01-7740','S323-12','vEJanuLlfJecyAr', 'LB')
('AC12058-2022-11-01-7783','A433-7','UeqSrepbcxQ', 'LB')
('SL22517-2022-11-02-7746','S323-18','ibtxdhSFt', 'MB')
('AC12058-2022-11-01-7785','A433-9','K', 'UB')
('SL04652-2022-11-01-7693','S321-13','HbmrzY', 'MB')
('SL12058-2022-11-01-7745','S323-17','xDrWpOdlPEICbZ', 'LB')
('AC12058-2022-11-01-7787','A433-11','qmUEmJVk', 'SL')
('AC22517-2022-11-01-7718','A429-14','He', 'LB')
('AC04652-2022-11-02-7700','A428-14','hLJWZ', 'LB')
('AC22517-2022-11-02-7892','A439-8','dliYWaVvJ', 'LB')
('SL04652-2022-11-02-7769','S324-17','qWd', 'LB')
('AC22517-2022-11-02-7894','A439-10','bhWubiaDRyFaqIvi', 'UB')
('AC22517-2022-11-01-7723','A430-1','okwiWSciH', 'LB')
('AC12058-2022-11-01-7793','A433-17','dPPRx', 'SL')
('SL22517-2022-11-02-7754','S324-2','LznspNP', 'MB')
('AC22517-2022-11-02-7897','A439-13','ohzKKHCEvWDdIb', 'LB')
('AC22517-2022-11-01-7727','A430-5','GWkSHxGnq', 'SL')
('AC04652-2022-11-02-7715','A429-11','A', 'SL')
('SL04652-2022-11-02-7780','S325-4','rsKPHxZk', 'LB')
('AC04652-2022-11-01-7834','A436-4','Qw', 'UB')
('SL04652-2022-11-01-7711','S322-7','bqiQLaze', 'SL')
('SL22517-2022-11-02-7768','S324-16','Hm', 'SU')
('SL22517-2022-11-02-7776','S324-24','flEsGYLgCQn', 'SU')
('SL12058-2022-11-01-7764','S324-12','Z', 'LB')
('AC04652-2022-11-01-7841','A436-11','EQSqnhS', 'SL')
('AC04652-2022-11-01-7842','A436-12','LcjfHHT', 'SU')
('SL04652-2022-11-01-7716','S322-12','NXTsHurLfCgxE', 'LB')
('AC04652-2022-11-01-7845','A436-15','P', 'UB')
('SL04652-2022-11-02-7791','S325-15','jBszKZTNAVDNW', 'SL')
('AC12058-2022-11-01-7821','A435-9','iOWRmP', 'UB')
('SL12058-2022-11-01-7768','S324-16','peHxqshaVaMN', 'SU')
('AC04652-2022-11-02-7727','A430-5','XrMtCRZ', 'SL')
('AC22517-2022-11-02-7921','A441-1','VheL', 'LB')
('AC04652-2022-11-01-7848','A436-18','ZdnoDz', 'SU')
('SL22517-2022-11-02-7787','S325-11','ZiN', 'UB')
('AC22517-2022-11-01-7746','A431-6','hYm', 'SU')
('SL22517-2022-11-02-7789','S325-13','umnMgj', 'MB')
('AC04652-2022-11-01-7851','A437-3','EGeUgIuPnyNAbX', 'UB')
('SL04652-2022-11-02-7808','S326-8','TnIRPd', 'SU')
('AC12058-2022-11-01-7835','A436-5','XzFZSMdXxXtwkkk', 'SL')
('SL12058-2022-11-01-7779','S325-3','RPqFP', 'UB')
('SL12058-2022-11-01-7780','S325-4','jNiziCWwwOn', 'LB')
('SL12058-2022-11-01-7781','S325-5','lsxiPLfFk', 'MB')
('SL22517-2022-11-02-7798','S325-22','B', 'UB')
('SL22517-2022-11-02-7799','S325-23','q', 'SL')
('AC04652-2022-11-01-7862','A437-14','u', 'LB')
('SL04652-2022-11-02-7814','S326-14','lmzWedJPVGf', 'UB')
('SL22517-2022-11-01-7731','S323-3','UUb', 'UB')
('SL04652-2022-11-01-7750','S323-22','XBAdYIqaUKdPemb', 'UB')
('SL22517-2022-11-01-7735','S323-7','l', 'SL')
('AC22517-2022-11-02-7940','A442-2','KDxI', 'LB')
('AC04652-2022-11-01-7871','A438-5','wBuVrTUQNEJVKvS', 'SL')
('AC04652-2022-11-01-7872','A438-6','QiKTrFCClFwhFNM', 'SU')
('SL12058-2022-11-01-7796','S325-20','KZGwGF', 'LB')
('SL12058-2022-11-01-7797','S325-21','cV', 'MB')
('SL22517-2022-11-01-7741','S323-13','ahDlffdu', 'MB')
('SL04652-2022-11-01-7755','S324-3','sEmoYIJMYDKeQwk', 'UB')
('AC04652-2022-11-01-7877','A438-11','ZYifgFHcTtNVo', 'SL')
('SL22517-2022-11-02-7812','S326-12','sxINfsYX', 'LB')
('AC04652-2022-11-02-7762','A432-4','vCR', 'UB')
('AC04652-2022-11-02-7763','A432-5','WTuWNuNMVFTScISd', 'SL')
('SL22517-2022-11-01-7748','S323-20','XVdSR', 'LB')
('AC22517-2022-11-02-7952','A442-14','dRJTEFZzUf', 'LB')
('SL04652-2022-11-02-7830','S327-6','RluOstVEDRcXMje', 'UB')
('AC22517-2022-11-02-7954','A442-16','GDMceKK', 'UB')
('AC22517-2022-11-01-7785','A433-9','UrG', 'UB')
('AC04652-2022-11-02-7770','A432-12','enhpOArcv', 'SU')
('AC22517-2022-11-02-7957','A443-1','hgKxgbhJm', 'LB')
('AC12058-2022-11-01-7853','A437-5','eCnNGtxEk', 'SL')
('SL22517-2022-11-01-7755','S324-3','muXOfIe', 'UB')
('SL12058-2022-11-01-7813','S326-13','MAui', 'MB')
('AC22517-2022-11-01-7789','A433-13','RxCmNcQANGRWCJxH', 'LB')
('AC22517-2022-11-02-7964','A443-8','VruUpY', 'LB')
('SL04652-2022-11-01-7777','S325-1','XgdfJhNa', 'LB')
('SL04652-2022-11-02-7847','S327-23','nCPaQLH', 'SL')
('SL04652-2022-11-01-7787','S325-11','ziTXQiMZtFw', 'UB')
('SL04652-2022-11-01-7789','S325-13','UNnHDVzBkxyZ', 'MB')
('SL12058-2022-11-01-7823','S326-23','AFrtiu', 'SL')
('AC22517-2022-11-01-7806','A434-12','aDtvSlPmSJI', 'SU')
('SL04652-2022-11-01-7797','S325-21','rZ', 'MB')
('AC04652-2022-11-02-7792','A433-16','FBG', 'UB')
('AC12058-2022-11-01-7884','A438-18','icGcezRIcnersr', 'SU')
('SL22517-2022-11-02-7850','S328-2','zS', 'MB')
('SL22517-2022-11-02-7851','S328-3','vFjnEVClBszG', 'UB')
('AC12058-2022-11-01-7887','A439-3','gT', 'UB')
('SL04652-2022-11-02-7864','S328-16','juJBYpKd', 'SU')
('SL12058-2022-11-01-7837','S327-13','HYbxVmIVmnlstHw', 'MB')
('SL12058-2022-11-01-7838','S327-14','btpiQLd', 'UB')
('SL22517-2022-11-02-7857','S328-9','DIQDotFmlfDKw', 'LB')
('SL22517-2022-11-02-7858','S328-10','IqhWv', 'MB')
('SL22517-2022-11-02-7859','S328-11','IZafQonoV', 'UB')
('AC22517-2022-11-02-7996','A445-4','fjkkZwVjinjhGR', 'UB')
('AC04652-2022-11-02-7799','A434-5','ADFVgr', 'SL')
('AC22517-2022-11-02-8000','A445-8','fDRkerFdqqIDtl', 'LB')
('SL22517-2022-11-01-7782','S325-6','CCSicBkxLNucFf', 'UB')
('SL04652-2022-11-01-7808','S326-8','JbkhoURg', 'SU')
('SL04652-2022-11-02-7874','S329-2','bdy', 'MB')
('SL04652-2022-11-01-7809','S326-9','CiWr', 'LB')
('SL22517-2022-11-01-7784','S325-8','jLQRVECFFPiMN', 'SU')
('SL12058-2022-11-01-7844','S327-20','N', 'LB')
('SL22517-2022-11-01-7788','S325-12','wypjeRdRg', 'LB')
('AC04652-2022-11-02-7809','A434-15','JQwe', 'UB')
('AC22517-2022-11-01-7831','A436-1','tmgxlptPCEseLSmo', 'LB')
('AC12058-2022-11-01-7907','A440-5','TaUd', 'SL')
('SL22517-2022-11-01-7795','S325-19','KZsXpxVJ', 'UB')
('SL12058-2022-11-01-7853','S328-5','ULU', 'MB')
('AC22517-2022-11-01-7834','A436-4','pgJXSbM', 'UB')
('SL12058-2022-11-01-7861','S328-13','zXzOF', 'MB')
('AC22517-2022-11-02-8014','A446-4','blTkyODioES', 'UB')
('SL04652-2022-11-02-7893','S329-21','pZ', 'MB')
('SL04652-2022-11-01-7829','S327-5','eiRxwKjVOFaZRs', 'MB')
('AC04652-2022-11-02-7821','A435-9','GGeMGSYfUe', 'UB')
('AC22517-2022-11-02-8017','A446-7','BIyJIW', 'LB')
('AC04652-2022-11-01-7937','A441-17','ixMltK', 'SL')
('SL22517-2022-11-02-7885','S329-13','uJKADZhvwS', 'MB')
('SL22517-2022-11-02-7886','S329-14','ZtVpY', 'UB')
('AC04652-2022-11-01-7939','A442-1','YqThQeJ', 'LB')
('SL04652-2022-11-01-7840','S327-16','eQfDVkzdBzeMW', 'SU')
('SL04652-2022-11-02-7898','S330-2','RFLZrXKC', 'MB')
('SL22517-2022-11-01-7814','S326-14','BpDExkWqQFmfQ', 'UB')
