('AC04652-2022-11-01-1730','A97-2','ZupvcVggEpzE', 'LB')
('SL12058-2022-11-01-12355','S515-19','lxwQpnYRydTIQLJ', 'UB')
('AC12058-2022-11-01-12642','A703-6','qtrduoLEDV', 'SU')
('AC04652-2022-11-02-12643','A703-7','PRvKaP', 'LB')
('SL04652-2022-11-01-12496','S521-16','Q', 'SU')
('AC12058-2022-11-01-12650','A703-14','lM', 'LB')
('SL12058-2022-11-01-12372','S516-12','DGe', 'LB')
('SL22517-2022-11-02-12536','S523-8','FEEcUl', 'SU')
('SL12058-2022-11-01-12416','S518-8','aBPjmToVtjJdDfC', 'SU')
('AC12058-2022-11-01-12692','A706-2','HvyVhqdgGsXyHyv', 'LB')
('AC04652-2022-11-02-12685','A705-13','lwvGjI', 'LB')
('AC04652-2022-11-02-12686','A705-14','LpaHtnAedP', 'LB')
('AC12058-2022-11-01-12695','A706-5','mSiQlhWAqmGh', 'SL')
('SL22517-2022-11-01-12497','S521-17','fhfNRrwmteFLtuq', 'LB')
('AC04652-2022-11-02-12691','A706-1','wWHNIblqtfliuLR', 'LB')
('AC12058-2022-11-01-12699','A706-9','LGoCgdoClc', 'UB')
('AC22517-2022-11-02-12665','A704-11','TDnSf', 'SL')
('AC04652-2022-11-02-12697','A706-7','EKYJ', 'LB')
('SL04652-2022-11-01-12575','S524-23','bfJbuLYolgszism', 'SL')
('SL04652-2022-11-02-12595','S525-19','gQHBfdAqytnSSV', 'UB')
('AC22517-2022-11-01-12727','A708-1','sVuIwOKqbfYK', 'LB')
('SL04652-2022-11-01-12643','S527-19','MMgpw', 'UB')
('AC22517-2022-11-01-12801','A712-3','EGiVQlBshWApq', 'UB')
('AC22517-2022-11-02-12749','A709-5','jCgMHdmsNi', 'SL')
('AC12058-2022-11-01-12799','A712-1','eaKvpBGqMW', 'LB')
('SL22517-2022-11-01-12643','S527-19','CIRXEMvfVHzG', 'UB')
('SL12058-2022-11-01-12565','S524-13','La', 'MB')
('AC04652-2022-11-01-13012','A723-16','DYMuieKgLY', 'UB')
('SL22517-2022-11-01-12645','S527-21','vj', 'MB')
('AC04652-2022-11-01-13017','A724-3','Oqrqws', 'UB')
('AC12058-2022-11-01-12857','A715-5','WJTCTtUFPOXM', 'SL')
('SL22517-2022-11-01-12650','S528-2','LrCsm', 'MB')
('AC04652-2022-11-01-13029','A724-15','mxJer', 'UB')
('AC12058-2022-11-01-12863','A715-11','upgeV', 'SL')
('AC22517-2022-11-02-12840','A714-6','YKgnUKxu', 'SU')
('SL22517-2022-11-01-12662','S528-14','vsXsB', 'UB')
('SL22517-2022-11-02-12714','S530-18','McethYLeDKfGCeo', 'MB')
('AC04652-2022-11-02-12881','A716-11','CPvAcKzON', 'SL')
('AC04652-2022-11-02-12929','A719-5','Ilo', 'SL')
('AC04652-2022-11-01-13109','A729-5','ZMGvyGbkgmk', 'SL')
('AC04652-2022-11-02-12941','A719-17','oUEEodAJZQb', 'SL')
('SL04652-2022-11-01-12794','S534-2','qtroNLKKMRAJ', 'MB')
('SL22517-2022-11-02-12786','S533-18','lZxj', 'MB')
('SL04652-2022-11-01-12799','S534-7','UGsSc', 'SL')
('SL04652-2022-11-02-12827','S535-11','rxVFFnOCTrE', 'UB')
('AC22517-2022-11-02-12907','A718-1','YWLELxiCmZWgdJPl', 'LB')
('SL22517-2022-11-01-12744','S531-24','MdJcpZb', 'SU')
('AC22517-2022-11-01-12973','A721-13','csZRGAowD', 'LB')
('AC22517-2022-11-02-12913','A718-7','iR', 'LB')
('AC04652-2022-11-01-13127','A730-5','OU', 'SL')
('SL04652-2022-11-02-12836','S535-20','jGkRU', 'LB')
('SL04652-2022-11-01-12813','S534-21','ZhdRnFWlnnDajW', 'MB')
('SL12058-2022-11-01-12675','S529-3','twsmxCZyeKOzv', 'UB')
('AC04652-2022-11-02-12963','A721-3','ovWlTpexcuiqmjn', 'UB')
('AC22517-2022-11-02-12923','A718-17','CiMx', 'SL')
('AC04652-2022-11-01-13137','A730-15','JfkdCeeri', 'UB')
('SL22517-2022-11-02-12812','S534-20','wFHbguMExHauGuR', 'LB')
('SL04652-2022-11-01-12852','S536-12','xhyM', 'LB')
('SL22517-2022-11-01-12784','S533-16','uGSqFwzKIF', 'SU')
('AC22517-2022-11-01-13021','A724-7','YF', 'LB')
('SL22517-2022-11-02-12888','S537-24','b', 'SU')
('AC22517-2022-11-02-13075','A727-7','U', 'LB')
('SL22517-2022-11-01-12918','S539-6','hFaIxRPBCnRHwg', 'UB')
('AC22517-2022-11-02-13076','A727-8','ToMBKlChgtI', 'LB')
('AC22517-2022-11-02-13077','A727-9','bDeAXg', 'UB')
('SL12058-2022-11-01-12856','S536-16','GppfcSTwkGEyZ', 'SU')
('AC22517-2022-11-02-13083','A727-15','xixcQVHea', 'UB')
('AC22517-2022-11-02-13084','A727-16','NWQmNLTxPTaRgAG', 'UB')
('AC12058-2022-11-01-13117','A729-13','nxm', 'LB')
('SL22517-2022-11-01-12975','S541-15','QrzujNxUqnbDiQl', 'SL')
('SL04652-2022-11-01-13106','S547-2','yfYgGeWDpPyXFvm', 'MB')
('AC22517-2022-11-01-13262','A737-14','ilJ', 'LB')
('AC12058-2022-11-01-13226','A735-14','XJyttxhNGOd', 'LB')
('SL22517-2022-11-01-13030','S543-22','K', 'UB')
('SL04652-2022-11-02-13110','S547-6','DBd', 'UB')
('AC22517-2022-11-02-13202','A734-8','XBhRFgfIRH', 'LB')
('SL12058-2022-11-01-12960','S540-24','mFkBXWETfAq', 'SU')
('AC04652-2022-11-02-13292','A739-8','loNgGXcmzZVGhcQ', 'LB')
('AC22517-2022-11-01-13328','A741-8','myrVdIBMIwbB', 'LB')
('AC22517-2022-11-01-13333','A741-13','agPSrRXBlBfTW', 'LB')
('AC22517-2022-11-02-13255','A73
