('SL12058-2022-11-01-1133','S48-5','udhGaWlU', 'MB')
('AC04652-2022-11-01-12920','A718-14','CjqNYWhCHTkqgLi', 'LB')
('AC22517-2022-11-01-12767','A710-5','eAEYFti', 'SL')
('SL04652-2022-11-02-12638','S527-14','OYpoe', 'UB')
('SL04652-2022-11-02-12639','S527-15','OvgVVMxgxkfca', 'SL')
('AC04652-2022-11-02-12741','A708-15','ChVoRhOM', 'UB')
('SL22517-2022-11-01-12561','S524-9','MBTrlktcJqUBijgW', 'LB')
('AC12058-2022-11-01-12757','A709-13','cIthbzyjgL', 'LB')
('SL22517-2022-11-02-12618','S526-18','o', 'MB')
('AC04652-2022-11-02-12747','A709-3','u', 'UB')
('AC04652-2022-11-02-12748','A709-4','tlrqfulHMg', 'UB')
('AC04652-2022-11-02-12749','A709-5','IYclQB', 'SL')
('SL04652-2022-11-02-12650','S528-2','jHHZxBw', 'MB')
('SL04652-2022-11-01-12628','S527-4','AKJwozIqqbL', 'LB')
('AC04652-2022-11-02-12753','A709-9','tHsbfVuJTjswxv', 'UB')
('AC22517-2022-11-02-12729','A708-3','BsATKXpmHGjiyPML', 'UB')
('SL22517-2022-11-02-12624','S526-24','Ztdpq', 'SU')
('AC22517-2022-11-01-12793','A711-13','VLioMJ', 'LB')
('SL22517-2022-11-01-12574','S524-22','B', 'UB')
('SL04652-2022-11-01-12680','S529-8','wJnDudRcF', 'SU')
('SL04652-2022-11-01-12681','S529-9','BPNXt', 'LB')
('SL22517-2022-11-02-12677','S529-5','JukhyCSisygBWAF', 'MB')
('SL04652-2022-11-01-12684','S529-12','JfCsSjhjOyCvzOjv', 'LB')
('SL22517-2022-11-02-12679','S529-7','mHEXSGeRSp', 'SL')
('SL12058-2022-11-01-12542','S523-14','yOmw', 'UB')
('SL04652-2022-11-01-12690','S529-18','aWJngDp', 'MB')
('AC12058-2022-11-01-12834','A713-18','YQy', 'SU')
('SL22517-2022-11-02-12692','S529-20','cWjPgOAzbfgKvIm', 'LB')
('SL12058-2022-11-01-12552','S523-24','lcxmrDrp', 'SU')
('SL22517-2022-11-01-12627','S527-3','TFbOSSBRuHd', 'UB')
('AC22517-2022-11-02-12805','A712-7','QtqM', 'LB')
('SL04652-2022-11-02-12726','S531-6','ShzlhTOsRcVH', 'UB')
('AC12058-2022-11-01-12873','A716-3','OyOuxmZltAWuLmse', 'UB')
('SL22517-2022-11-01-12672','S528-24','jEO', 'SU')
('SL04652-2022-11-01-12737','S531-17','o', 'LB')
('SL22517-2022-11-02-12728','S531-8','lDakRCAYtnHRdG', 'SU')
('SL22517-2022-11-02-12730','S531-10','EWVKTbwzqOEO', 'MB')
('AC04652-2022-11-02-12870','A715-18','WIAlV', 'SU')
('SL04652-2022-11-02-12760','S532-16','Y', 'SU')
('SL12058-2022-11-01-12594','S525-18','irti', 'MB')
('SL12058-2022-11-01-12596','S525-20','hKKkWri', 'LB')
('SL22517-2022-11-01-12681','S529-9','nnfgNhmsLKKTMv', 'LB')
('SL04652-2022-11-02-12771','S533-3','tGpQcQkABCWzFr', 'UB')
('AC04652-2022-11-02-12882','A716-12','ClaOKwX', 'SU')
('SL12058-2022-11-01-12602','S526-2','rb', 'MB')
('SL22517-2022-11-01-12725','S531-5','rRcBJBTXt', 'MB')
('AC04652-2022-11-02-12940','A719-16','goLgkBnprCoKsb', 'UB')
('SL04652-2022-11-02-12813','S534-21','fAhNYPVmiJyKq', 'MB')
('SL12058-2022-11-01-12654','S528-6','faOEfFmOdXViCWWR', 'UB')
('AC04652-2022-11-01-13151','A731-11','yxhIaC', 'SL')
('SL04652-2022-11-01-12841','S536-1','DZvd', 'LB')
('SL04652-2022-11-02-12866','S537-2','lMPllSMAM', 'MB')
('AC22517-2022-11-02-12940','A719-16','MOpxQYOlYPUxxbD', 'UB')
('AC12058-2022-11-01-12976','A721-16','CslYgiVnVhMDzIe', 'UB')
('AC04652-2022-11-01-13157','A731-17','XyE', 'SL')
('SL22517-2022-11-01-12776','S533-8','dQDDpL', 'SU')
('AC12058-2022-11-01-12980','A722-2','GDvcxnYkAzbM', 'LB')
('SL04652-2022-11-01-12849','S536-9','av', 'LB')
('AC22517-2022-11-02-12947','A720-5','Jw', 'SL')
('SL22517-2022-11-01-12782','S533-14','QiWrRJtxytr', 'UB')
('SL04652-2022-11-02-12881','S537-17','YQpHE', 'LB')
('SL22517-2022-11-02-12861','S536-21','rCbKFAx', 'MB')
('SL04652-2022-11-02-12895','S538-7','l', 'SL')
('SL22517-2022-11-01-12794','S534-2','UzmitQllVSo', 'MB')
('AC04652-2022-11-02-13021','A724-7','UQUoej', 'LB')
('AC04652-2022-11-01-13185','A733-9','PucTH', 'UB')
('AC22517-2022-11-02-12968','A721-8','e', 'LB')
('AC22517-2022-11-02-12973','A721-13','xZmzha', 'LB')
('SL22517-2022-11-01-12812','S534-20','gYFWqWISLXwf', 'LB')
('AC22517-2022-11-01-13055','A726-5','GefhLNZJIwu', 'SL')
('SL04652-2022-11-02-12914','S539-2','rlsFSZiBOmMI', 'MB')
('AC22517-2022-11-01-13057','A726-7','oFFYxPSWI', 'LB')
('AC12058-2022-11-01-13023','A724-9','hQlzEcV', 'UB')
('SL12058-2022-11-01-12851','S536-11','xLusalaRkTAUI', 'UB')
('SL04652-2022-11-02-13013','S543-5','HmpXfJ', 'MB')
('SL22517-2022-11-02-12990','S542-6','kqRMQOboz', 'UB')
('SL12058-2022-11-01-12858','S536-18','fcXxkP', 'MB')
('SL22517-2022-11-01-12925','S539-13','mchfDgc', 'MB')
('AC04652-2022-11-02-13152','A731-12','QkBauqiViPzP', 'SU')
('AC04652-2022-11-01-13304','A740-2','WordkSKokSw', 'LB')
('AC22517-2022-11-01-13160','A732-2','STPfLijAorP', 'LB')
('SL22517-2022-11-01-12932','S539-20','SA', 'LB')
('AC22517-2022-11-01-13163','A732-5','wNa', 'SL')
('SL22517-2022-11-02-13000','S542-16','xbAJPORbv', 'SU')
('SL22517-2022-11-01-12935','S539-23','nu', 'SL')
('SL22517-2022-11-02-13002','S542-18','gzMuUu', 'MB')
('AC04652-2022-11-01-13318','A740-16','UQDOVWl', 'UB')
('AC04652-2022-11-02-13168','A732-10','TltZSYlTvP', 'UB')
('AC04652-2022-11-02-13169','A732-11','eeEYE', 'SL')
('AC22517-2022-11-01-13169','A732-11','bHaGjxJtqdZ', 'SL')
('SL12058-2022-11-01-12870','S537-6','poprMppc', 'UB')
('AC04652-2022-11-01-13336','A741-16','WsJevHQcHzz', 'UB')
('AC22517-2022-11-02-13106','A729-2','pfS', 'LB')
('SL04652-2022-11-01-13024','S543-16','my', 'SU')
('SL12058-2022-11-01-12878','S537-14','uHF', 'UB')
('SL12058-2022-11-01-12879','S537-15','JOZiUhwYTTVUyoc', 'SL')
('AC22517-2022-11-01-13181','A733-5','sKcLMqS', 'SL')
('AC04652-2022-11-01-13344','A742-6','BTnUmXSSFwUvipH', 'SU')
('AC04652-2022-11-01-13345','A742-7','QsloxX', 'LB')
('SL04652-2022-11-02-13047','S544-15','qrhAyxpw', 'SL')
('AC22517-2022-11-02-13115','A729-11','tULKuMrT', 'SL')
('SL22517-2022-11-01-12958','S540-22','hUnSdOpcKYJXcK', 'UB')
('SL22517-2022-11-01-12959','S540-23','AFVBtbjeBBZmXvKu', 'SL')
('SL12058-2022-11-01-12886','S537-22','ST', 'UB')
('SL22517-2022-11-02-13032','S543-24','tEx', 'SU')
('SL22517-2022-11-02-13036','S544-4','BhgDEsSkNbPuA', 'LB')
('SL22517-2022-11-02-13037','S544-5','MCmHn', 'MB')
('AC04652-2022-11-01-13376','A744-2','jBeL', 'LB')
('AC22517-2022-11-02-13153','A731-13','rpAbehUnyzQ', 'LB')
('SL12058-2022-11-01-12905','S538-17','MKSLIojaXYddqgWu', 'LB')
('AC04652-2022-11-01-13386','A744-12','RLnstcSOGMxlly', 'SU')
('SL22517-2022-11-02-13091','S546-11','dbR', 'UB')
('AC04652-2022-11-02-13233','A736-3','ZCOV', 'UB')
('SL22517-2022-11-01-13017','S543-9','vDNWFdwvxFu', 'LB')
('SL22517-2022-11-01-13019','S543-11','OawwnXfEE', 'UB')
('SL04652-2022-11-01-13111','S547-7','JiCuuEwetYb', 'SL')
('AC22517-2022-11-01-13268','A738-2','NWdK', 'LB')
('AC22517-2022-11-01-13270','A738-4','LqQVPBHp', 'UB')
('SL04652-2022-11-01-13118','S547-14','mGVydGBwoaq', 'UB')
('SL22517-2022-11-02-13108','S547-4','RBRFtHwSELj', 'LB')
('SL22517-2022-11-01-13029','S543-21','I', 'MB')
('AC22517-2022-11-01-13280','A738-14','qaaLMSBMWxdLalW', 'LB')
('SL22517-2022-11-02-13126','S547-22','WkxMuGqYLN', 'UB')
('SL22517-2022-11-01-13045','S544-13','ROKVnPEt', 'MB')
('AC04652-2022-11-01-13453','A748-7','TWllKWCPByj', 'LB')
('AC22517-2022-11-01-13297','A739-13','clMwUtrTnNxsw', 'LB')
('SL12058-2022-11-01-12951','S540-15','sFOz', 'SL')
('SL22517-2022-11-01-13051','S544-19','hwykSGN', 'UB')
('AC04652-2022-11-02-13274','A738-8','kcLaqrUd', 'LB')
('AC12058-2022-11-01-13247','A736-17','v', 'SL')
('SL04652-2022-11-01-13143','S548-15','A', 'SL')
('AC04652-2022-11-02-13288','A739-4','roTqPamosVwGd', 'UB')
('AC04652-2022-11-02-13310','A740-8','JALkpgAeNurCPa', 'LB')
('AC04652-2022-11-02-13311','A740-9','zLYF', 'UB')
('AC22517-2022-11-01-13343','A742-5','oeYrjJCe', 'SL')
('SL22517-2022-11-02-13167','S549-15','lwTERgJ', 'SL')
('SL22517-2022-11-02-13168','S549-16','lbEKjmxUPChX', 'SU')
('AC12058-2022-11-01-13276','A738-10','OuvGosIkYZYyni', 'UB')
('SL12058-2022-11-01-12994','S542-10','ooUDLLBwyLlQp', 'MB')
('AC22517-2022-11-01-13353','A742-15','QeycG', 'UB')
('AC22517-2022-11-02-13272','A738-6','iwmWinMeTwIdw', 'SU')
('AC04652-2022-11-02-13325','A741-5','ivxuHTWyQyTqZQJ', 'SL')
('AC04652-2022-11-02-13326','A741-6','Tu', 'SU')
('AC04652-2022-11-01-13509','A751-9','KQRse', 'UB')
('SL22517-2022-11-02-13207','S551-7','uBLNLvt', 'SL')
('AC04652-2022-11-02-13343','A742-5','LGeQFZJIqL', 'SL')
('AC04652-2022-11-02-13346','A742-8','csZMbXxbXcgl', 'LB')
('SL12058-2022-11-01-13032','S543-24','yjoPNrO', 'SU')
('SL12058-2022-11-01-13034','S544-2','RRe', 'MB')
('SL22517-2022
